region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5
1;Norte;15;PA;Pará;1500107;Abaetetuba;2441092.172;15431.59;2193299.951;13865.15;1947974.167;12141.53;272103.456;73614.293;754091.481;669459.89;1769269.119;178705.048;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;96.7;0.967031;237.55;244.12;4.6945;4.5;;99.2;0.990489;254.69;255.79;4.095813;4.1;;98.7;0.986828;237.55;244.12;4.6945;4.6;;89.6;0.898026;189.15;184.29;4.924513;4.4;;89.6;0.898026;189.15;184.29;4.924513;4.4;;98.8;0.990366;259.16;261.09;4.237935;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500131;Abel Figueiredo;131077.033;21361.97;126585.01;18006.4;105404.256;13986.76;27211.225;9393.594;24584.275;36359.239;97548.333;7855.923;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;85.6;0.860892;231.68;233.95;4.427167;3.8;;99.6;0.99187;249.59;249.41;3.928674;3.9;;;;;;;;;98.5;0.983554;203.98;193.69;5.378437;5.3;;98.5;0.983554;203.98;193.69;5.378437;5.3;;99.6;0.99187;249.59;249.41;3.928674;3.9;;85.6;0.860892;231.68;233.95;4.427167;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500206;Acará;2111467.04;35773.63;1242612.023;21653.95;1432520.752;25698.21;904959.242;58472.312;130251.458;312426.984;1406109.995;26410.757;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;80.0;0.803078;231.97;232.57;4.409;3.5;;97.8;0.964668;247.79;246.33;3.857286;3.7;;;;;;;;;84.7;0.844392;197.04;186.49;5.115085;4.3;;84.7;0.844392;197.04;186.49;5.115085;4.3;;97.8;0.964668;247.79;246.33;3.857286;3.7;;80.0;0.803078;231.97;232.57;4.409;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500305;Afuá;665557.288;17623.65;539302.779;14280.49;443759.447;11119.0;174162.198;20306.774;46160.739;191038.928;431668.638;12090.809;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Produção florestal, pesca e aquicultura;6;True;70.3;0.711266;225.08;228.96;4.234;3.0;;97.4;0.958484;257.34;259.1;4.182583;4.0;;;;;;;;;79.6;0.78664;184.54;174.74;4.662899;3.7;;79.6;0.78664;184.54;174.74;4.662899;3.7;;97.4;0.958484;257.34;259.1;4.182583;4.0;;70.3;0.711266;225.08;228.96;4.234;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500347;Água Azul do Norte;1047225.878;57921.79;848598.193;46935.74;642852.642;23126.69;239535.884;123807.096;63707.32;123699.046;550749.346;92103.296;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;82.1;0.828114;226.79;246.88;4.561167;3.8;;100.0;1.0;258.12;262.94;4.251023;4.3;;;;;;;;;90.4;0.903933;199.3;190.15;5.224761;4.7;;90.4;0.903933;199.3;190.15;5.224761;4.7;;100.0;1.0;258.12;262.94;4.251023;4.3;;82.1;0.828114;226.79;246.88;4.561167;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500404;Alenquer;1578583.75;22753.7;919275.51;13250.44;744810.674;12978.06;302185.384;24520.523;135246.493;258088.078;720040.478;24770.196;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;8;True;84.4;0.845733;231.57;235.58;4.4525;3.8;;98.8;0.984536;248.32;252.2;3.952604;3.9;;99.1;0.991644;236.92;239.44;4.606;4.6;;89.1;0.889429;182.63;175.35;4.63754;4.1;;89.4;0.894221;184.23;176.9;4.696256;4.2;;98.8;0.984536;248.32;252.2;3.952604;3.9;;81.2;0.815418;227.53;232.67;4.336667;3.5;;100.0;1.0;201.14;193.27;5.316602;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500503;Almeirim;593847.2;17323.43;687485.189;20054.99;687773.094;20202.48;88297.443;217294.275;118064.406;197238.572;620894.696;66878.398;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias extrativas;6;True;71.1;0.712726;234.21;239.34;4.559167;3.2;;98.4;0.978805;246.92;248.87;3.883091;3.8;;;;;;;;;83.3;0.83241;175.05;169.68;4.389793;3.7;;83.3;0.83241;175.05;169.68;4.389793;3.7;;98.4;0.978805;246.92;248.87;3.883091;3.8;;71.1;0.712726;234.21;239.34;4.559167;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500602;Altamira;3887893.813;30788.13;3457956.969;27383.47;3118776.506;26583.5;429743.804;443279.899;1337527.145;569188.773;2779739.621;339036.885;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;6;True;89.9;0.89972;244.19;250.45;4.910667;4.4;;99.7;0.995629;268.82;282.34;4.691723;4.7;;;;;;;;;95.1;0.950607;203.39;196.3;5.414632;5.1;;95.1;0.950607;203.39;196.3;5.414632;5.1;;99.1;0.990975;270.14;283.52;4.727927;4.7;;89.9;0.89972;244.19;250.45;4.910667;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500701;Anajás;370837.756;13239.0;304791.32;10881.13;258574.161;8593.07;38552.119;7906.759;37950.767;159539.327;243948.972;14625.189;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;75.7;0.764067;226.86;231.1;4.299333;3.3;;98.2;0.977352;235.23;230.02;3.43672;3.4;;;;;;;;;81.3;0.809816;181.6;171.44;4.546793;3.7;;81.3;0.809816;181.6;171.44;4.546793;3.7;;98.2;0.977352;235.23;230.02;3.43672;3.4;;75.7;0.764067;226.86;231.1;4.299333;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500800;Ananindeua;11473897.449;23964.96;9983644.977;20852.35;8937579.161;16538.52;13285.364;1035307.804;4679394.526;1832302.524;7560290.219;1377288.942;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;99.6;0.995475;247.5;258.28;5.096333;5.1;;99.5;0.995438;261.4;272.24;4.436312;4.4;;99.2;0.992183;242.75;254.34;4.9515;4.9;;100.0;1.0;221.69;213.7;6.080232;6.1;;100.0;0.9996;217.41;210.24;5.935644;5.9;;99.5;0.995191;262.27;272.96;4.459309;4.4;;100.0;1.0;254.96;264.47;5.323833;5.3;;99.8;0.998195;208.42;202.95;5.631534;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500859;Anapu;715999.089;22480.35;687042.972;21571.21;587646.637;20047.99;235104.415;22728.151;140245.962;146742.09;544820.617;42826.02;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;82.7;0.829857;233.58;232.67;4.4375;3.7;;99.0;0.983827;260.18;261.22;4.254207;4.2;;;;;;;;;92.9;0.927283;187.95;180.8;4.838158;4.5;;92.9;0.927283;187.95;180.8;4.838158;4.5;;99.0;0.983827;260.18;261.22;4.254207;4.2;;82.7;0.829857;233.58;232.67;4.4375;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500909;Augusto Corrêa;490156.571;10996.71;405344.847;9093.95;363264.865;7739.41;67395.739;12547.534;56528.437;214920.868;351392.577;11872.288;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;81.2;0.81319;231.37;236.34;4.461833;3.6;;98.7;0.979528;250.65;253.11;3.998951;3.9;;;;;;;;;90.5;0.898899;182.18;176.07;4.642043;4.2;;90.5;0.898899;182.18;176.07;4.642043;4.2;;98.7;0.979528;250.65;253.11;3.998951;3.9;;81.2;0.81319;231.37;236.34;4.461833;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1500958;Aurora do Pará;390415.051;16421.93;340026.93;14388.41;308260.187;9573.3;88250.275;9605.742;47400.109;152010.852;297266.979;10993.208;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;7;True;89.0;0.890435;235.22;247.36;4.709667;4.2;;99.9;0.998663;253.5;257.15;4.099458;4.1;;100.0;1.0;247.58;266.39;5.232833;5.2;;96.7;0.967563;199.31;191.69;5.252951;5.1;;96.7;0.967776;199.31;191.69;5.252951;5.1;;99.9;0.998663;253.5;257.15;4.099458;4.1;;88.3;0.886325;232.38;242.98;4.589333;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501006;Aveiro;228317.168;12483.17;186421.617;10192.54;151776.231;9242.81;49842.173;8054.968;12919.224;78063.767;148880.132;2896.098;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;86.4;0.865108;224.52;234.54;4.317667;3.7;;96.8;0.953751;239.84;240.44;3.657455;3.5;;;;;;;;;95.1;0.950511;197.02;185.82;5.102522;4.9;;95.1;0.950511;197.02;185.82;5.102522;4.9;;96.8;0.953751;239.84;240.44;3.657455;3.5;;86.4;0.865108;224.52;234.54;4.317667;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501105;Bagre;329848.074;10342.66;277457.603;7993.36;250289.533;7829.62;85696.122;6398.88;23117.641;130825.502;246038.146;4251.387;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;75.8;0.760538;233.49;233.0;4.4415;3.4;;97.4;0.955733;242.76;247.19;3.799514;3.6;;;;;;;;;85.8;0.847587;176.11;164.75;4.320385;3.7;;85.8;0.847587;176.11;164.75;4.320385;3.7;;97.4;0.955733;242.76;247.19;3.799514;3.6;;75.8;0.760538;233.49;233.0;4.4415;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501204;Baião;799362.814;15479.23;694648.006;13451.48;561718.716;11358.41;265130.803;15612.524;63199.394;207562.512;551505.234;10213.482;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;82.5;0.827663;233.84;240.43;4.571167;3.8;;99.8;0.997656;243.97;237.47;3.670999;3.7;;;;;;;;;89.1;0.889794;175.03;169.51;4.38632;3.9;;89.1;0.889794;175.03;169.51;4.38632;3.9;;99.8;0.997656;243.97;237.47;3.670999;3.7;;82.5;0.827663;233.84;240.43;4.571167;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501253;Bannach;153994.721;38202.61;138929.403;34465.25;128925.331;39804.05;90752.551;1597.925;10287.776;23317.324;125955.575;2969.756;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;75.7;0.758175;241.8;245.0;4.78;3.6;;91.6;0.857326;260.29;250.54;4.095871;3.5;;;;;;;;;;;;;;;;;;;;;;;91.6;0.857326;260.29;250.54;4.095871;3.5;;75.7;0.758175;241.8;245.0;4.78;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501303;Barcarena;9190032.788;72562.44;8408789.119;66393.91;9242378.136;71461.87;181645.83;4694444.587;1468235.1;621746.319;6966071.837;2276306.299;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;87.1;0.874639;230.91;238.88;4.4965;3.9;;98.7;0.980289;256.8;265.85;4.276046;4.2;;98.0;0.982446;216.91;221.96;3.981167;3.9;;89.6;0.8953;190.23;189.01;5.030942;4.5;;89.6;0.8953;190.23;189.01;5.030942;4.5;;98.7;0.980289;256.8;265.85;4.276046;4.2;;86.2;0.866345;231.86;240.02;4.531333;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501402;Belém;40536061.655;31100.18;37604333.497;28851.2;33567694.796;22283.09;99129.199;3549131.614;17773250.805;5803062.627;27224574.245;6343120.551;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;12;True;99.1;0.990471;241.49;250.96;4.874167;4.8;;99.3;0.99311;259.74;271.91;4.408057;4.4;;99.4;0.99371;241.16;251.07;4.8705;4.8;;98.8;0.987973;191.44;186.82;5.014215;5.0;;99.3;0.992596;203.22;196.8;5.420479;5.4;;98.7;0.988853;263.83;274.89;4.510112;4.5;;98.5;0.984742;236.58;246.97;4.725833;4.7;;99.8;0.997793;213.2;204.9;5.75821;5.7;;100.0;1.0;260.98;275.96;4.486101;4.5;;89.9;0.89963;320.42;315.97;5.919885;5.3;;96.6;0.966642;295.94;285.18;6.352;6.1;;98.9;0.989726;232.33;236.91;6.705286;6.6;
1;Norte;15;PA;Pará;1501451;Belterra;352843.834;19495.21;340703.452;18824.44;236957.565;13205.39;86223.274;10156.354;40822.52;90300.631;227502.779;9454.786;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;88.5;0.880878;258.31;268.73;5.450667;4.8;;99.0;0.986301;252.41;261.71;4.152413;4.1;;;;;;;;;91.7;0.915087;203.0;197.97;5.437553;5.0;;91.7;0.915087;203.0;197.97;5.437553;5.0;;99.0;0.986301;252.41;261.71;4.152413;4.1;;88.5;0.880878;258.31;268.73;5.450667;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501501;Benevides;3338144.875;52513.8;2700819.234;42487.76;1986151.576;30659.95;12266.072;438113.794;793917.691;274896.301;1519193.859;466957.717;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;Demais serviços;8;True;100.0;1.0;254.97;260.6;5.2595;5.3;;100.0;1.0;264.8;272.27;4.484514;4.5;;100.0;1.0;245.15;254.51;4.994333;5.0;;100.0;1.0;237.34;220.86;6.509078;6.5;;100.0;1.0;239.39;223.32;6.592928;6.6;;100.0;1.0;264.8;272.27;4.484514;4.5;;100.0;1.0;268.79;269.19;5.633;5.6;;100.0;1.0;252.79;239.43;7.141562;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501576;Bom Jesus do Tocantins;336973.823;18715.57;292674.992;16255.21;243654.131;14121.6;90328.335;7004.282;48029.953;86731.814;232094.384;11559.747;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;84.0;0.845827;254.85;262.22;5.2845;4.5;;99.6;0.995629;266.78;280.12;4.629838;4.6;;;;;;;;;89.3;0.889062;209.13;193.15;5.466901;4.9;;90.5;0.902921;209.13;193.15;5.466901;4.9;;99.6;0.995629;266.78;280.12;4.629838;4.6;;81.6;0.82303;254.85;262.22;5.2845;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501600;Bonito;147258.247;11666.79;232988.609;18458.93;206570.498;12318.59;27274.154;53344.19;25631.105;64368.575;170618.023;35952.475;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.5;0.994722;222.51;229.86;4.206167;4.2;;100.0;1.0;239.42;233.82;3.552454;3.6;;99.5;0.994722;222.51;229.86;4.206167;4.2;;99.6;0.996188;174.32;168.44;4.353316;4.3;;99.6;0.996188;174.32;168.44;4.353316;4.3;;100.0;1.0;239.42;233.82;3.552454;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501709;Bragança;1977329.959;16065.14;1737012.228;14112.64;1388410.604;10670.07;185794.508;72588.874;465163.283;552596.486;1276143.15;112267.454;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;95.2;0.951728;241.64;246.84;4.808;4.6;;98.6;0.980969;252.22;253.19;4.022199;3.9;;99.0;0.989857;241.64;246.84;4.808;4.8;;89.0;0.886002;191.8;181.39;4.922358;4.4;;89.7;0.898231;196.71;186.66;5.111879;4.6;;97.8;0.971993;254.35;256.34;4.099271;4.0;;;;;;;;;97.5;0.974682;210.62;201.59;5.648791;5.5;;;;;;;;;89.9;0.890071;276.01;288.33;4.882377;4.3;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501725;Brasil Novo;517482.03;20935.43;440739.481;17830.71;379575.301;25503.95;161865.029;16464.197;90036.868;82057.164;350423.258;29152.043;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;93.1;0.932631;266.94;259.11;5.434167;5.1;;99.0;0.985949;271.92;272.64;4.590052;4.5;;;;;;;;;96.3;0.963206;212.44;196.92;5.598615;5.4;;96.3;0.963206;212.44;196.92;5.598615;5.4;;99.0;0.985949;271.92;272.64;4.590052;4.5;;93.1;0.932631;266.94;259.11;5.434167;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501758;Brejo Grande do Araguaia;143221.297;21114.74;129481.336;19089.1;114973.901;15627.82;44232.216;3056.685;22068.59;40018.255;109375.745;5598.157;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;95.3;0.95457;239.09;248.33;4.790333;4.6;;98.6;0.979528;235.93;246.76;3.69715;3.6;;;;;;;;;98.1;0.979195;218.18;201.05;5.783248;5.7;;98.1;0.979195;218.18;201.05;5.783248;5.7;;98.6;0.979528;235.93;246.76;3.69715;3.6;;95.3;0.95457;239.09;248.33;4.790333;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501782;Breu Branco;802220.696;17549.46;767219.193;16783.76;793767.522;11571.46;127549.695;159443.491;149723.898;278493.048;715210.132;78557.391;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;Demais serviços;6;True;82.6;0.825858;242.53;247.34;4.831167;4.0;;99.0;0.983115;253.15;256.6;4.086309;4.0;;;;;;;;;92.0;0.925412;193.32;185.05;5.017911;4.6;;92.0;0.925412;193.32;185.05;5.017911;4.6;;99.0;0.983115;253.15;256.6;4.086309;4.0;;82.6;0.825858;242.53;247.34;4.831167;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501808;Breves;1515249.515;14165.45;1227011.447;11470.83;892629.519;8559.93;59886.547;32532.236;230633.07;509798.074;832849.928;59779.591;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;59.3;0.599153;237.63;242.95;4.676333;2.8;;99.0;0.986653;255.56;264.23;4.234379;4.2;;;;;;;;;77.0;0.750882;188.81;182.56;4.88657;3.7;;77.0;0.750882;188.81;182.56;4.88657;3.7;;98.5;0.981446;256.83;266.24;4.282306;4.2;;59.3;0.599153;237.63;242.95;4.676333;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501907;Bujaru;688319.814;28229.5;544690.343;22338.94;536455.711;18052.15;325586.913;21012.888;52241.655;127888.572;526730.029;9725.682;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;90.8;0.907637;232.88;234.81;4.4615;4.0;;96.9;0.955338;244.24;243.53;3.76551;3.6;;100.0;1.0;247.95;250.76;4.9785;5.0;;96.2;0.962594;188.88;188.49;4.995724;4.8;;96.2;0.962594;188.88;188.49;4.995724;4.8;;96.9;0.955338;244.24;243.53;3.76551;3.6;;89.5;0.895243;223.17;224.53;4.128333;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1501956;Cachoeira do Piriá;237908.343;12119.63;214722.019;10938.46;227354.188;6439.35;43546.628;6325.893;28274.531;143594.483;221741.535;5612.652;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;82.3;0.824361;238.32;246.09;4.740167;3.9;;96.7;0.956522;235.16;235.2;3.513281;3.4;;;;;;;;;93.5;0.935376;201.22;184.96;5.167038;4.8;;93.5;0.935376;201.22;184.96;5.167038;4.8;;96.7;0.956522;235.16;235.2;3.513281;3.4;;82.3;0.824361;238.32;246.09;4.740167;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502004;Cachoeira do Arari;354702.357;14790.97;293835.055;12252.83;255900.891;10507.12;94533.04;7758.899;36136.15;108166.85;246594.939;9305.953;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços;8;True;93.6;0.936052;234.04;232.38;4.440333;4.2;;99.3;0.989449;247.21;259.8;4.050786;4.0;;97.9;0.977765;242.4;240.77;4.7195;4.6;;87.8;0.872633;193.1;188.87;5.083167;4.4;;88.4;0.879135;195.18;189.45;5.133407;4.5;;99.3;0.989449;247.21;259.8;4.050786;4.0;;89.1;0.893907;229.73;228.06;4.2965;3.8;;96.1;0.963764;205.33;192.28;5.378564;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502103;Cametá;1901552.871;14171.23;1640809.294;12228.05;1392448.604;9888.57;428677.845;40086.285;271023.022;595045.958;1334833.11;57615.495;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;75.0;0.751163;234.65;243.36;4.6335;3.5;;99.5;0.995438;252.48;253.35;4.028246;4.0;;;;;;;;;85.4;0.85474;186.56;178.92;4.777449;4.1;;85.4;0.85474;186.56;178.92;4.777449;4.1;;99.1;0.992194;253.13;254.32;4.051896;4.0;;75.0;0.751163;234.65;243.36;4.6335;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
