region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5
1;Norte;15;PA;Pará;1502152;Canaã dos Carajás;16621560.0;215643.17;16061772.934;208380.66;34987915.115;894762.94;111000.806;30877676.867;3066192.64;407859.437;34462729.751;525185.364;Indústrias extrativas;Demais serviços;Construção;6;True;94.9;0.948858;235.72;243.12;4.647333;4.4;;99.1;0.985949;252.69;262.6;4.169669;4.1;;;;;;;;;95.8;0.95705;204.02;197.53;5.449019;5.2;;95.8;0.95705;204.02;197.53;5.449019;5.2;;99.1;0.985949;252.69;262.6;4.169669;4.1;;94.9;0.948858;235.72;243.12;4.647333;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502202;Capanema;1883282.118;26753.45;1598656.137;22710.12;1426639.092;20430.76;144330.747;131409.545;669788.082;275294.979;1220823.353;205815.739;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;7;True;99.0;0.989355;248.83;249.25;4.968;4.9;;99.3;0.990143;259.97;266.88;4.335988;4.3;;99.0;0.989355;248.83;249.25;4.968;4.9;;99.3;0.993173;214.92;208.97;5.865034;5.8;;99.3;0.993173;214.21;207.55;5.825666;5.8;;99.3;0.990143;259.97;266.88;4.335988;4.3;;;;;;;;;98.9;0.988931;197.79;174.69;4.914853;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502301;Capitão Poço;900134.035;15929.88;691741.243;12279.72;615256.053;11279.79;131839.77;35336.835;169179.131;236972.443;573328.179;41927.873;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;98.6;0.986471;237.26;243.0;4.671;4.6;;99.1;0.987705;257.72;262.32;4.236123;4.2;;98.6;0.987854;237.92;242.52;4.674;4.6;;99.9;0.998598;199.8;189.23;5.217575;5.2;;99.6;0.99659;197.86;187.35;5.146371;5.1;;99.1;0.987705;257.72;262.32;4.236123;4.2;;98.6;0.98674;236.51;243.54;4.6675;4.6;;96.3;0.957947;181.55;171.53;4.547475;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502400;Castanhal;6318090.753;32862.91;5688912.361;29589.37;4707380.586;22888.36;140845.751;642749.807;2195152.724;890523.003;3869271.285;838109.301;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;94.2;0.942297;237.91;244.95;4.714333;4.4;;99.3;0.990143;258.95;271.92;4.397111;4.4;;99.0;0.990664;242.27;250.7;4.882833;4.8;;90.0;0.900892;192.57;188.3;5.062689;4.6;;90.1;0.901315;192.58;188.21;5.061244;4.6;;98.7;0.984851;263.14;276.18;4.519732;4.5;;90.9;0.909294;231.57;236.6;4.4695;4.1;;100.0;1.0;192.82;181.92;4.95146;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502509;Chaves;331189.508;15955.56;293848.397;14156.59;247974.064;10257.46;111397.161;3192.049;14001.548;117089.479;245680.238;2293.826;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Produção florestal, pesca e aquicultura;6;True;76.3;0.767189;221.53;223.7;4.087167;3.1;;99.2;0.988404;243.21;238.33;3.673199;3.6;;;;;;;;;81.0;0.817117;159.64;147.85;3.698799;3.0;;81.0;0.817117;159.64;147.85;3.698799;3.0;;99.2;0.988404;243.21;238.33;3.673199;3.6;;76.3;0.767189;221.53;223.7;4.087167;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502608;Colares;136193.895;10583.92;120634.997;9374.81;100826.097;8281.4;20699.347;2829.947;16834.039;57902.307;98265.641;2560.456;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;98.7;0.986281;229.64;235.59;4.4205;4.4;;99.0;0.987004;248.12;253.86;3.974645;3.9;;98.7;0.986281;229.64;235.59;4.4205;4.4;;93.3;0.929603;191.79;190.43;5.086531;4.7;;93.3;0.929603;191.79;190.43;5.086531;4.7;;99.0;0.987004;248.12;253.86;3.974645;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502707;Conceição do Araguaia;985296.16;22083.42;765891.565;17165.91;662414.901;13767.33;143288.707;30238.537;232424.593;200828.223;606780.059;55634.842;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;8;True;92.5;0.923975;227.0;236.68;4.394667;4.1;;97.8;0.96733;246.09;248.33;3.863349;3.7;;98.3;0.981783;228.07;238.3;4.4395;4.4;;96.2;0.96254;188.45;181.71;4.864245;4.7;;96.4;0.965039;188.24;181.38;4.854237;4.7;;96.2;0.955205;252.16;251.0;3.988572;3.8;;86.6;0.864069;223.66;231.58;4.254;3.7;;100.0;1.0;186.7;178.91;4.779939;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502756;Concórdia do Pará;520831.786;19375.46;452741.152;16842.42;419794.953;12261.8;110681.663;17551.946;93544.161;169625.078;391402.848;28392.105;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;7;True;83.5;0.836568;225.46;235.2;4.344333;3.6;;97.7;0.969214;243.17;244.54;3.765602;3.6;;100.0;1.0;211.03;212.96;3.733167;3.7;;87.2;0.873402;174.68;169.89;4.38655;3.8;;87.2;0.873402;174.68;169.89;4.38655;3.8;;97.7;0.969214;243.17;244.54;3.765602;3.6;;83.4;0.835683;226.26;236.44;4.378333;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502764;Cumaru do Norte;479032.2;34128.83;431267.678;30725.82;406772.444;28964.14;267033.652;7678.853;52184.378;64964.499;391861.382;14911.062;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.2;0.970781;217.09;206.22;3.721833;3.6;;96.6;0.933962;252.72;237.58;3.795539;3.5;;;;;;;;;99.7;0.997395;173.91;161.74;4.223673;4.2;;99.7;0.997395;173.91;161.74;4.223673;4.2;;96.6;0.933962;252.72;237.58;3.795539;3.5;;97.2;0.970781;217.09;206.22;3.721833;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502772;Curionópolis;737805.926;36982.75;1503196.58;75348.2;3666990.538;206428.2;108749.678;3061776.47;337556.519;109867.063;3617949.73;49040.808;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.0;0.989696;248.8;255.52;5.072;5.0;;98.7;0.982402;245.8;248.46;3.861222;3.8;;;;;;;;;100.0;1.0;216.12;200.59;5.735571;5.7;;100.0;1.0;216.12;200.59;5.735571;5.7;;98.7;0.982402;245.8;248.46;3.861222;3.8;;99.0;0.989696;248.8;255.52;5.072;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502806;Curralinho;396832.058;11704.92;328648.47;9693.79;282041.976;7938.14;56014.468;6512.028;34762.223;178402.811;275691.531;6350.445;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços;8;True;77.7;0.784753;230.5;236.7;4.453333;3.5;;97.6;0.968085;240.27;246.19;3.749572;3.6;;98.9;0.98593;232.48;247.96;4.674;4.6;;84.9;0.854472;166.44;159.44;4.039298;3.5;;85.0;0.856269;166.81;160.29;4.061813;3.5;;97.6;0.968085;240.27;246.19;3.749572;3.6;;75.9;0.769795;229.48;230.86;4.339;3.3;;96.3;0.963;171.55;171.24;4.351362;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502855;Curuá;192167.955;13612.52;171988.947;12183.11;149513.604;10118.68;45804.708;3542.298;20904.699;75569.433;145821.138;3692.465;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços;6;True;90.4;0.90402;222.65;233.04;4.2615;3.9;;97.9;0.975157;245.89;254.11;3.947067;3.8;;;;;;;;;91.4;0.915964;171.8;165.29;4.247951;3.9;;91.4;0.915964;171.8;165.29;4.247951;3.9;;97.9;0.975157;245.89;254.11;3.947067;3.8;;90.4;0.90402;222.65;233.04;4.2615;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502905;Curuçá;485458.161;11765.26;443370.953;10990.31;369391.284;8989.15;103441.162;13672.111;60165.61;177839.268;355118.151;14273.132;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;92.4;0.922854;234.83;240.89;4.595333;4.2;;98.3;0.981252;251.79;257.29;4.077537;4.0;;96.2;0.965837;231.15;235.5;4.444167;4.3;;92.6;0.92403;181.48;175.55;4.61923;4.3;;92.6;0.92403;181.48;175.55;4.61923;4.3;;98.3;0.981252;251.79;257.29;4.077537;4.0;;91.5;0.91378;238.2;245.84;4.734;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502939;Dom Eliseu;1332437.358;22782.94;1261537.918;21570.65;940079.607;15359.27;233611.578;49641.726;303028.944;257277.883;843560.13;96519.477;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;90.3;0.902585;256.11;259.42;5.258833;4.7;;99.7;0.995629;264.6;269.12;4.434549;4.4;;;;;;;;;93.6;0.937457;215.18;201.96;5.742541;5.4;;93.6;0.937457;215.18;201.96;5.742541;5.4;;99.7;0.995629;264.6;269.12;4.434549;4.4;;90.3;0.902585;256.11;259.42;5.258833;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1502954;Eldorado do Carajás;736063.654;26108.95;605964.372;21494.2;555637.462;16309.18;156254.465;48329.575;139636.446;162776.245;506996.73;48640.732;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;92.9;0.928604;235.16;242.01;4.6195;4.3;;99.6;0.994268;247.92;254.77;3.985459;4.0;;;;;;;;;98.7;0.987134;199.97;187.16;5.183183;5.1;;98.7;0.987134;199.97;187.16;5.183183;5.1;;99.6;0.994268;247.92;254.77;3.985459;4.0;;92.9;0.928604;235.16;242.01;4.6195;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503002;Faro;102051.794;11692.46;89800.522;10288.79;76574.244;11019.46;6823.237;2837.961;17181.417;46329.791;73172.406;3401.838;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;93.0;0.927459;227.37;230.61;4.299667;4.0;;98.2;0.973315;246.34;247.06;3.847849;3.7;;97.6;0.975302;232.06;234.07;4.4355;4.3;;96.0;0.960362;220.66;192.07;5.667303;5.4;;96.0;0.960362;220.66;192.07;5.667303;5.4;;98.2;0.973315;246.34;247.06;3.847849;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503044;Floresta do Araguaia;657024.636;36709.39;566641.307;31659.48;602376.996;29041.41;260687.232;116718.934;95058.266;98986.173;571450.604;30926.392;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;6;True;84.1;0.841768;230.9;231.86;4.379333;3.7;;98.9;0.986301;245.85;246.87;3.838122;3.8;;;;;;;;;93.0;0.926309;187.71;178.81;4.797396;4.4;;93.0;0.926309;187.71;178.81;4.797396;4.4;;98.9;0.986301;245.85;246.87;3.838122;3.8;;84.1;0.841768;230.9;231.86;4.379333;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503077;Garrafão do Norte;426846.806;17279.15;314532.524;12732.56;275694.422;10540.79;75424.663;9977.96;48968.134;129879.441;264250.198;11444.224;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;76.3;0.765243;242.25;246.66;4.815167;3.7;;99.8;0.997656;255.86;261.71;4.200868;4.2;;;;;;;;;82.5;0.825254;200.79;192.24;5.291196;4.4;;82.5;0.825254;200.79;192.24;5.291196;4.4;;99.8;0.997656;255.86;261.71;4.200868;4.2;;76.3;0.765243;242.25;246.66;4.815167;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503093;Goianésia do Pará;595811.202;22601.14;522757.144;19891.82;506230.454;12146.23;168148.983;16646.77;107030.082;183381.999;475207.835;31022.619;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Produção florestal, pesca e aquicultura;6;True;68.3;0.685272;233.38;242.32;4.595;3.1;;99.6;0.993243;256.57;266.6;4.284043;4.3;;;;;;;;;88.0;0.886328;193.2;182.27;4.965076;4.4;;88.0;0.886328;193.2;182.27;4.965076;4.4;;99.6;0.993243;256.57;266.6;4.284043;4.3;;68.3;0.685272;233.38;242.32;4.595;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503101;Gurupá;489496.626;15399.76;398198.92;12526.71;333716.018;9778.65;79022.901;8404.868;45254.667;192765.749;325448.186;8267.832;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;69.5;0.696935;228.23;236.53;4.412667;3.1;;99.7;0.995629;252.78;255.26;4.061053;4.0;;;;;;;;;82.7;0.8203;179.94;170.04;4.489659;3.7;;82.7;0.8203;179.94;170.04;4.489659;3.7;;99.7;0.995629;252.78;255.26;4.061053;4.0;;69.5;0.696935;228.23;236.53;4.412667;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503200;Igarapé-Açu;599285.535;16741.22;499454.6;13952.42;415580.559;10592.36;82651.325;30194.45;108470.496;159985.754;381302.024;34278.534;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;96.2;0.962798;225.14;235.5;4.344;4.2;;99.6;0.995629;246.36;248.8;3.874177;3.9;;98.0;0.982154;225.26;235.43;4.344833;4.3;;93.2;0.927469;176.13;176.49;4.534221;4.2;;93.9;0.939061;179.57;176.68;4.603325;4.3;;99.6;0.995629;246.36;248.8;3.874177;3.9;;90.2;0.910243;224.26;236.0;4.337667;3.9;;96.7;0.975781;186.5;177.07;4.742668;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503309;Igarapé-Miri;1021946.299;15763.24;818860.302;12630.69;690510.317;10897.0;188507.341;38014.911;126131.76;297345.675;649999.686;40510.631;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;76.0;0.759126;232.93;239.93;4.547667;3.5;;98.9;0.985949;251.74;253.96;4.026985;4.0;;;;;;;;;81.2;0.805041;193.45;185.61;5.030574;4.0;;81.2;0.805041;193.45;185.61;5.030574;4.0;;98.9;0.985949;251.74;253.96;4.026985;4.0;;76.0;0.759126;232.93;239.93;4.547667;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503408;Inhangapi;230529.658;22327.33;201526.406;19518.3;174530.051;14533.27;76518.941;19357.33;16975.58;49419.605;162271.456;12258.595;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;98.7;0.985697;229.96;234.88;4.414;4.4;;99.0;0.986653;249.04;242.73;3.82095;3.8;;98.7;0.985697;229.96;234.88;4.414;4.4;;86.4;0.858049;177.72;178.68;4.604383;4.0;;86.4;0.858049;177.72;178.68;4.604383;4.0;;99.0;0.986653;249.04;242.73;3.82095;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503457;Ipixuna do Pará;612706.967;20202.02;607746.914;20038.48;624646.287;9299.48;83539.641;139038.962;89440.741;279300.955;591320.298;33325.989;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;Demais serviços;6;True;82.3;0.82479;234.72;238.45;4.552833;3.8;;98.7;0.979167;248.11;252.38;3.952349;3.9;;;;;;;;;86.9;0.864457;198.11;188.42;5.170596;4.5;;86.9;0.864457;198.11;188.42;5.170596;4.5;;98.7;0.979167;248.11;252.38;3.952349;3.9;;82.3;0.82479;234.72;238.45;4.552833;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503507;Irituia;377734.549;12202.7;317600.194;10260.06;277699.44;8508.21;60721.35;11017.446;53670.458;141309.789;266719.042;10980.398;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.5;0.973914;226.32;237.32;4.394;4.3;;98.7;0.980249;254.64;265.76;4.244362;4.2;;98.5;0.986827;226.32;237.32;4.394;4.3;;87.1;0.871133;183.34;175.27;4.649635;4.1;;87.1;0.871133;183.34;175.27;4.649635;4.1;;98.7;0.980249;254.64;265.76;4.244362;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503606;Itaituba;3806020.448;30864.46;3757069.625;30468.0;3077344.492;30306.42;166185.695;753354.589;1316449.665;486239.389;2722229.338;355115.154;Demais serviços;Indústrias extrativas;Comércio e reparação de veículos automotores e motocicletas;6;True;91.0;0.913869;255.37;263.48;5.314167;4.9;;98.3;0.983756;258.55;268.47;4.339846;4.3;;;;;;;;;93.0;0.93199;216.47;205.68;5.834796;5.4;;93.0;0.93199;216.47;205.68;5.834796;5.4;;96.5;0.97145;259.27;269.71;4.368522;4.2;;91.0;0.913869;255.37;263.48;5.314167;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503705;Itupiranga;979791.945;19692.73;889870.271;17886.12;841409.974;15745.24;396489.05;27756.503;143779.904;239282.844;807308.3;34101.674;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;83.7;0.837465;230.26;232.87;4.3855;3.7;;98.4;0.978805;251.47;249.28;3.953133;3.9;;;;;;;;;91.4;0.912839;189.35;182.76;4.900511;4.5;;91.4;0.912839;189.35;182.76;4.900511;4.5;;98.4;0.978805;251.47;249.28;3.953133;3.9;;83.7;0.837465;230.26;232.87;4.3855;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503754;Jacareacanga;732418.403;30464.12;657774.713;27359.4;625352.949;89952.96;63183.856;290781.921;71690.996;182688.425;608345.198;17007.751;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;78.3;0.788947;233.77;236.41;4.503;3.6;;;;;;;;;;;;;;;;91.4;0.907222;177.95;172.96;4.504772;4.1;;91.4;0.907222;177.95;172.96;4.504772;4.1;;;;;;;;;78.3;0.788947;233.77;236.41;4.503;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503804;Jacundá;800237.449;21222.52;658641.88;17467.36;615188.901;10165.56;68475.321;29715.351;211259.15;250798.816;560248.639;54940.261;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;75.2;0.752312;233.25;237.66;4.515167;3.4;;99.0;0.984182;252.99;261.69;4.16026;4.1;;;;;;;;;87.6;0.874187;188.76;178.51;4.811979;4.2;;87.6;0.874187;188.76;178.51;4.811979;4.2;;99.0;0.984182;252.99;261.69;4.16026;4.1;;75.2;0.752312;233.25;237.66;4.515167;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1503903;Juruti;1184841.849;23286.53;1294172.457;25435.28;1450845.915;24196.49;290459.469;467179.956;303247.71;322027.136;1382914.27;67931.645;Indústrias extrativas;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;8;True;93.9;0.939007;243.86;246.78;4.844;4.5;;98.9;0.984536;245.54;246.66;3.830625;3.8;;99.6;0.996236;233.77;231.81;4.426333;4.4;;95.7;0.95626;198.85;187.26;5.163627;4.9;;95.9;0.957738;199.25;187.71;5.179443;5.0;;98.9;0.984536;245.54;246.66;3.830625;3.8;;93.2;0.932136;247.03;251.48;4.975167;4.6;;100.0;1.0;203.59;192.74;5.353722;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1504000;Limoeiro do Ajuru;601991.05;20358.86;525619.392;17776.03;502725.016;16970.77;331383.478;5521.93;24231.168;136829.017;497965.593;4759.424;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;79.9;0.800209;254.34;256.81;5.185833;4.1;;98.0;0.974889;245.25;246.83;3.829097;3.7;;98.1;0.980132;272.11;274.31;5.773667;5.7;;80.5;0.79605;207.78;186.38;5.318047;4.2;;80.5;0.79605;207.78;186.38;5.318047;4.2;;98.0;0.974889;245.25;246.83;3.829097;3.7;;78.1;0.782547;245.04;247.65;4.878167;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;15;PA;Pará;1504059;Mãe do Rio;488399.85;14217.09;422738.486;12305.72;339947.445;11186.53;31861.758;13164.596;121764.595;145552.629;312343.579;27603.867;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;87.5;0.872889;241.13;245.02;4.769167;4.2;;98.9;0.983115;260.79;267.33;4.354241;4.3;;;;;;;;;93.0;0.930767;203.72;195.41;5.404748;5.0;;93.0;0.930767;203.72;195.41;5.404748;5.0;;98.9;0.983115;260.79;267.33;4.354241;4.3;;87.5;0.872889;241.13;245.02;4.769167;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
