region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
1;Norte;11;RO;Rondônia;1100908;Castanheiras;138594.311;42868.64;121873.13;37696.61;99626.808;34083.75;56908.631;2350.767;8866.606;28280.925;96406.929;3219.879;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;4;True;;;;;;;;96.3;0.960043;259.08;261.17;4.238009;4.1;;96.3;0.960043;259.08;261.17;4.238009;4.1;;;;;;;;;;;;;;;;100.0;1.0;233.51;232.02;4.4255;4.4;;;;;;;;;90.6;0.901303;233.51;232.02;4.4255;4.0;;;;;;;;
1;Norte;11;RO;Rondônia;1100924;Chupinguaia;673989.845;72285.48;638874.936;68519.41;468792.621;39880.27;224569.25;44524.653;70951.565;102007.177;442052.645;26739.976;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;;;;;;;;88.2;0.881271;237.73;236.08;3.56255;3.1;;88.2;0.881271;237.73;236.08;3.56255;3.1;;99.9;0.998794;197.42;189.58;5.178519;5.2;;99.9;0.998794;197.42;189.58;5.178519;5.2;;96.6;0.965287;229.88;234.7;4.409667;4.3;;;;;;;;;96.1;0.960545;229.88;234.7;4.409667;4.2;;;;;;;;
1;Norte;11;RO;Rondônia;1100940;Cujubim;582148.186;39167.61;519136.46;34928.11;487755.511;17977.79;153670.063;44086.752;84329.303;179117.716;461203.833;26551.678;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;7;True;90.8;0.916242;239.1;252.77;4.8645;4.5;;84.4;0.848984;252.1;261.93;4.151352;3.5;;84.4;0.848984;252.1;261.93;4.151352;3.5;;92.6;0.923945;200.1;183.2;5.113664;4.7;;92.6;0.923945;200.1;183.2;5.113664;4.7;;93.7;0.938688;234.48;227.11;4.359833;4.1;;;;;;;;;91.6;0.916929;235.67;233.73;4.49;4.1;;;;;;;;
1;Norte;11;RO;Rondônia;1101005;Governador Jorge Teixeira;320123.46;40010.43;283464.509;35428.63;239330.691;33566.72;146346.286;5056.126;22482.606;57878.4;231763.418;7567.273;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;97.3;0.973986;269.29;266.13;4.455659;4.3;;97.3;0.973986;269.29;266.13;4.455659;4.3;;90.3;0.900542;195.23;189.36;5.132725;4.6;;90.1;0.898681;195.23;189.36;5.132725;4.6;;97.5;0.962243;242.95;242.91;4.764333;4.6;;;;;;;;;93.0;0.926124;242.95;242.91;4.764333;4.4;;;;;;;;
1;Norte;11;RO;Rondônia;1101104;Itapuã do Oeste;340162.494;39794.4;289966.669;33949.97;209926.63;19403.52;65084.768;14562.761;39827.234;79560.324;199035.086;10891.544;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;;;;;;;;80.5;0.83331;271.67;272.91;4.590583;3.8;;80.5;0.83331;271.67;272.91;4.590583;3.8;;99.9;0.998592;207.6;199.76;5.557885;5.6;;99.9;0.998592;207.6;199.76;5.557885;5.6;;95.3;0.954457;228.61;219.41;4.133667;3.9;;;;;;;;;95.3;0.954457;228.61;219.41;4.133667;3.9;;;;;;;;
1;Norte;11;RO;Rondônia;1101203;Ministro Andreazza;440281.632;68091.81;414489.956;64102.99;297876.095;31484.63;132933.646;14076.043;59931.839;69319.84;276261.369;21614.726;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;7;True;95.9;0.960039;248.9;243.59;4.874833;4.7;;97.5;0.974893;258.42;250.89;4.074847;4.0;;97.5;0.974893;258.42;250.89;4.074847;4.0;;96.8;0.959454;239.26;202.41;6.210265;6.0;;96.7;0.959055;239.26;202.41;6.210265;6.0;;98.3;0.987069;268.39;267.87;5.604333;5.5;;;;;;;;;96.6;0.966032;256.57;253.14;5.161833;5.0;;;;;;;;
1;Norte;11;RO;Rondônia;1101302;Mirante da Serra;380178.709;41167.16;310402.138;33611.49;262626.607;24565.21;85083.553;14248.296;71350.79;75075.364;245758.003;16868.603;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;;;;;;;;94.8;0.944685;262.39;264.87;4.339887;4.1;;94.8;0.944685;262.39;264.87;4.339887;4.1;;96.5;0.965305;207.99;197.31;5.520782;5.3;;96.4;0.96427;207.99;197.31;5.520782;5.3;;96.4;0.963012;247.14;249.3;4.940667;4.8;;;;;;;;;96.5;0.96478;247.14;249.3;4.940667;4.8;;;;;;;;
1;Norte;11;RO;Rondônia;1101401;Monte Negro;526989.791;45634.72;452939.399;39222.32;389781.112;24123.1;153359.883;23161.935;76036.201;116303.384;368861.402;20919.71;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;97.0;0.974435;262.58;261.38;4.29031;4.2;;97.0;0.974435;262.58;261.38;4.29031;4.2;;96.4;0.963359;205.1;189.35;5.320902;5.1;;96.4;0.963359;205.1;189.35;5.320902;5.1;;99.3;0.993228;241.46;233.52;4.583;4.6;;;;;;;;;97.2;0.971422;241.46;233.52;4.583;4.5;;;;;;;;
1;Norte;11;RO;Rondônia;1101435;Nova União;193556.525;31218.79;168139.394;27119.26;157320.907;23060.82;82596.281;3240.135;16675.147;48986.716;151498.279;5822.628;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;94.2;0.949174;258.64;258.31;4.189015;4.0;;94.2;0.949174;258.64;258.31;4.189015;4.0;;93.9;0.937466;224.82;209.14;6.057056;5.7;;93.9;0.937466;224.82;209.14;6.057056;5.7;;93.8;0.94895;248.04;236.72;4.746;4.5;;;;;;;;;89.8;0.897913;248.04;236.72;4.746;4.3;;;;;;;;
1;Norte;11;RO;Rondônia;1101450;Parecis;201510.402;48851.01;164072.904;39775.25;155429.633;24597.19;85286.411;3441.375;13906.759;47707.299;150341.845;5087.788;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;87.8;0.875115;239.37;244.0;4.722833;4.1;;93.5;0.943713;257.34;253.75;4.102493;3.9;;93.5;0.943713;257.34;253.75;4.102493;3.9;;96.2;0.962178;197.93;186.26;5.127888;4.9;;96.5;0.96535;197.93;186.26;5.127888;5.0;;93.3;0.938928;252.48;262.08;5.242667;4.9;;;;;;;;;89.1;0.889719;244.29;250.78;4.917833;4.4;;;;;;;;
1;Norte;11;RO;Rondônia;1101468;Pimenteiras do Oeste;355185.198;164742.67;327047.972;151692.01;246208.537;115753.9;178073.455;8909.237;24663.492;26359.059;238005.243;8203.293;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;6;True;;;;;;;;100.0;1.0;240.51;253.06;3.855787;3.9;;100.0;1.0;240.51;253.06;3.855787;3.9;;98.2;0.975066;215.12;200.51;5.715033;5.6;;98.2;0.975066;215.12;200.51;5.715033;5.6;;98.9;0.989133;223.11;228.11;4.187;4.1;;;;;;;;;98.9;0.989133;223.11;228.11;4.187;4.1;;;;;;;;
1;Norte;11;RO;Rondônia;1101476;Primavera de Rondônia;131192.932;42650.5;130972.784;42606.63;107029.668;39684.71;62242.059;2157.907;10663.02;28332.54;103395.525;3634.142;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;6;True;;;;;;;;92.9;0.938232;270.45;263.06;4.425993;4.2;;92.9;0.938232;270.45;263.06;4.425993;4.2;;98.8;0.987615;218.7;209.56;5.947899;5.9;;98.8;0.987615;218.7;209.56;5.947899;5.9;;100.0;1.0;243.38;255.81;4.9865;5.0;;;;;;;;;100.0;1.0;243.38;255.81;4.9865;5.0;;;;;;;;
1;Norte;11;RO;Rondônia;1101484;São Felipe D'Oeste;177906.434;33835.38;157329.706;29921.97;130675.108;26335.17;62311.342;3163.455;18617.982;40952.353;125045.132;5629.976;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;85.2;0.858526;256.81;260.89;4.201935;3.6;;85.2;0.858526;256.81;260.89;4.201935;3.6;;97.6;0.974617;212.81;193.77;5.548403;5.4;;97.6;0.974617;212.81;193.77;5.548403;5.4;;96.5;0.966089;243.63;221.5;4.418833;4.3;;;;;;;;;96.5;0.966089;243.63;221.5;4.418833;4.3;;;;;;;;
1;Norte;11;RO;Rondônia;1101492;São Francisco do Guaporé;716410.56;43989.35;573985.305;35244.09;488140.713;23147.8;203490.068;17335.039;95718.993;142430.293;458974.392;29166.321;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;92.0;0.926213;269.45;269.24;4.504463;4.2;;92.0;0.926213;269.45;269.24;4.504463;4.2;;99.8;0.997994;211.39;212.81;5.867486;5.9;;99.8;0.997994;211.39;212.81;5.867486;5.9;;97.6;0.974733;253.55;247.21;5.012667;4.9;;;;;;;;;98.3;0.982991;253.55;247.21;5.012667;4.9;;;;;;;;
1;Norte;11;RO;Rondônia;1101500;Seringueiras;446996.914;37064.42;381162.739;34120.74;332985.668;28109.54;147309.175;11108.196;61163.189;89979.782;309560.342;23425.326;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;98.3;0.985867;274.54;274.92;4.660982;4.6;;98.3;0.985867;274.54;274.92;4.660982;4.6;;98.8;0.986208;197.37;195.67;5.288292;5.2;;98.9;0.987808;197.37;195.67;5.288292;5.2;;99.9;0.998241;253.14;249.58;5.045333;5.0;;;;;;;;;99.9;0.998241;253.14;249.58;5.045333;5.0;;;;;;;;
1;Norte;11;RO;Rondônia;1101559;Teixeirópolis;156426.033;36754.24;141105.264;33154.43;121304.252;29159.68;62959.36;3839.312;15259.576;34221.654;116279.902;5024.35;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;88.8;0.884935;240.25;240.19;4.674;4.1;;96.9;0.969885;263.22;260.23;4.282083;4.2;;96.9;0.969885;263.22;260.23;4.282083;4.2;;97.1;0.966691;220.24;203.74;5.87147;5.7;;97.1;0.966691;220.24;203.74;5.87147;5.7;;98.4;0.98348;248.47;262.19;5.177667;5.1;;;;;;;;;93.6;0.934062;243.93;250.04;4.8995;4.6;;;;;;;;
1;Norte;11;RO;Rondônia;1101609;Theobroma;307753.834;37933.42;284565.237;35075.22;257436.077;24877.86;140069.452;5759.752;23488.8;79582.438;248900.442;8535.635;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;95.9;0.959622;259.74;262.38;4.265392;4.1;;95.9;0.959622;259.74;262.38;4.265392;4.1;;99.3;0.992077;227.02;204.42;6.013223;6.0;;;;;;;;;98.9;0.987013;243.79;251.54;4.922167;4.9;;96.7;0.966983;227.02;204.42;6.013223;5.8;;98.5;0.984391;243.79;251.54;4.922167;4.8;;;;;;;;
1;Norte;11;RO;Rondônia;1101708;Urupá;370213.664;34518.76;317567.823;29610.05;273504.621;24682.3;110938.325;9244.173;54173.914;85571.483;259927.895;13576.726;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;96.0;0.957881;239.91;244.89;4.746667;4.5;;94.8;0.944745;268.09;260.94;4.361111;4.1;;94.8;0.944745;268.09;260.94;4.361111;4.1;;99.1;0.989998;203.27;193.47;5.360888;5.3;;99.1;0.989998;203.27;193.47;5.360888;5.3;;98.3;0.979442;241.41;256.06;4.957833;4.9;;;;;;;;;96.6;0.963405;240.74;251.02;4.862667;4.7;;;;;;;;
1;Norte;11;RO;Rondônia;1101757;Vale do Anari;257310.753;33039.39;234964.744;30170.1;220947.883;19137.97;93455.455;6693.456;27969.781;84100.492;212219.185;8728.698;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;;;;;;;;90.2;0.900993;264.82;251.37;4.17192;3.8;;90.2;0.900993;264.82;251.37;4.17192;3.8;;93.1;0.927303;187.18;182.56;4.855463;4.5;;93.1;0.927303;187.18;182.56;4.855463;4.5;;99.8;0.997992;238.98;234.01;4.549833;4.5;;;;;;;;;99.8;0.998493;238.98;234.01;4.549833;4.5;;;;;;;;
1;Norte;11;RO;Rondônia;1101807;Vale do Paraíso;225187.419;34756.51;199086.492;30727.97;185648.203;28605.27;100038.746;4130.279;20871.155;53871.402;178911.582;6736.622;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;98.6;0.984841;225.67;219.01;4.078;4.0;;90.6;0.903969;240.22;239.79;3.653061;3.3;;90.6;0.903969;240.22;239.79;3.653061;3.3;;96.5;0.966247;203.38;182.46;5.162805;5.0;;96.5;0.966247;203.38;182.46;5.162805;5.0;;100.0;1.0;243.65;249.05;4.878333;4.9;;;;;;;;;99.2;0.991541;236.23;236.65;4.548;4.5;;;;;;;;
