region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5
2;Nordeste;22;PI;Piauí;2202000;Buriti dos Lopes;276426.411;14064.64;236634.032;12039.99;214793.085;10830.63;35389.248;13690.053;51976.168;101151.668;202207.137;12585.948;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;93.6;0.939778;260.04;265.51;4.316462;4.1;;93.6;0.939778;260.04;265.51;4.316462;4.1;;97.5;0.9757;245.76;257.85;5.060167;4.9;;97.7;0.977187;244.47;257.58;5.034167;4.9;;99.5;0.994743;207.94;197.04;5.514919;5.5;;99.5;0.994743;207.94;197.04;5.514919;5.5;;99.2;0.992066;240.11;256.66;4.946167;4.9;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202026;Buriti dos Montes;98669.32;13272.71;82158.706;11051.75;69689.581;8414.58;10742.103;2745.215;11010.357;43099.738;67597.414;2092.168;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;97.4;0.975949;258.41;261.21;4.229198;4.1;;97.4;0.975949;258.41;261.21;4.229198;4.1;;100.0;1.0;295.22;294.07;6.488167;6.5;;100.0;1.0;295.22;294.07;6.488167;6.5;;100.0;1.0;253.98;247.92;7.318636;7.3;;100.0;1.0;253.98;247.92;7.318636;7.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202059;Cabeceiras do Piauí;107816.673;10557.84;88954.321;8710.76;86140.193;8072.36;8977.962;5104.063;16482.981;51839.045;82404.05;3736.142;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;96.5;0.96838;259.56;245.13;4.004631;3.9;;96.5;0.96838;259.56;245.13;4.004631;3.9;;99.3;0.992697;244.84;244.08;4.815333;4.8;;99.3;0.992697;244.84;244.08;4.815333;4.8;;100.0;1.0;205.94;207.56;5.668024;5.7;;100.0;1.0;205.94;207.56;5.668024;5.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202075;Cajazeiras do Piauí;45637.171;14683.77;35141.634;11306.83;34182.376;9532.17;3290.2;1153.568;6488.049;21891.708;32823.525;1358.852;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.8;0.96198;253.51;241.69;3.868162;3.7;;95.8;0.96198;253.51;241.69;3.868162;3.7;;100.0;1.0;231.13;228.02;4.319167;4.3;;100.0;1.0;231.13;228.02;4.319167;4.3;;100.0;1.0;185.64;186.84;4.903892;4.9;;100.0;1.0;185.64;186.84;4.903892;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202083;Cajueiro da Praia;152471.29;19161.91;133053.46;16721.56;115378.651;14976.46;19959.548;6154.478;39863.038;42019.942;107997.005;7381.646;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;99.2;0.992639;291.78;280.24;4.982758;4.9;;99.2;0.992639;291.78;280.24;4.982758;4.9;;100.0;1.0;260.93;260.86;5.363167;5.4;;100.0;1.0;260.93;260.86;5.363167;5.4;;100.0;1.0;231.77;220.06;6.388235;6.4;;100.0;1.0;231.77;220.06;6.388235;6.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202091;Caldeirão Grande do Piauí;243767.241;44297.15;247290.973;44937.48;195078.704;33715.64;21852.829;118331.741;9833.701;32762.843;182781.114;12297.59;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;94.2;0.951011;259.82;266.87;4.333731;4.1;;94.2;0.951011;259.82;266.87;4.333731;4.1;;100.0;1.0;280.72;274.94;5.927667;5.9;;100.0;1.0;280.72;274.94;5.927667;5.9;;100.0;1.0;256.82;241.06;7.248107;7.2;;100.0;1.0;256.82;241.06;7.248107;7.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202109;Campinas do Piauí;75221.338;15233.16;63550.678;12872.33;57498.267;10216.47;11367.197;2364.873;10675.344;30806.113;55213.527;2284.74;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;99.1;0.988753;254.44;242.89;3.899188;3.9;;99.1;0.988753;254.44;242.89;3.899188;3.9;;89.2;0.885682;247.45;241.41;4.814333;4.3;;89.2;0.885682;247.45;241.41;4.814333;4.3;;96.0;0.962706;199.06;215.8;5.686544;5.5;;96.0;0.962706;199.06;215.8;5.686544;5.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202117;Campo Alegre do Fidalgo;62190.515;13472.82;56512.273;12242.69;51328.183;10078.18;2883.44;6498.63;9908.416;30216.497;49506.982;1821.201;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Construção;6;True;98.1;0.981802;254.9;242.45;3.899061;3.8;;98.1;0.981802;254.9;242.45;3.899061;3.8;;80.7;0.809087;234.43;214.15;4.143;3.4;;80.7;0.809087;234.43;214.15;4.143;3.4;;91.3;0.916346;188.52;177.92;4.796672;4.4;;91.3;0.916346;188.52;177.92;4.796672;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202133;Campo Grande do Piauí;77243.211;12831.1;68258.731;11338.66;62139.376;10379.05;8081.162;2482.814;15999.897;32121.377;58685.25;3454.127;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;87.8;0.892336;255.05;247.15;3.971527;3.5;;87.8;0.892336;255.05;247.15;3.971527;3.5;;100.0;1.0;248.99;253.48;5.041167;5.0;;100.0;1.0;248.99;253.48;5.041167;5.0;;100.0;1.0;248.26;236.18;6.996021;7.0;;100.0;1.0;248.26;236.18;6.996021;7.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202174;Campo Largo do Piauí;80881.27;10901.91;63333.042;8536.6;56554.279;7702.84;5219.987;1716.77;9427.99;38357.679;54722.427;1831.852;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.9;0.990617;258.17;245.01;3.983312;3.9;;98.9;0.990617;258.17;245.01;3.983312;3.9;;97.1;0.970191;217.6;211.34;3.815667;3.7;;97.1;0.970191;217.6;211.34;3.815667;3.7;;99.5;0.995159;168.18;157.65;4.039958;4.0;;99.5;0.995159;168.18;157.65;4.039958;4.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202208;Campo Maior;940801.888;20544.67;769318.316;16799.91;706324.081;15044.18;36629.993;52859.29;297492.351;250816.652;637798.285;68525.796;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;97.9;0.994652;269.82;268.79;4.502923;4.5;;99.4;0.994652;269.82;268.79;4.502923;4.5;;99.6;0.995743;256.58;258.15;5.2455;5.2;;99.7;0.996745;259.78;263.71;5.3915;5.4;;99.8;0.997596;228.08;217.88;6.278179;6.3;;99.8;0.997395;225.39;214.27;6.161207;6.1;;100.0;1.0;264.45;271.81;5.604333;5.6;;;;;;;;;100.0;1.0;256.96;256.79;7.536779;7.5;
2;Nordeste;22;PI;Piauí;2202251;Canavieira;52032.166;15240.82;43651.955;12786.16;41948.251;10652.17;7747.119;1690.725;6582.907;24738.654;40759.405;1188.847;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;269.35;255.83;4.30231;4.3;;100.0;1.0;269.35;255.83;4.30231;4.3;;97.3;0.975811;258.8;247.4;5.103333;5.0;;97.3;0.975811;258.8;247.4;5.103333;5.0;;94.9;0.95141;208.73;177.86;5.181268;4.9;;94.9;0.95141;208.73;177.86;5.181268;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202307;Canto do Buriti;342971.602;17710.9;288516.465;14898.86;271402.164;12726.35;33456.663;15682.233;96947.49;105562.699;251649.085;19753.079;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;96.4;0.9656;271.45;278.67;4.673721;4.5;;96.4;0.9656;271.45;278.67;4.673721;4.5;;92.2;0.924802;239.09;243.94;4.717167;4.4;;93.7;0.936668;241.44;245.46;4.781667;4.5;;94.7;0.946533;179.47;180.46;4.670144;4.4;;94.7;0.946533;179.47;180.46;4.670144;4.4;;98.6;0.986827;244.63;247.53;4.869333;4.8;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202406;Capitão de Campos;133031.494;11984.82;121311.316;10928.95;106411.346;9276.55;5260.629;4532.402;31959.821;58579.389;100332.24;6079.105;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;80.4;0.807193;248.09;248.65;3.89623;3.1;;80.4;0.807193;248.09;248.65;3.89623;3.1;;94.2;0.942308;222.87;227.97;4.180667;3.9;;94.2;0.942308;222.87;227.97;4.180667;3.9;;97.8;0.979057;206.17;191.92;5.388049;5.3;;97.8;0.979057;206.17;191.92;5.388049;5.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202455;Capitão Gervásio Oliveira;58704.333;14772.1;49633.91;12489.66;43672.125;10582.05;4822.145;1313.559;8752.443;25518.074;40406.22;3265.905;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.9;0.954616;270.07;267.14;4.481734;4.3;;95.9;0.954616;270.07;267.14;4.481734;4.3;;97.4;0.970636;229.16;240.64;4.496667;4.4;;97.4;0.970636;229.16;240.64;4.496667;4.4;;99.2;0.991308;202.74;198.88;5.449137;5.4;;99.2;0.991308;202.74;198.88;5.449137;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202505;Caracol;127543.158;12361.23;109248.908;10588.19;97485.306;8855.06;6576.276;3639.3;22298.122;59549.58;92063.279;5422.027;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;4;True;;;;;;;;;;;;;;;;;;;;;;84.2;0.839826;228.42;227.13;4.259167;3.6;;84.2;0.844455;167.74;163.04;4.129561;3.5;;84.2;0.844455;167.74;163.04;4.129561;3.5;;100.0;1.0;248.1;247.86;4.932667;4.9;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202539;Caraúbas do Piauí;67976.528;12073.98;59424.104;10554.9;57437.136;9718.64;8777.304;1750.622;11221.971;33052.472;54802.369;2634.767;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.1;0.965431;260.85;267.8;4.36212;4.2;;95.1;0.965431;260.85;267.8;4.36212;4.2;;83.5;0.841706;209.13;218.24;3.7895;3.2;;83.5;0.841706;209.13;218.24;3.7895;3.2;;89.1;0.880145;219.31;224.11;6.224085;5.5;;89.1;0.880145;219.31;224.11;6.224085;5.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202554;Caridade do Piauí;72563.727;14417.59;58151.282;11554.0;50031.834;9806.32;6958.419;3936.786;8919.084;27882.422;47696.711;2335.123;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.2;0.96956;265.66;261.78;4.339556;4.2;;97.2;0.96956;265.66;261.78;4.339556;4.2;;98.3;0.982889;261.14;256.0;5.285667;5.2;;98.3;0.982889;261.14;256.0;5.285667;5.2;;99.5;0.994556;223.33;198.4;5.833348;5.8;;99.5;0.994556;223.33;198.4;5.833348;5.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202604;Castelo do Piauí;234521.426;12158.93;213046.183;11045.53;202304.401;10260.93;25096.865;12863.654;53882.413;98262.308;190105.24;12199.162;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;99.9;0.998998;281.98;281.48;4.86368;4.9;;99.9;0.998998;281.98;281.48;4.86368;4.9;;93.6;0.934641;272.06;271.24;5.721667;5.3;;93.6;0.934641;272.06;271.24;5.721667;5.3;;98.8;0.988233;241.94;229.22;6.748865;6.7;;98.8;0.988233;241.94;229.22;6.748865;6.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202653;Caxingó;68615.939;12484.71;60407.723;10991.22;53143.56;9703.04;6478.87;1990.153;10462.546;32046.159;50977.729;2165.831;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;94.6;0.945033;261.51;267.76;4.370791;4.1;;94.6;0.945033;261.51;267.76;4.370791;4.1;;88.4;0.887462;228.58;226.58;4.252667;3.8;;88.4;0.887462;228.58;226.58;4.252667;3.8;;89.2;0.895134;170.29;164.44;4.20368;3.8;;89.2;0.895134;170.29;164.44;4.20368;3.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202703;Cocal;351832.437;12471.02;306564.181;10866.45;272774.716;9776.52;36996.414;12422.642;71272.827;137368.178;258060.061;14714.654;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;93.9;0.943417;276.04;285.72;4.843726;4.6;;96.6;0.969048;273.56;284.24;4.786739;4.6;;97.0;0.970217;260.22;275.8;5.600333;5.4;;97.7;0.977449;265.46;276.58;5.700667;5.6;;98.1;0.981163;240.11;223.5;6.609941;6.5;;98.1;0.981163;240.11;223.5;6.609941;6.5;;99.8;0.987013;266.49;276.74;5.7205;5.6;;89.5;0.90156;279.82;287.98;4.930648;4.4;;;;;;;;
2;Nordeste;22;PI;Piauí;2202711;Cocal de Telha;60324.432;12283.53;51048.949;10394.82;46961.377;9568.33;2861.147;1597.488;10841.187;29579.0;44878.822;2082.555;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;99.1;0.990835;271.2;277.34;4.650299;4.6;;99.1;0.990835;271.2;277.34;4.650299;4.6;;97.7;0.974611;262.87;266.24;5.485167;5.3;;97.7;0.974611;262.87;266.24;5.485167;5.3;;95.5;0.953334;199.37;207.79;5.546824;5.3;;95.5;0.953334;199.37;207.79;5.546824;5.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202729;Cocal dos Alves;73414.113;11496.1;66999.914;10491.69;56962.001;9217.15;6171.91;2134.84;12334.455;34053.872;54695.077;2266.924;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;100.0;1.0;371.08;341.13;7.008049;7.0;;100.0;1.0;371.08;341.13;7.008049;7.0;;99.6;0.996463;284.25;268.93;5.886333;5.9;;99.7;0.997481;299.3;282.88;6.369667;6.4;;99.8;0.997577;274.31;253.89;7.815158;7.8;;99.8;0.997577;274.31;253.89;7.815158;7.8;;100.0;1.0;329.4;310.78;7.336333;7.3;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202737;Coivaras;50028.67;12151.73;44160.662;10922.75;37708.09;9324.45;3875.186;1558.863;7102.683;23773.133;36309.864;1398.225;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;238.6;248.21;3.756356;3.8;;100.0;1.0;238.6;248.21;3.756356;3.8;;96.7;0.966176;246.14;253.62;4.996;4.8;;96.7;0.966176;246.14;253.62;4.996;4.8;;98.4;0.984584;220.27;201.97;5.839861;5.7;;98.4;0.984584;220.27;201.97;5.839861;5.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202752;Colônia do Gurguéia;92948.879;15113.64;79557.589;12936.19;70560.084;10780.76;4904.824;3113.106;23145.309;33875.845;65039.084;5521.001;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;96.3;0.96407;283.41;283.16;4.908914;4.7;;96.3;0.96407;283.41;283.16;4.908914;4.7;;87.2;0.871187;246.78;246.25;4.883833;4.3;;87.2;0.871187;246.78;246.25;4.883833;4.3;;93.5;0.935533;187.24;177.29;4.76079;4.5;;93.5;0.935533;187.24;177.29;4.76079;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202778;Colônia do Piauí;82383.059;11779.1;73244.29;10476.94;68111.356;8886.02;7579.399;2900.281;14827.078;39608.641;64915.398;3195.958;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;265.08;245.53;4.088147;4.1;;100.0;1.0;265.08;245.53;4.088147;4.1;;98.8;0.988553;238.91;232.66;4.526167;4.5;;98.8;0.988553;238.91;232.66;4.526167;4.5;;99.8;0.997984;233.77;202.48;6.106767;6.1;;99.8;0.997984;233.77;202.48;6.106767;6.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202802;Conceição do Canindé;88408.485;17925.48;62905.48;12754.56;60445.69;12564.06;17675.338;2591.711;11547.698;25716.571;57531.318;2914.373;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;98.0;0.976655;256.4;248.33;4.008153;3.9;;98.0;0.976655;256.4;248.33;4.008153;3.9;;89.8;0.905462;265.77;257.58;5.389167;4.9;;89.8;0.905462;265.77;257.58;5.389167;4.9;;94.1;0.943569;198.7;188.82;5.189128;4.9;;94.1;0.943569;198.7;188.82;5.189128;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202851;Coronel José Dias;55718.041;13110.13;48787.853;11479.49;40770.481;8696.77;5188.299;1981.002;6863.146;24769.264;38801.71;1968.771;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;97.1;0.973518;255.82;258.0;4.144767;4.0;;97.1;0.973518;255.82;258.0;4.144767;4.0;;86.1;0.850508;230.73;241.3;4.533833;3.9;;86.1;0.850508;230.73;241.3;4.533833;3.9;;96.5;0.963151;216.51;201.64;5.762105;5.5;;96.5;0.963151;216.51;201.64;5.762105;5.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2202901;Corrente;764221.648;28016.04;781393.127;28638.19;680737.206;25428.16;165632.582;26751.541;286086.784;132399.656;610870.564;69866.642;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;8;True;96.4;0.961785;256.54;256.67;4.134969;4.0;;96.1;0.963337;251.19;253.97;4.01941;3.9;;90.7;0.908294;223.62;223.53;4.119167;3.7;;91.6;0.915149;218.46;222.41;4.0145;3.7;;98.2;0.982648;178.68;174.3;4.543067;4.5;;98.2;0.982648;178.68;174.3;4.543067;4.5;;96.3;0.956994;209.3;220.43;3.828833;3.7;;96.9;0.984;267.55;262.23;4.372838;4.3;;;;;;;;
2;Nordeste;22;PI;Piauí;2203008;Cristalândia do Piauí;89547.212;12173.36;75395.563;10352.27;75069.034;8990.3;17353.006;2116.328;11826.714;40632.997;71929.044;3139.991;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;95.4;0.955532;236.04;235.7;3.533126;3.4;;95.4;0.955532;236.04;235.7;3.533126;3.4;;96.1;0.961373;232.65;238.23;4.514667;4.3;;96.1;0.961373;232.65;238.23;4.514667;4.3;;98.5;0.985099;192.4;172.87;4.778899;4.7;;98.5;0.985099;192.4;172.87;4.778899;4.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2203107;Cristino Castro;155695.982;14823.95;131510.475;12521.23;121468.484;11608.23;6573.846;6898.3;42773.908;56162.422;112408.475;9060.008;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;95.2;0.954526;256.04;258.21;4.151001;4.0;;95.2;0.954526;256.04;258.21;4.151001;4.0;;59.1;0.614677;250.51;243.76;4.9045;3.0;;66.3;0.669841;244.33;248.73;4.884333;3.3;;85.1;0.846118;195.14;182.08;4.998644;4.2;;85.1;0.846118;195.14;182.08;4.998644;4.2;;87.4;0.887988;242.64;250.09;4.878833;4.3;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2203206;Curimatá;186259.286;16527.0;166600.067;14782.61;140861.162;12290.48;18752.824;11243.555;42846.373;58905.083;131747.835;9113.327;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;98.0;0.981476;262.86;253.08;4.169991;4.1;;98.0;0.981476;262.86;253.08;4.169991;4.1;;98.1;0.981438;243.35;243.2;4.775833;4.7;;98.8;0.987713;257.19;251.02;5.136833;5.1;;99.5;0.994538;210.59;193.95;5.50931;5.5;;99.5;0.994538;210.59;193.95;5.50931;5.5;;100.0;1.0;266.22;256.13;5.3725;5.4;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2203230;Currais;569945.797;117417.76;616191.331;127207.13;409013.145;82098.18;299393.436;15651.543;40405.524;29923.869;385374.372;23638.773;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;1.0;243.01;234.36;3.610959;3.6;;100.0;1.0;243.01;234.36;3.610959;3.6;;91.6;0.912393;237.88;227.27;4.419167;4.0;;91.6;0.912393;237.88;227.27;4.419167;4.0;;91.0;0.909583;208.44;204.72;5.664097;5.2;;91.0;0.909583;208.44;204.72;5.664097;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2203255;Curralinhos;53723.384;12173.89;45190.392;10240.29;39659.739;8862.51;6162.589;1273.629;7322.018;23392.879;38151.115;1508.624;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;97.6;0.974954;250.56;239.12;3.788256;3.7;;97.6;0.974954;250.56;239.12;3.788256;3.7;;99.2;0.992441;236.88;224.13;4.350167;4.3;;99.2;0.992441;236.88;224.13;4.350167;4.3;;98.9;0.988682;188.74;181.36;4.863416;4.8;;98.9;0.988682;188.74;181.36;4.863416;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2203271;Curral Novo do Piauí;98620.067;19440.19;370813.965;73095.6;78413.731;14548.0;6068.213;19998.016;8396.254;32870.457;67332.94;11080.791;Administração, defesa, educação e saúde públicas e seguridade social;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços;6;True;98.0;0.979971;266.93;261.41;4.351854;4.3;;98.0;0.979971;266.93;261.41;4.351854;4.3;;98.1;0.98097;250.34;254.25;5.0765;5.0;;98.1;0.98097;250.34;254.25;5.0765;5.0;;100.0;1.0;210.6;203.0;5.674046;5.7;;100.0;1.0;210.6;203.0;5.674046;5.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2203305;Demerval Lobão;343572.642;21011.05;292740.313;18465.93;215833.93;15570.19;3406.201;48545.307;59175.186;77283.112;188409.806;27424.125;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;6;True;94.9;0.952143;256.12;251.64;4.053771;3.9;;94.9;0.952143;256.12;251.64;4.053771;3.9;;99.9;0.998493;317.73;305.63;7.056;7.0;;99.9;0.998745;265.83;268.7;5.5755;5.6;;100.0;1.0;253.25;254.47;7.423795;7.4;;100.0;1.0;253.25;254.47;7.423795;7.4;;;;;;;;;;;;;;;;;;;;;;
