region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5
2;Nordeste;22;PI;Piauí;2200053;Acauã;84924.313;13228.09;69703.234;10857.2;73622.922;10341.75;16418.648;2482.409;14358.629;36877.224;70136.911;3486.011;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.1;0.990622;273.31;271.44;4.591611;4.5;;99.1;0.990622;273.31;271.44;4.591611;4.5;;100.0;1.0;276.22;262.15;5.6395;5.6;;100.0;1.0;276.22;262.15;5.6395;5.6;;99.7;0.997577;234.55;207.62;6.215107;6.2;;99.7;0.997577;234.55;207.62;6.215107;6.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200103;Agricolândia;57335.342;11606.34;51901.68;10506.41;47283.337;9229.62;7406.218;3185.921;9090.615;25409.486;45092.24;2191.097;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;100.0;1.0;288.43;280.97;4.946635;4.9;;100.0;1.0;288.43;280.97;4.946635;4.9;;98.3;0.983625;249.64;235.15;4.7465;4.7;;98.6;0.986663;262.18;254.05;5.2705;5.2;;99.7;0.997373;200.82;186.95;5.195586;5.2;;99.7;0.997373;200.82;186.95;5.195586;5.2;;100.0;1.0;280.14;281.15;6.0215;6.0;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200202;Água Branca;303532.26;17272.65;267272.929;15209.29;244026.811;13924.5;5365.341;18155.182;106537.977;95314.261;225372.761;18654.05;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;100.0;1.0;253.82;256.34;4.091827;4.1;;100.0;1.0;253.82;256.34;4.091827;4.1;;99.4;0.994451;272.44;266.9;5.655667;5.6;;99.4;0.994451;272.44;266.9;5.655667;5.6;;99.9;0.999197;243.62;228.5;6.767835;6.8;;99.9;0.999197;243.62;228.5;6.767835;6.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200251;Alagoinha do Piauí;80787.107;11847.35;75805.535;11116.81;65441.715;8523.28;12193.652;2631.576;11886.461;36415.254;63126.943;2314.773;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;93.8;0.934647;271.84;264.52;4.467372;4.2;;93.8;0.934647;271.84;264.52;4.467372;4.2;;94.3;0.945894;265.38;267.93;5.555167;5.3;;95.0;0.95239;280.19;278.99;5.986333;5.7;;98.2;0.982992;200.88;195.81;5.357822;5.3;;98.2;0.982992;200.88;195.81;5.357822;5.3;;96.8;0.969178;287.24;284.25;6.1915;6.0;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200277;Alegrete do Piauí;56359.397;12162.15;54723.972;11809.23;48183.522;9791.41;7211.957;1889.813;11232.302;25567.293;45901.365;2282.157;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;96.6;0.967744;271.81;266.73;4.500034;4.4;;96.6;0.967744;271.81;266.73;4.500034;4.4;;99.3;0.992697;255.48;244.2;4.994667;5.0;;99.3;0.992697;255.48;244.2;4.994667;5.0;;99.3;0.991308;221.4;203.91;5.896698;5.8;;99.3;0.991308;221.4;203.91;5.896698;5.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200301;Alto Longá;146913.269;10899.42;128594.608;9540.37;130958.328;9112.68;20280.394;5069.754;27746.637;71899.688;124996.472;5961.856;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;89.5;0.904816;277.69;278.07;4.752379;4.3;;89.5;0.904816;277.69;278.07;4.752379;4.3;;99.3;0.993182;250.65;256.2;5.114167;5.1;;99.4;0.993432;249.64;249.69;4.988833;5.0;;99.2;0.992105;212.99;200.6;5.67602;5.6;;99.2;0.992105;212.99;200.6;5.67602;5.6;;100.0;1.0;246.45;229.2;4.594167;4.6;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200400;Altos;764914.1;16119.4;660824.303;13936.74;538140.324;13228.3;14420.98;56925.681;201070.857;217848.945;490266.462;47873.862;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;97.9;0.979795;264.22;262.96;4.336996;4.2;;97.9;0.979795;264.22;262.96;4.336996;4.2;;99.9;0.998999;282.61;272.7;5.921833;5.9;;99.5;0.995238;271.53;264.66;5.603167;5.6;;99.9;0.998998;243.82;241.9;7.015288;7.0;;99.9;0.998998;243.82;241.9;7.015288;7.0;;97.1;0.97048;236.43;239.17;4.593333;4.5;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200459;Alvorada do Gurguéia;109088.428;20497.64;95670.499;17976.42;82124.847;15016.43;22668.039;3198.457;20090.708;30328.482;76285.686;5839.161;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;99.5;0.994609;263.79;249.43;4.128412;4.1;;99.5;0.994609;263.79;249.43;4.128412;4.1;;93.1;0.932174;244.03;225.53;4.492667;4.2;;93.7;0.937118;205.54;202.38;3.465333;3.2;;98.2;0.981672;187.44;183.18;4.871697;4.8;;98.2;0.981672;187.44;183.18;4.871697;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200509;Amarante;243953.678;14155.37;220119.299;12771.64;192593.565;10937.22;18989.055;18115.84;53064.666;89829.234;179998.795;12594.77;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;91.9;0.9191;250.58;247.99;3.921321;3.6;;91.9;0.9191;250.58;247.99;3.921321;3.6;;95.9;0.964227;227.09;239.07;4.436;4.3;;96.4;0.968492;226.96;237.64;4.41;4.3;;98.4;0.983089;175.7;174.07;4.482015;4.4;;98.4;0.983089;175.7;174.07;4.482015;4.4;;100.0;1.0;226.7;234.8;4.358333;4.4;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200608;Angical do Piauí;84771.951;12417.16;75215.065;11017.29;66749.412;9846.5;6252.324;3422.879;21198.007;31248.462;62121.672;4627.74;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;97.1;0.98114;276.17;284.77;4.83133;4.7;;98.1;0.980797;264.86;269.68;4.446584;4.4;;99.7;0.997988;264.59;251.07;5.261;5.3;;99.8;0.997988;256.14;254.63;5.1795;5.2;;99.8;0.99778;239.32;234.75;6.79941;6.8;;99.8;0.99778;239.32;234.75;6.79941;6.8;;100.0;1.0;246.67;258.61;5.088;5.1;;96.4;1.0;285.44;297.13;5.146557;5.1;;;;;;;;
2;Nordeste;22;PI;Piauí;2200707;Anísio de Abreu;124990.013;13286.92;111663.346;11870.24;98552.117;9861.13;10792.146;5007.608;26246.336;50572.999;92619.089;5933.029;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;99.7;0.996982;282.2;268.57;4.673506;4.7;;99.7;0.996982;282.2;268.57;4.673506;4.7;;99.5;0.994721;243.49;239.01;4.708333;4.7;;99.6;0.995983;251.32;247.95;4.987833;5.0;;100.0;1.0;205.95;185.21;5.261851;5.3;;100.0;1.0;205.95;185.21;5.261851;5.3;;100.0;1.0;263.86;262.25;5.435167;5.4;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200806;Antônio Almeida;197618.998;62696.38;218386.155;69284.95;140157.215;44144.0;51789.271;40425.711;21057.617;19568.638;132841.236;7315.978;Indústrias extrativas;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;4;True;;;;;;;;;;;;;;;100.0;1.0;267.42;265.61;5.5505;5.6;;100.0;1.0;267.42;265.61;5.5505;5.6;;100.0;1.0;227.49;206.45;6.059101;6.1;;100.0;1.0;227.49;206.45;6.059101;6.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200905;Aroazes;69489.39;12942.71;58914.075;10973.01;57304.894;9847.89;7351.555;2745.828;13324.248;30979.949;54401.58;2903.313;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;97.5;0.976108;265.42;273.58;4.512832;4.4;;97.5;0.976108;265.42;273.58;4.512832;4.4;;91.5;0.909401;244.79;256.76;5.025833;4.6;;91.5;0.909401;244.79;256.76;5.025833;4.6;;96.7;0.967895;211.54;219.71;5.995803;5.8;;96.7;0.967895;211.54;219.71;5.995803;5.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2200954;Aroeiras do Itaim;31539.906;11724.87;27965.773;10396.2;24629.999;9655.04;3727.706;962.914;3818.643;15293.884;23803.148;826.851;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;97.1;0.967708;269.82;276.48;4.618043;4.5;;97.1;0.967708;269.82;276.48;4.618043;4.5;;100.0;1.0;252.52;237.85;4.8395;4.8;;100.0;1.0;252.52;237.85;4.8395;4.8;;100.0;1.0;202.04;182.61;5.13996;5.1;;100.0;1.0;202.04;182.61;5.13996;5.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201002;Arraial;60133.367;13303.84;49462.662;10943.07;48922.149;10380.26;4354.071;2198.371;11474.293;28618.621;46645.355;2276.794;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;96.9;0.974422;279.48;262.06;4.537849;4.4;;96.9;0.974422;279.48;262.06;4.537849;4.4;;90.9;0.900641;247.05;237.55;4.743333;4.3;;90.9;0.900641;247.05;237.55;4.743333;4.3;;98.0;0.97979;212.34;193.87;5.541252;5.4;;98.0;0.97979;212.34;193.87;5.541252;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201051;Assunção do Piauí;81044.939;10875.6;68897.385;9245.49;64266.487;8156.68;8897.654;2049.297;10635.16;40418.995;62001.107;2265.38;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;95.7;0.957986;260.46;253.77;4.146612;4.0;;95.7;0.957986;260.46;253.77;4.146612;4.0;;91.9;0.917986;245.0;237.31;4.705167;4.3;;91.9;0.917986;245.0;237.31;4.705167;4.3;;97.3;0.972111;222.69;202.9;5.902953;5.7;;97.3;0.972111;222.69;202.9;5.902953;5.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201101;Avelino Lopes;127137.202;11700.46;104500.897;9617.24;97601.73;8590.95;12298.401;4496.105;19931.069;56735.646;93461.222;4140.509;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;99.5;0.995968;248.99;244.18;3.841954;3.8;;99.5;0.995968;248.99;244.18;3.841954;3.8;;97.8;0.978805;224.37;213.54;3.965167;3.9;;98.1;0.981853;229.85;226.64;4.274833;4.2;;98.9;0.989504;184.11;176.57;4.687966;4.6;;98.9;0.989504;184.11;176.57;4.687966;4.6;;100.0;1.0;247.9;269.76;5.294333;5.3;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201150;Baixa Grande do Ribeiro;2657264.34;200215.82;2332225.702;175725.26;1768705.362;150515.31;1245821.238;76751.507;239642.893;84835.053;1647050.69;121654.671;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;95.7;0.95545;245.75;239.28;3.723095;3.6;;95.7;0.95545;245.75;239.28;3.723095;3.6;;97.6;0.978171;272.54;266.01;5.6425;5.5;;97.6;0.978171;272.54;266.01;5.6425;5.5;;98.7;0.987112;222.54;201.53;5.875181;5.8;;98.7;0.987112;222.54;201.53;5.875181;5.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201176;Barra D'Alcântara;47270.644;11832.45;42721.179;10693.66;38963.324;9856.65;2444.477;1816.684;9266.114;23569.674;37096.949;1866.375;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;93.8;0.941571;277.86;279.92;4.782461;4.5;;93.8;0.941571;277.86;279.92;4.782461;4.5;;93.4;0.934396;234.84;238.46;4.555;4.3;;93.4;0.934396;234.84;238.46;4.555;4.3;;100.0;1.0;220.92;214.33;6.076992;6.1;;100.0;1.0;220.92;214.33;6.076992;6.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201200;Barras;673462.844;14048.62;575074.623;11996.22;497741.529;10523.52;39524.67;28128.182;154536.442;247442.062;469631.355;28110.174;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;97.4;0.975303;252.29;248.58;3.954171;3.9;;97.4;0.975303;252.29;248.58;3.954171;3.9;;95.7;0.956888;243.51;248.46;4.866167;4.7;;95.8;0.957141;243.03;248.18;4.8535;4.6;;98.8;0.98798;215.49;199.54;5.704457;5.6;;98.8;0.98798;215.49;199.54;5.704457;5.6;;100.0;1.0;231.61;241.62;4.553833;4.6;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201309;Barreiras do Piauí;137541.51;42138.94;124724.046;38212.02;163171.991;48620.97;110123.121;6478.632;17915.814;20370.478;154888.046;8283.946;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;98.2;0.985244;236.95;226.45;3.407434;3.4;;98.2;0.985244;236.95;226.45;3.407434;3.4;;;;;;;;;64.4;0.647184;229.11;214.86;4.066167;2.6;;91.1;0.917225;176.69;170.13;4.429272;4.1;;91.1;0.917225;176.69;170.13;4.429272;4.1;;92.9;0.929;217.8;202.18;3.666333;3.4;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201408;Barro Duro;104884.555;15795.87;102783.912;15479.5;90191.797;12844.18;17836.16;9869.789;20265.268;36844.458;84815.675;5376.122;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;88.7;0.899207;246.03;244.86;3.810561;3.4;;88.7;0.899207;246.03;244.86;3.810561;3.4;;88.9;0.891446;215.19;218.14;3.888833;3.5;;88.9;0.891446;215.19;218.14;3.888833;3.5;;98.7;0.986177;201.06;203.82;5.506894;5.4;;98.7;0.986177;201.06;203.82;5.506894;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201507;Batalha;306176.407;11641.69;272161.201;10348.33;250806.615;9306.02;27417.77;15695.447;57696.589;139174.339;239984.145;10822.47;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.2;0.9734;263.89;265.07;4.363948;4.2;;97.2;0.9734;263.89;265.07;4.363948;4.2;;;;;;;;;99.0;0.989489;262.82;261.01;5.397167;5.3;;99.4;0.994584;191.13;182.86;4.936299;4.9;;99.4;0.994584;191.13;182.86;4.936299;4.9;;99.8;0.998493;262.82;261.01;5.397167;5.4;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201556;Bela Vista do Piauí;63282.643;15468.75;51937.402;12695.53;46876.016;11591.5;10240.355;1590.756;9601.893;23166.641;44599.645;2276.372;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;97.3;0.973985;286.11;285.92;4.988153;4.9;;97.3;0.973985;286.11;285.92;4.988153;4.9;;98.8;0.98681;272.62;259.65;5.537833;5.5;;98.8;0.98681;272.62;259.65;5.537833;5.5;;99.6;0.996964;245.0;231.97;6.857262;6.8;;99.6;0.996964;245.0;231.97;6.857262;6.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201572;Belém do Piauí;47523.323;13883.53;43967.537;12844.74;41264.3;11440.06;6894.821;3601.619;7536.023;21571.711;39604.174;1660.126;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.5;0.920982;266.62;257.63;4.290914;4.0;;92.5;0.920982;266.62;257.63;4.290914;4.0;;100.0;1.0;249.19;257.3;5.108167;5.1;;100.0;1.0;249.19;257.3;5.108167;5.1;;100.0;1.0;247.37;227.17;6.815218;6.8;;100.0;1.0;247.37;227.17;6.815218;6.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201606;Beneditinos;118265.224;11911.09;97628.019;9888.38;91898.245;8769.75;8519.97;4735.795;20807.548;53561.947;87625.259;4272.986;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;95.8;0.957453;265.17;264.72;4.376686;4.2;;95.8;0.957453;265.17;264.72;4.376686;4.2;;98.6;0.986428;264.15;269.07;5.553667;5.5;;98.8;0.988447;259.88;264.41;5.404833;5.3;;99.4;0.994149;228.74;220.44;6.33732;6.3;;99.4;0.994149;228.74;220.44;6.33732;6.3;;100.0;1.0;240.6;243.34;4.732333;4.7;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201705;Bertolínia;90843.778;16332.93;78169.238;14054.16;72471.497;13147.95;6675.775;9659.667;17375.314;30087.163;63797.919;8673.579;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;6;True;98.8;0.988918;264.88;266.85;4.404499;4.4;;98.8;0.988918;264.88;266.85;4.404499;4.4;;82.7;0.834758;243.12;256.85;4.9995;4.2;;82.7;0.834758;243.12;256.85;4.9995;4.2;;92.5;0.927351;200.64;190.23;5.251788;4.9;;92.5;0.927351;200.64;190.23;5.251788;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201739;Betânia do Piauí;120127.102;19313.04;232079.87;37311.88;62569.761;10069.16;3944.678;1950.564;14491.407;38070.47;58457.119;4112.641;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;97.1;0.972287;266.0;249.35;4.158254;4.0;;97.1;0.972287;266.0;249.35;4.158254;4.0;;89.3;0.896061;241.77;229.14;4.515167;4.0;;89.3;0.896061;241.77;229.14;4.515167;4.0;;92.0;0.912014;200.07;189.42;5.226183;4.8;;92.0;0.912014;200.07;189.42;5.226183;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201770;Boa Hora;77968.556;11296.52;71473.268;10355.44;62506.775;9127.74;10226.787;2000.108;10970.944;36875.839;60073.678;2433.097;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.8;0.997656;280.68;271.0;4.688535;4.7;;99.8;0.997656;280.68;271.0;4.688535;4.7;;96.8;0.96762;235.27;245.95;4.687;4.5;;96.8;0.96762;235.27;245.95;4.687;4.5;;97.3;0.973132;181.27;174.66;4.59904;4.5;;97.3;0.973132;181.27;174.66;4.59904;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201804;Bocaina;53637.042;13152.78;51900.728;12727.01;47772.092;10594.83;8242.148;2304.831;9980.322;25210.26;45737.56;2034.532;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;98.9;0.986301;274.0;289.49;4.871511;4.8;;98.9;0.986301;274.0;289.49;4.871511;4.8;;100.0;1.0;225.72;226.12;4.197333;4.2;;100.0;1.0;225.72;226.12;4.197333;4.2;;99.4;0.993432;191.46;191.83;5.105688;5.1;;99.4;0.993432;191.46;191.83;5.105688;5.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201903;Bom Jesus;1661674.232;57705.04;1931867.069;67081.05;1411005.077;55151.86;469056.491;90381.295;548817.965;141838.325;1250094.076;160911.002;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;7;True;92.4;0.929156;258.43;255.56;4.144898;3.9;;94.6;0.948862;252.6;250.05;3.980531;3.8;;98.7;0.987171;306.29;307.73;6.900333;6.8;;98.8;0.987947;259.21;257.46;5.277833;5.2;;100.0;1.0;254.9;246.06;7.302375;7.3;;100.0;1.0;254.9;246.06;7.302375;7.3;;99.1;0.991474;228.22;224.37;4.209833;4.2;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201919;Bom Princípio do Piauí;82658.518;14666.17;69422.836;12317.75;70165.896;12374.94;18269.772;2757.046;11806.007;34493.119;67325.944;2839.952;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;99.5;0.995629;252.14;256.02;4.063441;4.0;;99.5;0.995629;252.14;256.02;4.063441;4.0;;96.4;0.964251;231.98;240.11;4.534833;4.4;;96.4;0.964251;231.98;240.11;4.534833;4.4;;98.6;0.988041;185.51;184.93;4.866684;4.8;;98.6;0.988041;185.51;184.93;4.866684;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201929;Bonfim do Piauí;68105.59;11517.94;61162.835;10343.79;52944.719;9288.55;5660.483;1835.732;11982.165;31094.202;50572.583;2372.136;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;265.21;253.2;4.204793;4.2;;100.0;1.0;265.21;253.2;4.204793;4.2;;92.6;0.926761;259.76;254.42;5.236333;4.9;;92.6;0.926761;259.76;254.42;5.236333;4.9;;96.6;0.965097;184.74;164.0;4.471443;4.3;;96.6;0.965097;184.74;164.0;4.471443;4.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201945;Boqueirão do Piauí;67423.852;10301.58;57203.3;8740.0;51724.971;8028.09;3454.563;1703.485;11385.444;32954.515;49498.007;2226.964;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;96.6;0.965353;267.55;260.33;4.344395;4.2;;96.6;0.965353;267.55;260.33;4.344395;4.2;;94.4;0.949115;259.43;258.08;5.291833;5.0;;94.4;0.949115;259.43;258.08;5.291833;5.0;;99.2;0.992292;208.42;187.15;5.344261;5.3;;99.2;0.992292;208.42;187.15;5.344261;5.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201960;Brasileira;101117.213;11986.39;76412.936;9057.96;69325.171;8288.52;6019.584;4959.159;13467.489;42073.179;66519.411;2805.759;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Construção;7;True;96.4;0.966406;255.55;252.91;4.064777;3.9;;96.4;0.966406;255.55;252.91;4.064777;3.9;;98.6;0.984457;243.29;232.51;4.596667;4.5;;98.7;0.986721;248.65;243.46;4.8685;4.8;;100.0;1.0;209.47;192.97;5.470117;5.5;;100.0;1.0;209.47;192.97;5.470117;5.5;;100.0;1.0;257.88;262.29;5.336167;5.3;;;;;;;;;;;;;;;
2;Nordeste;22;PI;Piauí;2201988;Brejo do Piauí;57956.044;14845.3;45922.17;11762.85;43978.556;11500.67;6435.201;1970.358;9312.305;24231.555;41949.418;2029.138;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;99.3;0.992901;248.29;242.93;3.81341;3.8;;99.3;0.992901;248.29;242.93;3.81341;3.8;;98.7;0.988361;254.19;242.47;4.944333;4.9;;98.7;0.988361;254.19;242.47;4.944333;4.9;;100.0;1.0;202.66;197.02;5.413792;5.4;;100.0;1.0;202.66;197.02;5.413792;5.4;;;;;;;;;;;;;;;;;;;;;;
