region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5
2;Nordeste;23;CE;Ceará;2307403;Jucás;390389.763;16319.28;347056.825;14507.85;319373.493;12801.05;54653.943;31506.511;97525.697;114275.638;297961.789;21411.704;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;252.3;234.07;7.034756;7.0;;100.0;1.0;252.3;234.07;7.034756;7.0;;99.9;0.998663;278.88;276.66;4.747985;4.7;;99.9;0.998663;278.88;276.66;4.747985;4.7;;100.0;1.0;275.91;272.64;5.809167;5.8;;100.0;1.0;275.91;272.64;5.809167;5.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2307502;Lavras da Mangabeira;444999.728;14447.1;390628.132;12681.91;343303.548;10906.84;89545.539;13623.545;95603.821;129650.192;328423.098;14880.451;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.4;0.994536;204.25;197.21;5.44759;5.4;;99.4;0.994536;204.25;197.21;5.44759;5.4;;99.1;0.990622;269.6;271.77;4.544444;4.5;;99.1;0.990622;269.6;271.77;4.544444;4.5;;95.5;0.954907;243.84;251.91;4.929167;4.7;;95.5;0.954907;243.84;251.91;4.929167;4.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2307601;Limoeiro do Norte;1854064.858;31129.36;1651935.909;27735.66;1423365.542;23631.38;329453.57;150058.547;524692.103;250412.361;1254616.581;168748.96;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;0.999599;251.76;245.58;7.233724;7.2;;100.0;0.999599;251.76;245.58;7.233724;7.2;;95.1;0.95385;285.4;284.23;4.952881;4.7;;96.4;0.966785;279.58;278.93;4.791798;4.6;;99.8;0.997747;279.94;279.42;5.989333;6.0;;99.8;0.997747;279.94;279.42;5.989333;6.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2307635;Madalena;215696.189;12766.11;208237.599;12324.67;174830.573;8728.0;21176.661;5525.181;50606.251;88357.925;165666.017;9164.556;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;100.0;1.0;214.87;208.09;5.84808;5.8;;100.0;1.0;214.87;208.09;5.84808;5.8;;93.1;0.930088;260.41;258.59;4.218066;3.9;;93.1;0.930088;260.41;258.59;4.218066;3.9;;99.5;0.994719;260.52;255.86;5.273;5.2;;99.5;0.994719;260.52;255.86;5.273;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2307650;Maracanaú;13540093.939;57738.06;14004933.697;59750.05;12336716.645;53408.94;19853.801;3664406.149;4907454.008;1084777.446;9676491.404;2660225.24;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;99.9;0.999399;226.96;226.07;6.405714;6.4;;99.9;0.999399;226.96;226.07;6.405714;6.4;;96.2;0.962908;265.39;275.45;4.540405;4.4;;96.2;0.962904;264.14;274.38;4.506831;4.3;;99.5;0.994744;253.75;263.37;5.285333;5.3;;99.5;0.994493;255.52;264.63;5.335833;5.3;;94.5;0.946643;314.2;317.38;5.853633;5.5;;99.6;0.987013;342.66;326.27;7.8155;7.7;;;;;;;;
2;Nordeste;23;CE;Ceará;2307700;Maranguape;2011194.353;19137.28;1793354.361;17064.45;1649527.97;12527.08;64264.584;295419.687;571469.233;480375.11;1411528.614;237999.356;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;6;True;100.0;0.9992;213.31;211.97;5.888854;5.9;;100.0;0.9992;213.31;211.97;5.888854;5.9;;98.0;0.991325;273.13;280.08;4.718424;4.7;;99.1;0.991325;273.13;280.08;4.718424;4.7;;98.7;0.986461;253.59;262.86;5.274167;5.2;;98.7;0.986461;253.59;262.86;5.274167;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2307809;Marco;453537.358;17579.65;410770.953;15921.97;390968.799;14052.51;25369.336;43229.232;145584.337;131626.075;345808.98;45159.819;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;100.0;0.999599;244.26;230.81;6.822049;6.8;;100.0;0.999599;244.26;230.81;6.822049;6.8;;99.9;0.998332;282.05;281.84;4.870052;4.9;;99.9;0.998332;282.05;281.84;4.870052;4.9;;99.6;0.995978;273.95;268.5;5.7075;5.7;;99.6;0.995978;273.95;268.5;5.7075;5.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2307908;Martinópole;125471.874;11568.49;109551.587;10100.64;96326.787;8444.53;7437.326;3353.905;27560.756;53937.651;92289.639;4037.148;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;282.35;252.13;7.936593;7.9;;100.0;1.0;282.35;252.13;7.936593;7.9;;96.2;0.964072;278.04;279.0;4.771217;4.6;;96.2;0.964072;278.04;279.0;4.771217;4.6;;97.2;0.969413;273.57;270.57;5.735667;5.6;;97.2;0.969413;273.57;270.57;5.735667;5.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308005;Massapê;483230.175;12818.8;441702.224;11717.17;378718.498;9626.56;27082.366;54003.618;115807.861;161237.019;358130.863;20587.635;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;6;True;100.0;1.0;256.56;237.14;7.171872;7.2;;100.0;1.0;256.56;237.14;7.171872;7.2;;97.5;0.975156;267.1;267.21;4.441068;4.3;;97.5;0.975156;267.1;267.21;4.441068;4.3;;100.0;1.0;290.23;274.62;6.080833;6.1;;100.0;1.0;290.23;274.62;6.080833;6.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308104;Mauriti;707666.578;15532.29;640788.718;14064.41;517495.879;10698.7;128284.473;18640.902;134582.136;209164.593;490672.105;26823.774;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;0.999599;206.29;197.67;5.494885;5.5;;100.0;0.999599;206.29;197.67;5.494885;5.5;;97.9;0.978914;270.93;269.23;4.5251;4.4;;97.9;0.978914;270.93;269.23;4.5251;4.4;;99.8;0.997998;245.0;250.1;4.918333;4.9;;99.8;0.997998;245.0;250.1;4.918333;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308203;Meruoca;166663.575;10995.82;143854.607;9487.84;129293.135;8445.56;8693.965;7854.375;34958.631;72576.823;124083.794;5209.342;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;281.01;260.48;8.062839;8.1;;100.0;1.0;281.01;260.48;8.062839;8.1;;95.9;0.959233;271.29;274.83;4.613989;4.4;;95.9;0.959233;271.29;274.83;4.613989;4.4;;99.8;0.997996;284.13;280.41;6.075667;6.1;;99.8;0.997996;284.13;280.41;6.075667;6.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308302;Milagres;335238.601;12943.58;317938.331;12275.61;287223.432;10477.64;34876.0;32240.126;86871.889;114788.1;268776.116;18447.316;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Construção;6;True;99.9;0.999197;213.18;199.49;5.659464;5.7;;99.9;0.999197;213.18;199.49;5.659464;5.7;;97.4;0.974123;273.42;279.93;4.720252;4.6;;97.4;0.974123;273.42;279.93;4.720252;4.6;;99.8;0.998493;249.78;256.75;5.108833;5.1;;99.8;0.998493;249.78;256.75;5.108833;5.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308351;Milhã;250240.907;17718.68;226109.392;16151.82;195289.998;14874.7;80563.595;3688.406;43136.576;60472.155;187860.733;7429.265;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;99.9;0.998592;300.89;297.02;9.106592;9.1;;99.9;0.998592;300.89;297.02;9.106592;9.1;;96.5;0.966203;269.24;265.32;4.442831;4.3;;96.5;0.966203;269.24;265.32;4.442831;4.3;;96.8;0.968829;334.21;322.7;7.615167;7.4;;96.8;0.968829;334.21;322.7;7.615167;7.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308377;Miraíma;141462.332;9964.94;127318.172;8968.59;112599.052;8062.95;14084.488;3268.238;25251.866;66207.291;108811.883;3787.169;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;205.85;192.06;5.384488;5.4;;100.0;1.0;205.85;192.06;5.384488;5.4;;95.0;0.951198;261.18;259.45;4.241755;4.0;;95.0;0.951198;261.18;259.45;4.241755;4.0;;99.6;0.995726;257.11;254.62;5.1955;5.2;;99.6;0.995726;257.11;254.62;5.1955;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308401;Missão Velha;598260.814;16247.37;586551.421;15929.37;515936.722;14506.46;198475.57;20554.222;112923.808;163691.487;495645.087;20291.635;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;99.7;0.99699;207.0;196.05;5.47898;5.5;;99.7;0.99699;207.0;196.05;5.47898;5.5;;93.3;0.936122;261.87;261.07;4.275697;4.0;;93.3;0.936122;261.87;261.07;4.275697;4.0;;97.7;0.977323;240.79;241.0;4.6965;4.6;;97.7;0.977323;240.79;241.0;4.6965;4.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308500;Mombaça;551793.724;14622.86;531261.618;14078.75;446847.422;10174.82;74484.009;29986.668;139509.688;176330.748;420311.115;26536.308;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.9;0.988687;273.23;248.37;7.694184;7.6;;98.9;0.988687;273.23;248.37;7.694184;7.6;;96.5;0.965194;270.51;265.19;4.458722;4.3;;96.5;0.965194;270.51;265.19;4.458722;4.3;;96.8;0.966224;264.71;258.56;5.387833;5.2;;96.8;0.966224;264.71;258.56;5.387833;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308609;Monsenhor Tabosa;210937.865;12300.3;179307.253;10455.84;160699.121;9308.34;20111.38;4101.756;47067.676;80572.942;151853.753;8845.368;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;98.5;0.984398;300.84;297.95;9.122547;9.0;;99.0;0.99032;299.75;282.42;8.819382;8.7;;97.2;0.972651;260.25;257.04;4.192615;4.1;;97.2;0.972651;260.25;257.04;4.192615;4.1;;96.8;0.966947;345.32;319.27;7.743167;7.5;;97.8;0.977738;327.88;299.87;7.129167;7.0;;;;;;;;;99.7;0.997481;296.58;265.06;6.027333;6.0;;100.0;1.0;298.1;258.9;8.360257;8.4;
2;Nordeste;23;CE;Ceará;2308708;Morada Nova;1877981.945;30564.62;1570710.149;25656.39;1276864.308;20731.68;205850.984;312098.812;376387.881;261783.619;1156121.296;120743.012;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;0.999599;221.63;210.14;6.01436;6.0;;100.0;0.999599;221.63;210.14;6.01436;6.0;;97.8;0.97887;279.36;280.96;4.819098;4.7;;97.8;0.97887;279.36;280.96;4.819098;4.7;;99.0;0.990485;262.87;267.24;5.501833;5.4;;99.0;0.990485;262.87;267.24;5.501833;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308807;Moraújo;86070.204;10427.7;80171.533;9710.7;75574.687;8555.95;13676.794;2159.26;18412.833;38739.297;72988.185;2586.503;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;100.0;1.0;242.94;224.9;6.689403;6.7;;100.0;1.0;242.94;224.9;6.689403;6.7;;96.3;0.959148;292.89;289.89;5.142808;4.9;;96.3;0.959148;292.89;289.89;5.142808;4.9;;99.3;0.992589;277.18;272.39;5.826167;5.8;;99.3;0.992589;277.18;272.39;5.826167;5.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2308906;Morrinhos;239995.253;10547.85;220951.362;9710.87;193204.02;8462.73;14052.504;11035.588;61542.383;93910.694;180541.169;12662.851;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;99.7;0.996998;241.68;231.52;6.785721;6.8;;99.7;0.996998;241.68;231.52;6.785721;6.8;;99.5;0.994646;273.68;283.6;4.778843;4.8;;99.5;0.994646;273.68;283.6;4.778843;4.8;;98.9;0.989447;269.96;261.57;5.5255;5.5;;98.9;0.989447;269.96;261.57;5.5255;5.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309003;Mucambo;172103.546;12593.56;144254.054;10555.69;131291.77;9016.67;10836.859;4924.245;42409.073;65916.638;124086.814;7204.956;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;100.0;1.0;324.69;296.47;9.499455;9.5;;100.0;1.0;324.69;296.47;9.499455;9.5;;93.6;0.929212;277.05;272.25;4.656265;4.3;;93.6;0.929212;277.05;272.25;4.656265;4.3;;99.6;0.996245;278.61;271.2;5.830167;5.8;;99.6;0.996245;278.61;271.2;5.830167;5.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309102;Mulungu;146502.587;13861.54;134731.514;12747.8;123801.068;11197.64;31127.501;3842.022;29818.928;54771.317;119559.768;4241.3;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;100.0;1.0;226.32;223.42;6.345319;6.3;;100.0;1.0;226.32;223.42;6.345319;6.3;;100.0;1.0;274.63;288.04;4.858653;4.9;;100.0;1.0;274.63;288.04;4.858653;4.9;;99.8;0.998493;259.52;267.24;5.446;5.4;;99.8;0.998493;259.52;267.24;5.446;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309201;Nova Olinda;206839.413;13432.0;179076.907;11629.13;163380.546;10341.85;16967.776;13134.854;50241.544;73923.803;154267.978;9112.568;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;100.0;1.0;289.83;269.35;8.392432;8.4;;100.0;1.0;289.83;269.35;8.392432;8.4;;97.6;0.976481;278.51;279.18;4.780513;4.7;;97.6;0.976481;278.51;279.18;4.780513;4.7;;99.1;0.990866;315.11;280.36;6.591167;6.5;;99.1;0.990866;315.11;280.36;6.591167;6.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309300;Nova Russas;432948.087;14103.0;381139.284;12415.36;336930.448;10371.24;15980.487;10873.711;139866.253;141317.244;308037.695;28892.753;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;99.9;0.999399;253.35;242.76;7.212795;7.2;;99.9;0.999399;253.35;242.76;7.212795;7.2;;99.2;0.9923;268.04;274.6;4.564899;4.5;;99.2;0.9923;268.04;274.6;4.564899;4.5;;99.9;0.999248;265.46;264.13;5.493167;5.5;;99.9;0.999248;265.46;264.13;5.493167;5.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309409;Novo Oriente;343681.506;12477.09;302449.863;10980.21;283185.355;9854.38;44097.199;20263.507;79829.146;124882.116;269071.969;14113.386;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;326.81;295.13;9.475091;9.5;;100.0;1.0;326.81;295.13;9.475091;9.5;;100.0;1.0;348.57;289.16;5.913903;5.9;;100.0;1.0;348.57;289.16;5.913903;5.9;;99.9;0.999248;365.09;329.23;8.238667;8.2;;99.9;0.998748;365.09;329.23;8.238667;8.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309458;Ocara;322685.871;13174.62;304031.83;12413.01;284835.712;10972.95;48854.503;32721.129;74395.3;110769.698;266740.63;18095.081;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.9;0.999399;222.76;213.29;6.093198;6.1;;99.9;0.999399;222.76;213.29;6.093198;6.1;;98.0;0.980467;273.75;277.0;4.681024;4.6;;98.0;0.980467;273.75;277.0;4.681024;4.6;;100.0;1.0;261.83;270.36;5.5365;5.5;;100.0;1.0;261.83;270.36;5.5365;5.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309508;Orós;267790.867;13610.72;234968.243;11942.48;218899.304;10256.74;33613.605;7585.968;68848.6;97745.85;207794.023;11105.281;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.9;0.988825;236.33;226.76;6.597076;6.5;;98.9;0.988825;236.33;226.76;6.597076;6.5;;93.6;0.93648;260.97;263.49;4.299284;4.0;;93.6;0.93648;260.97;263.49;4.299284;4.0;;95.4;0.955833;262.14;266.37;5.475167;5.2;;95.4;0.955833;262.14;266.37;5.475167;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309607;Pacajus;1808068.498;25471.85;1534458.017;21754.87;1360535.18;18349.66;47299.102;427830.981;456707.451;283862.351;1215699.885;144835.295;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;0.9998;258.9;247.19;7.399256;7.4;;100.0;0.9998;258.9;247.19;7.399256;7.4;;97.5;0.977335;285.27;293.29;5.086684;5.0;;97.5;0.977335;285.27;293.29;5.086684;5.0;;91.3;0.913069;267.39;274.44;5.697167;5.2;;91.3;0.913069;267.39;274.44;5.697167;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309706;Pacatuba;1714352.398;21028.81;1460732.763;17980.91;1235176.46;14421.71;27969.304;323978.021;420946.751;303701.114;1076595.19;158581.27;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;99.6;0.996184;213.69;206.39;5.794652;5.8;;99.6;0.995582;213.69;206.39;5.794652;5.8;;97.1;0.972536;284.11;290.84;5.033715;4.9;;97.1;0.972536;284.11;290.84;5.033715;4.9;;99.2;0.991718;246.86;259.89;5.1125;5.1;;99.1;0.990966;246.86;259.89;5.1125;5.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309805;Pacoti;175378.91;15678.43;153002.353;13678.02;148366.251;12049.56;45197.725;5036.541;37159.641;54736.15;142130.056;6236.195;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;100.0;1.0;235.05;228.97;6.612831;6.6;;100.0;1.0;235.05;228.97;6.612831;6.6;;96.8;0.967044;267.49;269.25;4.477085;4.3;;96.8;0.967044;267.49;269.25;4.477085;4.3;;100.0;1.0;250.25;267.32;5.292833;5.3;;100.0;1.0;250.25;267.32;5.292833;5.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2309904;Pacujá;81237.281;13155.83;68377.24;11073.24;59940.436;9130.3;4261.8;2640.386;17817.507;32468.51;57188.202;2752.234;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;100.0;1.0;229.73;214.26;6.243849;6.2;;100.0;1.0;229.73;214.26;6.243849;6.2;;98.7;0.987275;316.62;308.41;5.753341;5.7;;98.7;0.987275;316.62;308.41;5.753341;5.7;;99.1;0.990721;256.56;259.22;5.263;5.2;;99.1;0.990721;256.56;259.22;5.263;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2310001;Palhano;125161.588;13392.0;116455.42;12460.46;98773.181;10443.35;17808.816;4412.286;26998.789;44102.816;93322.706;5450.475;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;239.09;232.51;6.754294;6.8;;100.0;1.0;239.09;232.51;6.754294;6.8;;94.9;0.948724;282.99;278.52;4.833554;4.6;;94.9;0.948724;282.99;278.52;4.833554;4.6;;100.0;1.0;261.68;263.68;5.422667;5.4;;100.0;1.0;261.68;263.68;5.422667;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2310100;Palmácia;141264.284;13792.65;120067.472;11723.05;115123.989;8494.35;28075.043;2962.643;22983.492;57422.036;111443.214;3680.775;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;100.0;1.0;234.53;231.72;6.652907;6.7;;100.0;1.0;234.53;231.72;6.652907;6.7;;99.9;0.998663;272.94;283.06;4.760366;4.8;;99.9;0.998663;272.94;283.06;4.760366;4.8;;99.3;0.992472;258.36;267.82;5.436333;5.4;;99.3;0.992472;258.36;267.82;5.436333;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2310209;Paracuru;679587.03;17434.25;595518.256;15391.65;555930.594;15648.56;49258.436;95384.261;203579.361;169458.338;517680.396;38250.198;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;6;True;100.0;1.0;256.88;246.11;7.34107;7.3;;100.0;1.0;256.88;246.11;7.34107;7.3;;99.5;0.995312;277.86;285.8;4.870485;4.8;;99.5;0.995312;277.86;285.8;4.870485;4.8;;100.0;1.0;261.83;261.27;5.385;5.4;;100.0;1.0;261.83;261.27;5.385;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2310258;Paraipaba;614089.604;19061.63;643387.6;19971.06;535128.804;16102.82;126269.692;81921.615;142823.608;143422.906;494437.82;40690.983;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;258.51;245.47;7.360541;7.4;;100.0;1.0;258.51;245.47;7.360541;7.4;;99.8;0.997656;279.74;282.83;4.852429;4.8;;99.8;0.997656;279.74;282.83;4.852429;4.8;;99.7;0.997495;260.39;262.57;5.382667;5.4;;99.7;0.997495;260.39;262.57;5.382667;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2310308;Parambu;349488.139;11114.27;309634.82;9846.87;288688.707;9196.54;47931.835;8132.808;87813.414;128656.032;272534.089;16154.618;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.8;0.997799;234.45;227.35;6.571926;6.6;;99.8;0.997799;234.45;227.35;6.571926;6.6;;98.5;0.985224;268.82;274.55;4.575106;4.5;;98.5;0.985224;268.82;274.55;4.575106;4.5;;98.5;0.985485;268.86;268.89;5.629167;5.5;;98.5;0.985485;268.86;268.89;5.629167;5.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;23;CE;Ceará;2310407;Paramoti;137553.131;13246.64;121523.672;11702.97;110908.416;9034.57;18704.039;3868.57;27935.381;56109.582;106617.573;4290.843;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.7;0.978801;221.83;224.38;6.277086;6.1;;97.7;0.978801;221.83;224.38;6.277086;6.1;;95.5;0.956884;271.12;279.47;4.681062;4.5;;95.5;0.956884;271.12;279.47;4.681062;4.5;;95.9;0.957422;266.28;274.75;5.683833;5.4;;95.9;0.957422;266.28;274.75;5.683833;5.4;;;;;;;;;;;;;;;;;;;;;;
