region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
1;Norte;17;TO;Tocantins;1712702;Mateiros;467178.71;170006.81;320676.87;116694.64;252360.284;91006.23;192768.298;6236.823;23042.97;26142.111;248190.201;4170.083;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;93.0;0.913205;162.57;156.67;3.915079;3.6;;94.0;0.925589;162.57;156.67;3.915079;3.6;;84.9;0.851373;231.4;222.13;3.264814;2.8;;84.9;0.851373;231.4;222.13;3.264814;2.8;;92.0;0.91215;225.31;226.54;4.1975;3.8;;92.0;0.91215;225.31;226.54;4.1975;3.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1712801;Maurilândia do Tocantins;63313.243;20456.62;54949.493;17754.28;55910.557;16112.55;14512.866;1105.863;7220.606;31513.005;54352.34;1558.217;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;7;True;98.6;0.987753;190.4;183.79;4.939277;4.9;;98.8;0.989414;190.4;183.79;4.939277;4.9;;100.0;1.0;250.16;262.8;4.137129;4.1;;100.0;1.0;250.16;262.8;4.137129;4.1;;100.0;1.0;243.55;240.55;4.735;4.7;;94.9;0.947463;232.97;224.99;4.299333;4.1;;93.4;0.934429;228.69;218.7;4.123167;3.9;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1713205;Miracema do Tocantins;860438.225;46344.84;716542.884;38594.36;642002.992;36419.5;189526.608;194581.349;100675.293;130376.565;615159.816;26843.177;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;96.0;0.958264;195.32;191.2;5.167897;5.0;;96.0;0.958264;195.32;191.2;5.167897;5.0;;92.8;0.925325;268.66;270.34;4.509835;4.2;;92.8;0.925325;268.66;270.34;4.509835;4.2;;92.6;0.925316;246.71;252.35;4.984333;4.6;;92.2;0.921513;246.71;252.35;4.984333;4.6;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1713304;Miranorte;483394.014;38059.52;423866.142;33372.66;390325.022;28804.15;111835.558;18110.23;123760.162;96735.482;350441.433;39883.589;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;99.9;0.998794;197.15;191.26;5.203912;5.2;;99.9;0.998794;197.15;191.26;5.203912;5.2;;88.8;0.897303;270.82;278.64;4.664423;4.2;;88.8;0.897303;270.82;278.64;4.664423;4.2;;87.6;0.879011;232.13;237.9;4.5005;4.0;;88.4;0.886949;232.13;237.9;4.5005;4.0;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1713601;Monte do Carmo;398704.688;70021.9;330390.483;58024.32;296287.972;36212.17;205037.373;7489.07;21058.566;56172.435;289757.444;6530.528;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;7;True;99.4;0.992926;175.91;168.87;4.391477;4.4;;99.2;0.990945;176.39;169.64;4.414638;4.4;;94.1;0.942088;252.33;252.49;4.013265;3.8;;94.1;0.942088;252.33;252.49;4.013265;3.8;;95.9;0.969052;230.27;231.95;4.370333;4.2;;96.1;0.962427;230.27;231.95;4.370333;4.2;;;;;;;;;97.9;0.975637;177.96;172.17;4.4906;4.4;;;;;;;;
1;Norte;17;TO;Tocantins;1713700;Monte Santo do Tocantins;86604.221;36145.33;74642.641;31153.02;75004.481;32455.42;43077.016;1549.761;7015.902;21556.47;73199.149;1805.333;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;4;True;100.0;1.0;206.18;194.96;5.443513;5.4;;100.0;1.0;206.18;194.96;5.443513;5.4;;;;;;;;;;;;;;;;;;;;;;;97.8;0.975641;237.31;241.5;4.646833;4.5;;97.8;0.975641;237.31;241.5;4.646833;4.5;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1713809;Palmeiras do Tocantins;108234.964;22215.72;94882.985;19475.16;95357.464;13961.56;27400.921;5988.571;10082.945;48891.212;92363.649;2993.815;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;100.0;1.0;184.67;177.78;4.720653;4.7;;100.0;1.0;184.67;177.78;4.720653;4.7;;90.5;0.917271;248.19;249.48;3.910059;3.6;;90.5;0.917271;248.19;249.48;3.910059;3.6;;99.5;0.995479;231.41;238.0;4.490167;4.5;;99.5;0.995479;231.41;238.0;4.490167;4.5;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1713957;Muricilândia;79966.335;23750.03;70558.638;20955.94;69464.96;19173.33;28174.735;1324.142;6554.805;32013.49;68067.173;1397.787;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;99.1;0.991076;179.85;170.86;4.50285;4.5;;99.1;0.991076;179.85;170.86;4.50285;4.5;;98.5;0.985225;248.08;248.24;3.889952;3.8;;98.5;0.985225;248.08;248.24;3.889952;3.8;;100.0;1.0;223.12;217.54;4.011;4.0;;100.0;1.0;223.12;217.54;4.011;4.0;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1714203;Natividade;352747.69;40295.6;285990.486;32669.69;247340.192;26722.15;50942.515;57012.305;53498.22;67661.469;229114.509;18225.683;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;Demais serviços;6;True;99.1;0.989499;204.47;190.52;5.330152;5.3;;99.1;0.989499;204.47;190.52;5.330152;5.3;;100.0;1.0;256.68;260.47;4.193822;4.2;;100.0;1.0;256.68;260.47;4.193822;4.2;;99.2;0.992212;254.78;254.39;5.152833;5.1;;99.1;0.99144;254.78;254.39;5.152833;5.1;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1714302;Nazaré;78447.133;17351.72;70455.239;15583.99;58139.378;15413.41;12437.348;2916.887;9372.571;30855.44;55582.246;2557.133;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;95.0;0.928282;209.32;195.1;5.505982;5.1;;95.3;0.93986;209.32;195.1;5.505982;5.2;;96.9;0.96838;281.13;280.58;4.838269;4.7;;96.9;0.96838;281.13;280.58;4.838269;4.7;;97.1;0.969395;247.42;255.86;5.054667;4.9;;96.0;0.958632;247.42;255.86;5.054667;4.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1714880;Nova Olinda;442503.822;42683.88;392347.39;37845.8;320311.123;26661.49;33226.05;28270.094;112779.476;87617.236;261892.856;58418.267;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;6;True;89.9;0.894591;175.33;169.15;4.3855;3.9;;89.9;0.894591;175.33;169.15;4.3855;3.9;;87.6;0.887505;258.98;248.68;4.049628;3.6;;87.6;0.887505;258.98;248.68;4.049628;3.6;;97.5;0.97375;237.35;237.62;4.582833;4.5;;95.1;0.951399;237.35;237.62;4.582833;4.4;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1715002;Nova Rosalândia;110146.816;32762.29;111315.282;33109.84;100914.913;23209.5;49602.068;2733.92;12704.536;32803.037;97843.56;3071.353;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;99.0;0.990233;203.15;193.98;5.36787;5.3;;98.6;0.987516;203.15;193.98;5.36787;5.3;;98.2;0.983471;282.73;270.01;4.702507;4.6;;98.2;0.983471;282.73;270.01;4.702507;4.6;;99.6;0.996718;254.78;253.48;5.137667;5.1;;99.6;0.996718;254.78;253.48;5.137667;5.1;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1715101;Novo Acordo;176373.135;44437.68;163934.581;41303.75;84723.407;19038.97;27013.972;2520.941;15340.272;35316.69;80191.876;4531.531;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;99.0;0.991522;198.12;185.73;5.121878;5.1;;99.0;0.991522;198.12;185.73;5.121878;5.1;;95.7;0.958736;249.14;244.61;3.850498;3.7;;95.7;0.958736;249.14;244.61;3.850498;3.7;;98.7;0.98674;229.53;229.14;4.311167;4.3;;98.8;0.987791;229.53;229.14;4.311167;4.3;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1715150;Novo Alegre;38611.975;20916.56;34679.349;18786.21;35521.072;15232.02;9297.162;1257.246;4638.856;19225.885;34419.148;1101.924;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;;;;;;;;96.4;0.962003;227.63;207.96;6.089228;5.9;;95.7;0.957329;264.16;258.36;4.267291;4.1;;95.7;0.957329;264.16;258.36;4.267291;4.1;;97.3;0.963983;265.97;265.2;5.5195;5.3;;97.3;0.963983;265.97;265.2;5.5195;5.3;;;;;;;;;93.9;0.93686;227.63;207.96;6.089228;5.7;;;;;;;;
1;Norte;17;TO;Tocantins;1715259;Novo Jardim;49097.366;22016.76;46606.286;20899.68;42671.729;15416.09;9616.731;2723.034;5483.019;23061.05;40883.833;1787.896;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;91.0;0.906569;171.76;153.92;4.040461;3.7;;91.0;0.906569;171.76;153.92;4.040461;3.7;;91.1;0.858901;251.39;245.92;3.90171;3.4;;91.1;0.858901;251.39;245.92;3.90171;3.4;;89.4;0.896064;242.98;239.64;4.710333;4.2;;89.4;0.896064;242.98;239.64;4.710333;4.2;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1715507;Oliveira de Fátima;50178.139;43108.37;34139.198;29329.21;29468.609;26217.62;10865.931;755.092;3944.108;13086.307;28651.438;817.172;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;7;True;100.0;1.0;184.5;174.29;4.653954;4.7;;100.0;1.0;184.5;174.29;4.653954;4.7;;96.1;0.957291;260.36;270.2;4.391166;4.2;;96.1;0.957291;260.36;270.2;4.391166;4.2;;100.0;1.0;241.5;249.19;4.844833;4.8;;98.2;0.976732;246.48;250.75;4.953833;4.8;;97.8;0.976732;253.46;252.93;5.1065;5.0;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1715705;Palmeirante;247596.663;51604.14;236266.903;49242.79;185349.023;29731.96;85087.56;5024.525;35341.709;51723.762;177177.557;8171.467;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;91.0;0.899527;184.06;172.96;4.621375;4.2;;91.0;0.899527;184.06;172.96;4.621375;4.2;;98.4;0.987355;242.17;247.97;3.802904;3.8;;98.4;0.987355;242.17;247.97;3.802904;3.8;;90.1;0.896778;223.75;228.76;4.2085;3.8;;90.5;0.906381;223.75;228.76;4.2085;3.8;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1715754;Palmeirópolis;218426.105;31315.57;195734.727;28062.33;170117.984;22110.47;54230.329;9342.006;38999.764;57856.682;160428.781;9689.203;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;100.0;1.0;225.98;215.09;6.187375;6.2;;100.0;1.0;225.98;215.09;6.187375;6.2;;100.0;1.0;280.64;281.98;4.852345;4.9;;100.0;1.0;280.64;281.98;4.852345;4.9;;100.0;1.0;262.94;263.6;5.442333;5.4;;100.0;1.0;262.94;263.6;5.442333;5.4;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1716109;Paraíso do Tocantins;2288330.406;43703.79;2046928.653;39093.37;1513693.492;28820.73;66861.066;202138.518;647924.915;368210.924;1285135.422;228558.07;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;100.0;1.0;231.35;215.13;6.290584;6.3;;100.0;1.0;230.79;215.02;6.277897;6.3;;95.9;0.958646;262.86;264.92;4.347236;4.2;;95.3;0.953291;264.99;269.45;4.444967;4.2;;99.3;0.993481;255.17;256.04;5.186833;5.2;;99.3;0.993481;255.17;256.04;5.186833;5.2;;;;;;;;;100.0;1.0;216.7;212.31;5.959731;6.0;;;;;;;;
1;Norte;17;TO;Tocantins;1716208;Paranã;353206.426;33504.69;329731.657;31277.9;315396.766;30250.98;57931.715;139680.027;29269.938;79494.405;306376.085;9020.681;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;98.0;0.979424;176.94;167.87;4.392952;4.3;;98.0;0.979424;176.94;167.87;4.392952;4.3;;94.7;0.954795;250.36;254.47;4.015238;3.8;;94.7;0.954795;250.36;254.47;4.015238;3.8;;97.6;0.976001;236.3;237.28;4.559667;4.5;;95.7;0.958199;236.3;237.28;4.559667;4.4;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1716307;Pau D'Arco;110801.858;27405.85;93067.413;23019.39;91169.316;18663.11;36195.995;1969.833;11712.549;37685.788;87564.166;3605.15;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;89.5;0.887208;184.37;170.63;4.584928;4.1;;89.5;0.887208;184.37;170.63;4.584928;4.1;;96.3;0.965572;242.92;252.73;3.884695;3.8;;96.3;0.965572;242.92;252.73;3.884695;3.8;;92.4;0.925258;243.05;247.49;4.842333;4.5;;93.1;0.932659;243.05;247.49;4.842333;4.5;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1716505;Pedro Afonso;1090443.285;77584.01;944174.913;67177.15;848670.949;60775.63;420746.457;135393.369;130679.65;106587.059;793406.535;55264.415;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;1.0;226.07;210.11;6.098548;6.1;;100.0;1.0;226.07;210.11;6.098548;6.1;;98.3;0.983974;253.78;251.48;4.018511;4.0;;98.3;0.983974;253.78;251.48;4.018511;4.0;;99.4;0.993939;234.68;236.93;4.526833;4.5;;99.4;0.993939;234.68;236.93;4.526833;4.5;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1716604;Peixe;897174.45;96294.35;942483.911;101157.44;733929.386;61181.18;295280.415;287006.404;45271.278;95257.075;722815.171;11114.215;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;97.1;0.970105;186.99;176.97;4.750201;4.6;;97.1;0.970105;186.99;176.97;4.750201;4.6;;96.3;0.968167;265.93;269.25;4.455175;4.3;;96.3;0.968167;265.93;269.25;4.455175;4.3;;100.0;1.0;258.57;262.14;5.345167;5.3;;97.7;0.975423;258.57;262.14;5.345167;5.2;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1716653;Pequizeiro;129255.835;26266.17;136571.317;27752.76;107606.183;19402.49;41251.518;3260.44;14166.528;44519.109;103197.595;4408.589;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;8;True;98.9;0.990651;203.55;207.58;5.622777;5.6;;98.8;0.989797;208.84;211.71;5.798822;5.7;;99.4;0.994609;254.56;256.67;4.10716;4.1;;99.4;0.994609;254.56;256.67;4.10716;4.1;;100.0;1.0;264.06;269.66;5.562;5.6;;98.6;0.985253;252.82;255.92;5.145667;5.1;;98.0;0.980323;241.23;241.74;4.716167;4.6;;97.8;0.978442;222.96;222.73;6.268651;6.1;;;;;;;;
1;Norte;17;TO;Tocantins;1716703;Colméia;228039.526;25504.92;204685.974;22892.96;182795.642;22628.82;41566.907;8275.432;60683.538;60267.306;170793.183;12002.459;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.0;0.980749;189.34;183.86;4.920321;4.8;;98.0;0.980749;189.34;183.86;4.920321;4.8;;91.4;0.922269;260.28;264.13;4.299174;4.0;;91.4;0.922269;260.28;264.13;4.299174;4.0;;94.7;0.947573;255.82;260.24;5.267667;5.0;;95.3;0.954274;255.82;260.24;5.267667;5.0;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1717008;Pindorama do Tocantins;110782.997;24739.39;108191.507;24160.68;85005.659;19258.19;33420.666;2672.103;10966.907;35020.66;82080.336;2925.323;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;92.7;0.928056;190.21;172.35;4.727651;4.4;;92.7;0.928056;190.21;172.35;4.727651;4.4;;99.0;0.989425;247.83;254.09;3.974015;3.9;;99.0;0.989425;247.83;254.09;3.974015;3.9;;99.6;0.995951;237.01;238.08;4.584833;4.6;;97.9;0.976571;237.01;238.08;4.584833;4.5;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1717206;Piraquê;98238.44;43049.27;102183.155;44777.89;89940.427;29605.14;54669.227;1430.37;6323.043;26219.444;88642.084;1298.343;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;4;True;97.2;0.971294;167.99;168.76;4.238332;4.1;;97.2;0.971294;167.99;168.76;4.238332;4.1;;100.0;1.0;249.08;237.54;3.743817;3.7;;100.0;1.0;249.08;237.54;3.743817;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1717503;Pium;458624.898;64341.32;383001.221;53731.93;361914.527;46221.52;253143.481;10437.901;28827.015;61852.159;354260.556;7653.97;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;7;True;95.3;0.953206;178.68;171.04;4.483795;4.3;;95.3;0.953206;178.68;171.04;4.483795;4.3;;94.3;0.944348;237.39;243.82;3.673643;3.5;;94.3;0.944348;237.39;243.82;3.673643;3.5;;98.2;0.985801;234.12;233.77;4.464833;4.4;;95.7;0.957903;229.62;236.04;4.427667;4.2;;95.3;0.960462;225.96;237.89;4.3975;4.2;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1717800;Ponte Alta do Bom Jesus;82503.151;19550.51;71274.704;16889.74;66158.254;14426.13;16378.649;2742.01;9907.438;33880.381;62908.478;3249.776;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;97.6;0.977374;203.4;190.63;5.311732;5.2;;97.5;0.976523;203.4;190.63;5.311732;5.2;;94.5;0.945744;246.42;237.65;3.708104;3.5;;94.5;0.945744;246.42;237.65;3.708104;3.5;;94.4;0.940176;247.14;232.74;4.664667;4.4;;93.4;0.930125;247.14;232.74;4.664667;4.3;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1717909;Ponte Alta do Tocantins;141531.394;18656.92;125340.746;16522.64;121170.43;14791.31;30046.236;4451.859;19757.534;60805.378;115061.008;6109.423;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;96.9;0.966158;187.49;176.95;4.759379;4.6;;96.9;0.966158;187.49;176.95;4.759379;4.6;;94.6;0.947438;239.02;227.07;3.445788;3.3;;94.6;0.947438;239.02;227.07;3.445788;3.3;;98.2;0.983663;231.84;226.68;4.308667;4.2;;98.2;0.983663;231.84;226.68;4.308667;4.2;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718006;Porto Alegre do Tocantins;59926.51;20909.46;51166.372;17852.89;47042.663;14700.83;11067.176;1993.34;6965.531;25251.41;45277.459;1765.204;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;96.6;0.963797;192.28;184.47;4.987518;4.8;;96.6;0.963797;192.28;184.47;4.987518;4.8;;90.8;0.906072;262.03;252.13;4.144112;3.8;;90.8;0.906072;262.03;252.13;4.144112;3.8;;94.1;0.940459;242.12;249.68;4.863333;4.6;;94.1;0.940459;242.12;249.68;4.863333;4.6;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718204;Porto Nacional;3195894.479;49611.82;3850165.156;59768.47;3649421.284;68063.36;504037.197;594707.877;1268066.928;455229.796;2822041.798;827379.486;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Indústrias de transformação;8;True;98.7;0.986871;198.84;190.94;5.230346;5.2;;98.7;0.986871;198.53;190.76;5.221157;5.2;;96.0;0.962044;255.74;260.19;4.176428;4.0;;94.9;0.951399;259.82;264.85;4.303492;4.1;;97.8;0.97822;250.42;249.5;4.998667;4.9;;97.6;0.975225;250.42;249.5;4.998667;4.9;;;;;;;;;100.0;1.0;180.17;180.38;4.682048;4.7;;87.4;0.873958;285.89;294.66;5.115901;4.5;
1;Norte;17;TO;Tocantins;1718303;Praia Norte;114473.357;12657.38;132429.217;14642.77;93138.597;10876.87;13436.201;3669.674;10981.598;63120.128;91207.6;1930.997;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;96.1;0.964011;168.61;165.4;4.189074;4.0;;96.1;0.964011;168.61;165.4;4.189074;4.0;;90.1;0.900107;256.37;258.2;4.155486;3.7;;90.1;0.900107;256.37;258.2;4.155486;3.7;;95.2;0.950101;248.12;246.96;4.918;4.7;;91.1;0.913856;231.23;236.1;4.4555;4.1;;88.7;0.890817;207.58;220.89;3.807833;3.4;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718402;Presidente Kennedy;88842.962;29157.52;71875.989;23589.1;65165.275;17765.89;18096.429;2447.039;11577.921;29451.368;61572.758;3592.517;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;4;True;96.7;0.966578;217.54;209.98;5.933398;5.7;;96.7;0.966578;217.54;209.98;5.933398;5.7;;100.0;1.0;257.18;255.57;4.127491;4.1;;100.0;1.0;257.18;255.57;4.127491;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718451;Pugmil;127927.329;58334.4;101396.93;46236.63;82663.293;30103.17;25068.895;7808.071;18569.246;24447.133;75893.345;6769.948;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;98.7;0.990664;196.17;172.98;4.852846;4.8;;98.7;0.990664;196.17;172.98;4.852846;4.8;;85.7;0.862955;256.69;253.32;4.086926;3.5;;85.7;0.862955;256.69;253.32;4.086926;3.5;;98.3;0.979592;252.08;265.96;5.300667;5.2;;98.4;0.983197;252.08;265.96;5.300667;5.2;;;;;;;;;;;;;;;;;;;;;;
1;Norte;17;TO;Tocantins;1718501;Recursolândia;101804.662;29758.74;164680.181;48138.02;91479.791;20842.97;45604.127;1700.476;8461.571;34102.002;89868.175;1611.616;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;7;True;99.7;0.996347;181.63;166.11;4.450456;4.4;;99.7;0.996347;181.63;166.11;4.450456;4.4;;100.0;1.0;250.95;246.36;3.902117;3.9;;100.0;1.0;250.95;246.36;3.902117;3.9;;100.0;1.0;230.18;228.84;4.317;4.3;;97.9;0.977905;228.34;224.8;4.219;4.1;;96.7;0.969794;224.8;217.0;4.03;3.9;;;;;;;;;;;;;;;
