region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
1;Norte;13;AM;Amazonas;1302405;Lábrea;742982.105;16347.96;665442.354;14641.84;625197.781;13110.99;234933.723;25786.617;106796.117;233507.82;601024.276;24173.505;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Pecuária, inclusive apoio à pecuária;8;True;89.6;0.901767;252.0;252.09;4.002642;3.6;;89.5;0.902801;248.72;247.14;3.882473;3.5;;80.4;0.808453;218.7;217.64;3.939;3.2;;92.6;0.925953;191.12;178.15;4.850472;4.5;;92.7;0.926476;202.73;190.43;5.29531;4.9;;86.2;0.864115;232.95;237.92;4.5145;3.9;;94.5;0.945385;238.86;246.34;4.753333;4.5;;93.0;0.929636;228.35;217.56;6.277514;5.8;;;;;;;;
1;Norte;13;AM;Amazonas;1302504;Manacapuru;1917412.717;18819.75;1776202.542;17433.75;1544675.041;15506.76;409120.902;142289.413;368854.471;552761.491;1473026.277;71648.764;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;9;True;87.8;0.879331;250.14;249.9;3.943734;3.5;;87.4;0.875998;248.14;247.47;3.879267;3.4;;95.3;0.953316;236.21;245.36;4.692833;4.5;;98.4;0.983704;193.2;186.78;5.047076;5.0;;98.2;0.98248;200.84;194.67;5.336332;5.2;;96.6;0.9661690000000001;245.77;256.7;5.041167;4.9;;98.7;0.987;250.32;262.09;5.206833;5.1;;97.4;0.976294;211.28;205.45;5.731568;5.6;;98.8;0.989611;302.48;313.55;5.631691;5.6;
1;Norte;13;AM;Amazonas;1302553;Manaquiri;303946.71;17767.39;264184.612;15443.07;311334.942;9162.03;93213.197;14926.054;33241.913;162979.665;304360.829;6974.113;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Produção florestal, pesca e aquicultura;8;True;91.1;0.911807;234.59;234.94;3.501383;3.2;;91.1;0.911807;234.59;234.94;3.501383;3.2;;94.4;0.943226;220.65;231.29;4.199;4.0;;97.2;0.971858;124.27;122.86;2.569436;2.5;;97.0;0.970382;137.56;134.79;3.039971;2.9;;95.2;0.951548;226.51;234.86;4.356167;4.1;;99.6;0.99311;232.05;238.25;4.505;4.5;;94.1;0.915401;200.9;191.65;5.282568;4.8;;;;;;;;
1;Norte;13;AM;Amazonas;1302603;Manaus;127649795.492;61855.15;113465434.867;54985.63;103281399.993;45782.73;201066.729;37697007.564;33086568.973;11279397.519;82264040.785;21017359.208;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;9;True;91.0;0.911426;259.77;268.08;4.351143;4.0;;91.0;0.911738;258.21;266.84;4.31067;3.9;;98.3;0.982999;256.18;260.17;5.2725;5.2;;99.9;0.9986;226.8;213.35;6.171388;6.2;;99.7;0.996794;227.64;216.04;6.236328;6.2;;97.2;0.971745;255.96;261.83;5.2965;5.1;;96.1;0.96073;254.75;262.37;5.285333;5.1;;99.0;0.990714;229.78;222.85;6.400985;6.3;;90.9;0.909384;313.22;310.79;5.741216;5.2;
1;Norte;13;AM;Amazonas;1302702;Manicoré;926409.799;17183.1;781078.121;14487.48;686279.179;11955.04;184244.064;41055.746;128372.57;303517.605;657189.985;29089.194;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;87.1;0.873829;246.33;245.85;3.829594;3.3;;87.1;0.873829;246.33;245.85;3.829594;3.3;;90.9;0.910289;243.23;243.0;4.7705;4.3;;95.5;0.955655;191.05;180.31;4.888409;4.7;;96.0;0.960884;200.8;193.37;5.311932;5.1;;92.8;0.927817;248.0;249.59;4.959833;4.6;;96.1;0.960246;250.69;253.32;5.066833;4.9;;98.2;0.9808;214.2;211.32;5.894021;5.8;;;;;;;;
1;Norte;13;AM;Amazonas;1302801;Maraã;202680.119;13051.72;181102.31;11668.96;176217.181;9630.41;18701.158;7816.915;25730.476;119439.415;171687.964;4529.217;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;8;True;78.0;0.782418;233.52;234.75;3.483511;2.7;;78.0;0.782418;233.52;234.75;3.483511;2.7;;79.2;0.792068;215.53;216.49;3.867;3.1;;90.8;0.905997;171.34;163.18;4.200809;3.8;;92.2;0.921453;173.18;165.37;4.275742;3.9;;80.4;0.804456;214.12;221.37;3.924833;3.2;;82.8;0.827648;213.79;222.51;3.938333;3.3;;96.6;0.968101;175.12;167.68;4.354765;4.2;;;;;;;;
1;Norte;13;AM;Amazonas;1302900;Maués;695906.555;11370.28;649736.207;10615.91;595826.343;9005.98;67606.848;36745.593;119687.981;344043.17;568083.591;27742.752;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;9;True;87.2;0.874556;245.57;248.87;3.86413;3.4;;86.1;0.8643;237.37;237.72;3.582045;3.1;;85.4;0.854314;225.03;232.63;4.294333;3.7;;91.5;0.91287;201.32;187.39;5.213128;4.8;;92.5;0.925139;211.42;197.1;5.582422;5.2;;88.6;0.886112;240.51;246.43;4.782333;4.2;;95.2;0.952955;251.12;255.9;5.117;4.9;;97.4;0.974451;222.18;207.46;5.976129;5.8;;95.6;0.958219;276.24;290.58;4.91929;4.7;
1;Norte;13;AM;Amazonas;1303007;Nhamundá;239730.567;11905.57;220804.34;10966.2;207005.201;9535.02;27468.292;9860.055;41753.522;119446.699;198528.568;8476.633;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;92.4;0.925298;250.93;248.95;3.940608;3.6;;92.4;0.925298;250.93;248.95;3.940608;3.6;;91.6;0.91637;224.64;225.06;4.161667;3.8;;96.6;0.965246;196.13;187.72;5.120083;4.9;;96.1;0.960766;207.95;202.07;5.606564;5.4;;93.3;0.9329;245.78;248.28;4.901;4.6;;97.1;0.971827;256.23;259.76;5.2665;5.1;;93.8;0.943111;217.3;213.43;5.991545;5.7;;;;;;;;
1;Norte;13;AM;Amazonas;1303106;Nova Olinda do Norte;354692.767;13106.67;325557.794;12030.07;341652.222;8836.21;39756.608;20970.982;57933.071;207199.971;325860.633;15791.589;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;8;True;85.7;0.858581;240.18;237.0;3.610733;3.1;;85.7;0.858581;240.18;237.0;3.610733;3.1;;93.9;0.938942;238.61;239.62;4.637167;4.4;;97.2;0.970709;187.32;184.06;4.885407;4.7;;96.7;0.966573;193.2;188.51;5.07853;4.9;;93.4;0.933652;243.42;244.75;4.802833;4.5;;92.5;0.924874;244.8;246.22;4.850333;4.5;;94.5;0.952661;199.75;193.47;5.293712;5.0;;;;;;;;
1;Norte;13;AM;Amazonas;1303205;Novo Airão;243315.684;15437.83;201709.714;12798.03;186533.353;9146.03;8944.54;12582.543;40620.819;117356.829;179504.73;7028.623;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;8;True;87.0;0.875876;252.42;258.76;4.108392;3.6;;87.0;0.875876;252.42;258.76;4.108392;3.6;;92.2;0.922855;263.59;239.98;5.0595;4.7;;96.4;0.962292;215.01;201.5;5.730933;5.5;;97.0;0.969868;217.34;205.4;5.846308;5.7;;92.6;0.927091;265.69;253.13;5.313667;4.9;;93.3;0.932065;267.59;264.98;5.542833;5.2;;100.0;1.0;223.66;215.97;6.159101;6.2;;;;;;;;
1;Norte;13;AM;Amazonas;1303304;Novo Aripuanã;311736.687;13088.28;264809.634;11118.51;252421.954;9545.89;56186.234;15548.872;39474.281;133342.086;244551.472;7870.482;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;91.9;0.920195;239.28;233.14;3.540308;3.3;;91.9;0.920195;239.28;233.14;3.540308;3.3;;;;;;;;;94.8;0.943476;203.04;183.38;5.173044;4.9;;96.6;0.963912;207.23;189.86;5.370824;5.2;;90.7;0.90575;224.37;225.61;4.166333;3.8;;98.3;0.982183;228.1;229.63;4.2955;4.2;;99.6;0.995567;210.78;195.34;5.538208;5.5;;;;;;;;
1;Norte;13;AM;Amazonas;1303403;Parintins;1656948.637;17193.26;1511650.23;15685.57;1426971.581;12255.1;290478.698;92450.693;358496.048;594532.912;1335958.35;91013.23;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;94.6;0.947589;254.47;256.51;4.103501;3.9;;94.8;0.948917;252.5;254.56;4.046641;3.8;;90.6;0.907566;240.69;243.25;4.732333;4.3;;95.8;0.957856;200.34;188.32;5.211335;5.0;;96.9;0.968971;222.45;213.83;6.0971;5.9;;93.5;0.935444;251.85;258.19;5.167333;4.8;;96.7;0.966695;256.01;263.76;5.3295;5.2;;99.4;0.993752;244.37;239.12;6.975239;6.9;;;;;;;;
1;Norte;13;AM;Amazonas;1303502;Pauini;237839.168;12276.84;221857.54;11451.89;199541.324;10172.38;37032.254;7530.596;32920.291;116552.872;194036.012;5505.312;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;84.6;0.85227;247.71;243.23;3.809755;3.2;;84.6;0.85227;247.71;243.23;3.809755;3.2;;;;;;;;;77.2;0.77724;178.52;171.08;4.481468;3.5;;77.2;0.776952;178.52;171.08;4.481468;3.5;;90.5;0.902374;234.55;229.18;4.3955;4.0;;90.5;0.902374;234.55;229.18;4.3955;4.0;;;;;;;;;;;;;;;
1;Norte;13;AM;Amazonas;1303536;Presidente Figueiredo;730302.557;23813.18;592973.429;19335.25;1031905.063;27087.68;95258.695;433687.216;193115.421;266747.611;988808.942;43096.12;Indústrias extrativas;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;88.9;0.894545;249.16;254.76;4.002725;3.6;;88.6;0.891885;241.76;243.95;3.736966;3.3;;90.6;0.909365;240.24;256.18;4.940333;4.5;;90.3;0.903363;204.08;197.02;5.440891;4.9;;90.3;0.903363;204.08;197.02;5.440891;4.9;;92.1;0.922794;241.71;255.99;4.961667;4.6;;98.9;0.989674;243.93;255.7;4.993833;4.9;;;;;;;;;;;;;;;
1;Norte;13;AM;Amazonas;1303569;Rio Preto da Eva;495857.75;19885.22;406486.826;16301.2;407145.836;11680.8;87221.946;40821.396;77028.98;175770.115;380842.437;26303.4;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;7;True;85.5;0.8619;245.99;249.14;3.874071;3.3;;85.5;0.8619;245.99;249.14;3.874071;3.3;;99.2;0.991248;235.8;239.06;4.581;4.5;;99.1;0.990997;194.74;185.93;5.06101;5.0;;99.1;0.990997;194.74;185.93;5.06101;5.0;;98.2;0.981443;234.66;242.02;4.611333;4.5;;92.8;0.927922;232.74;247.04;4.663;4.3;;;;;;;;;;;;;;;
1;Norte;13;AM;Amazonas;1303601;Santa Isabel do Rio Negro;197856.988;13969.01;197124.045;13917.26;185816.959;6994.54;17852.923;6115.777;25474.224;131235.411;180678.334;5138.625;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;8;True;90.3;0.902928;232.52;240.4;3.554047;3.2;;90.3;0.902928;232.52;240.4;3.554047;3.2;;95.1;0.949855;223.11;234.83;4.299;4.1;;98.4;0.984186;166.8;161.24;4.078895;4.0;;99.0;0.989593;181.06;177.19;4.641033;4.6;;96.9;0.968739;233.98;247.61;4.693167;4.5;;98.7;0.987444;240.34;255.1;4.924;4.9;;99.8;0.99839;191.04;188.34;5.034218;5.0;;;;;;;;
1;Norte;13;AM;Amazonas;1303700;Santo Antônio do Içá;354277.121;12558.12;305336.401;10823.31;237314.012;11360.72;26918.397;12934.345;46551.259;139600.063;226004.064;11309.948;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;84.6;0.847817;237.67;230.39;3.476528;2.9;;84.6;0.847817;237.67;230.39;3.476528;2.9;;;;;;;;;94.5;0.942648;193.74;182.05;4.971381;4.7;;94.7;0.945626;200.02;189.05;5.218501;4.9;;88.0;0.881772;236.23;232.42;4.4775;3.9;;87.5;0.875385;236.23;232.42;4.4775;3.9;;96.9;0.970901;218.84;210.04;5.959298;5.8;;;;;;;;
1;Norte;13;AM;Amazonas;1303809;São Gabriel da Cachoeira;584408.814;11283.11;511306.56;9871.74;423054.82;8995.23;25902.229;25536.002;92872.113;258740.748;403051.091;20003.729;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;5;True;;;;;;;;;;;;;;;81.1;0.811494;221.64;219.86;4.025;3.3;;;;;;;;;90.2;0.898597;187.76;184.26;4.897441;4.4;;83.2;0.832314;235.75;243.55;4.655;3.9;;85.6;0.855627;237.58;246.62;4.736667;4.1;;90.2;0.902947;190.82;189.79;5.056383;4.6;;;;;;;;
1;Norte;13;AM;Amazonas;1303908;São Paulo de Olivença;358400.311;10871.49;328403.683;9961.59;334131.304;8182.07;36479.821;13702.978;50082.728;225716.796;325982.323;8148.981;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;8;True;89.3;0.894696;229.87;216.3;3.156049;2.8;;89.3;0.894696;229.87;216.3;3.156049;2.8;;92.6;0.926545;224.15;234.93;4.318;4.0;;94.3;0.941182;167.69;157.75;4.032425;3.8;;94.3;0.941425;184.5;175.67;4.679045;4.4;;91.7;0.918806;238.96;244.6;4.726;4.3;;90.3;0.899381;242.69;247.04;4.828833;4.3;;93.8;0.942273;205.69;198.23;5.493616;5.2;;;;;;;;
1;Norte;13;AM;Amazonas;1303957;São Sebastião do Uatumã;145515.482;12469.19;129935.098;11134.11;136609.077;9307.06;20957.958;6870.786;24320.886;80211.34;132360.969;4248.108;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;94.0;0.941971;236.24;238.93;3.584288;3.4;;94.0;0.941971;236.24;238.93;3.584288;3.4;;98.2;0.981986;241.64;257.98;4.993667;4.9;;99.4;0.993585;191.81;184.93;4.986913;5.0;;99.4;0.993784;198.92;188.97;5.196054;5.2;;98.3;0.981945;245.44;250.08;4.925333;4.8;;98.3;0.981111;248.72;243.26;4.866333;4.8;;99.5;0.995935;211.25;195.99;5.558996;5.5;;;;;;;;
1;Norte;13;AM;Amazonas;1304005;Silves;434235.288;37566.86;378318.389;32729.34;175041.607;18843.97;58571.851;20700.241;23226.144;64095.64;166593.876;8447.732;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços;8;True;90.1;0.898323;244.99;243.96;3.782481;3.4;;90.1;0.898323;244.99;243.96;3.782481;3.4;;97.2;0.972424;230.99;236.88;4.4645;4.3;;96.6;0.96733;173.9;162.4;4.235482;4.1;;97.0;0.970453;178.55;168.55;4.436041;4.3;;97.6;0.975937;236.07;240.95;4.617;4.5;;100.0;1.0;251.3;253.17;5.0745;5.1;;100.0;1.0;217.21;219.65;6.102918;6.1;;;;;;;;
1;Norte;13;AM;Amazonas;1304062;Tabatinga;849680.832;12726.63;824248.547;12345.7;758034.734;11065.88;20270.653;50521.153;227284.886;396660.211;694736.904;63297.831;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;85.2;0.853046;242.49;226.51;3.486141;3.0;;84.8;0.848646;239.0;221.24;3.358232;2.8;;95.1;0.951326;239.05;235.19;4.570667;4.3;;98.3;0.982495;184.21;175.05;4.662238;4.6;;98.1;0.981456;191.79;181.13;4.91744;4.8;;94.8;0.947473;246.3;244.42;4.845333;4.6;;94.2;0.941842;251.55;251.1;5.044167;4.8;;97.4;0.977953;205.68;192.27;5.385062;5.3;;;;;;;;
1;Norte;13;AM;Amazonas;1304104;Tapauá;318010.207;16225.84;279445.267;14258.14;239943.811;14218.05;59592.198;11910.628;40964.377;119938.94;232406.143;7537.668;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;88.2;0.884718;246.3;255.12;3.967946;3.5;;88.2;0.884718;246.3;255.12;3.967946;3.5;;90.5;0.902044;251.24;241.85;4.884833;4.4;;95.1;0.950962;201.75;193.96;5.340789;5.1;;95.5;0.955079;196.58;192.1;5.208307;5.0;;91.4;0.913188;257.84;254.48;5.205333;4.8;;94.3;0.943389;261.87;262.18;5.400833;5.1;;96.9;0.972584;190.61;189.96;5.055466;4.9;;;;;;;;
1;Norte;13;AM;Amazonas;1304203;Tefé;1619516.978;21983.7;1386544.502;18821.27;1098391.851;18538.26;191608.332;227130.116;249040.518;383685.14;1051464.107;46927.744;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;78.1;0.789582;254.7;258.76;4.140414;3.3;;77.4;0.782225;252.57;256.39;4.075019;3.2;;85.5;0.856201;233.74;236.11;4.4975;3.9;;93.8;0.936128;183.45;175.59;4.657552;4.4;;94.7;0.946572;196.96;188.89;5.157195;4.9;;88.1;0.881374;247.95;247.59;4.925667;4.3;;90.7;0.905909;253.75;252.27;5.100333;4.6;;96.6;0.967654;215.83;207.48;5.85531;5.7;;;;;;;;
1;Norte;13;AM;Amazonas;1304237;Tonantins;214602.356;11149.91;202743.118;10533.75;185410.261;9738.96;13061.857;7588.648;33006.732;125811.298;179468.535;5941.725;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;8;True;91.5;0.915071;230.33;223.92;3.276582;3.0;;91.5;0.915071;230.33;223.92;3.276582;3.0;;93.7;0.937771;216.38;222.35;3.978833;3.7;;95.0;0.945801;161.74;156.02;3.887421;3.7;;95.0;0.947863;166.66;159.24;4.03986;3.8;;93.8;0.938334;223.1;228.74;4.197333;3.9;;94.2;0.939835;239.6;244.44;4.734;4.4;;95.4;0.958876;198.34;180.0;5.021895;4.8;;;;;;;;
1;Norte;13;AM;Amazonas;1304260;Uarini;265245.826;18380.28;250157.428;17334.73;229208.979;16562.54;81995.855;10922.656;39393.959;88151.534;220464.004;8744.976;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;8;True;83.7;0.8435;228.64;217.38;3.154942;2.7;;83.7;0.8435;228.64;217.38;3.154942;2.7;;81.3;0.817977;211.09;205.17;3.604333;2.9;;89.5;0.891233;164.11;157.78;3.96465;3.5;;91.2;0.911036;171.76;163.67;4.217734;3.8;;84.4;0.845157;211.28;204.17;3.590833;3.0;;90.5;0.902607;211.44;203.38;3.580333;3.2;;97.4;0.976717;193.8;180.63;4.946708;4.8;;;;;;;;
1;Norte;13;AM;Amazonas;1304302;Urucará;244546.903;13125.81;220397.594;11832.79;205655.739;12847.86;51039.805;10448.592;37696.325;99414.009;198598.732;7057.008;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;8;True;93.6;0.935239;245.38;243.91;3.78721;3.5;;93.6;0.935239;245.38;243.91;3.78721;3.5;;96.7;0.96823;220.67;230.43;4.185;4.1;;99.4;0.994772;190.09;178.77;4.842088;4.8;;99.5;0.995376;197.15;186.21;5.112094;5.1;;97.0;0.970226;235.48;249.87;4.755833;4.6;;97.3;0.973053;243.37;260.22;5.059833;4.9;;100.0;1.0;243.92;235.44;6.899742;6.9;;;;;;;;
1;Norte;13;AM;Amazonas;1304401;Urucurituba;297172.948;12410.65;262905.638;10979.56;232660.624;9654.77;34163.774;12699.258;43384.161;134009.788;224256.981;8403.643;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;8;True;90.4;0.905787;242.61;243.61;3.743814;3.4;;90.4;0.905787;242.61;243.61;3.743814;3.4;;95.6;0.95639;226.21;234.68;4.348167;4.2;;95.7;0.954886;177.15;159.38;4.242596;4.1;;95.4;0.953349;182.16;170.88;4.547298;4.3;;93.5;0.935918;236.51;237.38;4.564833;4.3;;91.7;0.916802;242.1;238.85;4.6825;4.3;;94.2;0.955071;186.96;181.89;4.839083;4.6;;;;;;;;
