region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
2;Nordeste;27;AL;Alagoas;2702355;Craíbas;450186.836;18236.52;496516.891;19550.22;480752.965;19706.22;82713.628;150270.697;105553.546;120648.516;459186.387;21566.579;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;Demais serviços;6;True;93.3;0.93805;265.1;259.76;4.301452;4.0;;93.3;0.93805;265.1;259.76;4.301452;4.0;;99.4;0.993956;185.53;179.34;4.765429;4.7;;99.4;0.993956;185.53;179.34;4.765429;4.7;;93.9;0.940455;234.9;235.19;4.5015;4.2;;93.9;0.940455;234.9;235.19;4.5015;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2702405;Delmiro Gouveia;911191.361;17755.78;783771.5;15272.54;673914.883;12836.23;42172.768;42218.607;281390.568;264706.277;630488.22;43426.663;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;97.7;0.978393;263.41;270.64;4.44059;4.3;;97.7;0.978393;263.41;270.64;4.44059;4.3;;96.5;0.966858;189.57;180.43;4.862346;4.7;;96.5;0.966858;189.57;180.43;4.862346;4.7;;86.9;0.869934;236.75;245.43;4.703;4.1;;86.9;0.869934;236.75;245.43;4.703;4.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2702504;Dois Riachos;140027.493;14404.64;126223.471;12873.38;105272.253;9519.15;24287.77;2435.091;20123.925;55363.848;102210.635;3061.617;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;86.5;0.87389;249.34;250.41;3.940133;3.4;;86.5;0.87389;249.34;250.41;3.940133;3.4;;99.8;0.998187;254.69;225.65;6.927276;6.9;;99.8;0.998187;254.69;225.65;6.927276;6.9;;97.9;0.979521;239.44;239.5;4.649;4.6;;97.9;0.979521;239.44;239.5;4.649;4.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2702553;Estrela de Alagoas;177063.016;11475.99;161951.816;10496.59;154358.938;8433.07;34144.13;4049.297;30547.7;81808.205;150549.332;3809.606;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.7;0.988158;248.54;235.31;3.702849;3.7;;98.7;0.988158;248.54;235.31;3.702849;3.7;;99.7;0.996374;174.99;167.99;4.35792;4.3;;99.7;0.996374;174.99;167.99;4.35792;4.3;;99.2;0.992215;222.01;220.89;4.048333;4.0;;99.2;0.992215;222.01;220.89;4.048333;4.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2702603;Feira Grande;500385.3;22031.76;403888.013;17783.02;427597.687;19268.1;240016.445;12882.516;52684.051;116002.176;421585.188;6012.5;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;92.5;0.930034;257.28;258.0;4.165273;3.9;;92.5;0.930034;257.28;258.0;4.165273;3.9;;96.7;0.968;208.09;194.93;5.479418;5.3;;96.6;0.967146;208.09;194.93;5.479418;5.3;;91.2;0.912764;235.84;242.46;4.638333;4.2;;91.2;0.912764;235.84;242.46;4.638333;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2702702;Feliz Deserto;218958.196;55250.62;176508.454;44539.1;164033.924;34152.39;87469.589;25766.08;22117.07;24144.175;159496.915;4537.009;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;92.1;0.923771;264.24;245.07;4.069463;3.8;;92.1;0.923771;264.24;245.07;4.069463;3.8;;100.0;1.0;254.07;232.41;7.038353;7.0;;100.0;1.0;254.07;232.41;7.038353;7.0;;100.0;1.0;281.74;275.17;5.9485;5.9;;100.0;1.0;281.74;275.17;5.9485;5.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2702801;Flexeiras;251579.689;26157.17;214145.979;22265.13;297791.222;23223.21;189382.539;6968.702;35307.963;62120.707;293779.91;4011.312;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;;;;;;;;;;;;;;;99.4;0.99469;209.94;199.92;5.60545;5.6;;99.4;0.99469;209.94;199.92;5.60545;5.6;;99.6;0.996233;248.6;248.61;4.9535;4.9;;99.6;0.996233;248.6;248.61;4.9535;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2702900;Girau do Ponciano;602811.94;16634.8;489079.455;13547.16;549599.688;13227.75;220125.802;13472.058;105249.665;193614.023;532461.548;17138.14;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;92.8;0.946144;259.44;255.28;4.154891;3.9;;92.8;0.946144;259.44;255.28;4.154891;3.9;;99.0;0.990703;196.64;190.68;5.183634;5.1;;99.0;0.990703;196.64;190.68;5.183634;5.1;;96.4;0.964493;256.18;253.66;5.164;5.0;;96.4;0.964493;256.18;253.66;5.164;5.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703007;Ibateguara;223882.76;16304.91;195194.171;14215.58;196489.103;12565.65;84563.22;4256.356;33909.798;69966.099;192695.473;3793.63;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;98.7;0.987329;390.81;302.3;6.703868;6.6;;98.7;0.987329;390.81;302.3;6.703868;6.6;;100.0;1.0;331.23;302.35;9.606364;9.6;;100.0;1.0;331.23;302.35;9.606364;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703106;Igaci;328695.401;13364.86;282346.887;11766.91;311967.15;12188.12;115102.819;7112.027;57719.814;126236.202;306170.862;5796.288;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;99.0;0.990589;255.29;253.62;4.071755;4.0;;99.0;0.990589;255.29;253.62;4.071755;4.0;;100.0;1.0;199.17;191.14;5.24028;5.2;;100.0;1.0;199.17;191.14;5.24028;5.2;;98.8;0.988477;233.07;236.18;4.4875;4.4;;98.8;0.988477;233.07;236.18;4.4875;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703205;Igreja Nova;697571.556;32115.08;514258.69;24062.26;571876.699;23181.06;246715.243;83432.346;74761.066;129867.318;534775.973;37100.726;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;7;True;83.8;0.839707;247.29;238.75;3.73679;3.1;;83.8;0.839707;247.29;238.75;3.73679;3.1;;99.8;0.998194;194.32;185.59;5.046813;5.0;;99.8;0.998194;194.32;185.59;5.046813;5.0;;96.8;0.968027;228.51;224.31;4.213667;4.1;;97.4;0.973857;231.56;226.86;4.307;4.2;;100.0;1.0;248.24;240.84;4.818;4.8;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703304;Inhapi;210038.558;13848.39;183087.837;12071.46;174776.462;9499.75;37132.718;4020.252;39751.504;87894.529;168799.002;5977.46;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.6;0.996306;262.31;259.85;4.263614;4.2;;99.6;0.996306;262.31;259.85;4.263614;4.2;;99.2;0.991927;222.81;205.09;5.945061;5.9;;99.3;0.99254;222.81;205.09;5.945061;5.9;;98.4;0.983954;247.95;245.11;4.884333;4.8;;98.5;0.984704;247.95;245.11;4.884333;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703403;Jacaré dos Homens;78412.401;15426.4;78946.395;15531.46;74960.15;14457.12;23137.605;2003.955;12778.463;35644.947;73564.97;1395.18;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;94.8;0.954382;245.91;237.02;3.69151;3.5;;94.8;0.954382;245.91;237.02;3.69151;3.5;;96.5;0.959209;229.7;221.04;6.36655;6.1;;96.5;0.959209;229.7;221.04;6.36655;6.1;;100.0;1.0;235.77;232.99;4.479333;4.5;;100.0;1.0;235.77;232.99;4.479333;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703502;Jacuípe;144753.474;27046.61;155769.797;29104.97;194530.693;27821.9;135930.999;3282.065;17604.952;36210.115;193028.131;1502.562;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;99.1;0.991525;244.88;251.11;3.887972;3.9;;99.1;0.991525;244.88;251.11;3.887972;3.9;;100.0;1.0;213.21;201.86;5.703128;5.7;;100.0;1.0;213.21;201.86;5.703128;5.7;;99.2;0.992327;266.45;262.43;5.481333;5.4;;99.2;0.992327;266.45;262.43;5.481333;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703601;Japaratinga;329293.16;35718.97;312410.095;33887.63;252001.542;29843.86;102271.518;6501.391;86639.693;45581.981;240994.584;11006.959;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.0;0.990946;254.86;253.05;4.057182;4.0;;99.0;0.990946;254.86;253.05;4.057182;4.0;;100.0;1.0;182.26;179.89;4.713024;4.7;;100.0;1.0;182.26;179.89;4.713024;4.7;;97.7;0.977292;225.06;231.35;4.2735;4.2;;97.7;0.977292;225.06;231.35;4.2735;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703700;Jaramataia;81576.596;16364.41;69404.746;13922.72;77897.04;13544.96;31108.435;1985.676;11592.6;31971.195;76657.907;1239.133;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Pecuária, inclusive apoio à pecuária;6;True;97.7;0.978436;263.82;265.29;4.366258;4.3;;97.7;0.978436;263.82;265.29;4.366258;4.3;;100.0;1.0;206.33;179.55;5.166194;5.2;;100.0;1.0;206.33;179.55;5.166194;5.2;;89.9;0.899703;240.08;240.42;4.675;4.2;;89.9;0.899703;240.08;240.42;4.675;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703759;Jequiá da Praia;456621.174;48217.65;341153.61;36024.67;382025.458;33234.05;246720.027;19767.58;36500.217;70295.259;373283.083;8742.375;Agricultura, inclusive apoio à agricultura e a pós colheita;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;4;True;;;;;;;;;;;;;;;100.0;1.0;306.57;277.46;8.859353;8.9;;100.0;1.0;306.57;277.46;8.859353;8.9;;98.7;0.988553;317.84;270.8;6.477333;6.4;;98.7;0.988553;317.84;270.8;6.477333;6.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703809;Joaquim Gomes;541697.057;31585.83;393912.823;22966.0;520994.182;21558.08;343583.568;12522.825;52744.469;107260.29;516111.152;4883.03;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;90.8;0.914633;244.15;237.77;3.678018;3.4;;90.8;0.914633;244.15;237.77;3.678018;3.4;;99.0;0.990239;198.64;187.04;5.15562;5.1;;98.9;0.989682;198.64;187.04;5.15562;5.1;;98.4;0.984127;218.26;219.2;3.957667;3.9;;98.2;0.982617;218.26;219.2;3.957667;3.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2703908;Jundiá;92728.487;22660.92;63236.637;15449.95;54800.717;13304.37;16922.065;1856.607;9539.09;25514.234;53831.995;968.722;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;96.0;0.963029;265.69;266.14;4.405247;4.2;;96.0;0.963029;265.69;266.14;4.405247;4.2;;99.4;0.994898;202.19;187.05;5.22355;5.2;;99.4;0.994898;202.19;187.05;5.22355;5.2;;97.4;0.975706;238.27;232.19;4.507667;4.4;;97.4;0.975706;238.27;232.19;4.507667;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704005;Junqueiro;705481.763;29509.42;594025.725;24847.36;550086.587;22256.3;288219.088;17665.658;96499.011;133827.727;536211.484;13875.104;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;92.3;0.927028;265.47;267.04;4.41563;4.1;;92.3;0.927028;265.47;267.04;4.41563;4.1;;99.9;0.999399;294.09;265.05;8.395548;8.4;;99.9;0.999399;294.09;265.05;8.395548;8.4;;99.5;0.994983;295.26;267.22;6.041333;6.0;;99.5;0.994983;295.26;267.22;6.041333;6.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704104;Lagoa da Canoa;333779.64;18084.18;231718.835;12554.52;273062.184;15434.22;112651.331;11101.695;46119.794;96993.084;266865.904;6196.28;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;93.7;0.94373;263.7;262.89;4.328645;4.1;;93.7;0.94373;263.7;262.89;4.328645;4.1;;99.1;0.991728;224.12;205.01;5.968607;5.9;;99.1;0.991728;224.12;205.01;5.968607;5.9;;97.2;0.970847;230.76;229.79;4.3425;4.2;;97.2;0.970847;230.76;229.79;4.3425;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704203;Limoeiro de Anadia;806003.029;32578.94;577870.642;23357.75;685194.09;23705.86;395914.117;27994.19;87310.654;149499.89;660718.851;24475.239;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;88.5;0.893519;252.9;253.26;4.032798;3.6;;88.5;0.893519;252.9;253.26;4.032798;3.6;;99.1;0.991097;241.63;226.52;6.693858;6.6;;99.1;0.991097;241.63;226.52;6.693858;6.6;;97.9;0.981843;267.08;262.99;5.501167;5.4;;97.9;0.981843;267.08;262.99;5.501167;5.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704302;Maceió;33749575.639;35232.29;29381840.386;30672.67;27485310.648;26643.46;315686.814;4406294.44;14292782.99;4165521.653;23180285.897;4305024.751;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;92.0;0.934734;256.81;264.4;4.25448;4.0;;91.4;0.930339;256.81;264.4;4.25448;4.0;;94.8;0.948077;207.91;199.69;5.562528;5.3;;95.5;0.95456;207.9;199.48;5.558519;5.3;;85.8;0.860393;238.21;245.1;4.721833;4.1;;90.3;0.904113;240.16;246.22;4.773;4.3;;91.8;0.918199;240.61;246.48;4.784833;4.4;;98.2;0.981764;207.88;198.58;5.541774;5.4;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704401;Major Isidoro;296432.798;16936.11;283337.633;16007.78;283475.135;14228.54;89985.156;7548.605;69129.343;107301.3;273964.404;9510.731;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;250.81;241.58;3.828594;3.8;;100.0;1.0;250.81;241.58;3.828594;3.8;;100.0;1.0;207.29;198.35;5.526332;5.5;;100.0;1.0;207.29;198.35;5.526332;5.5;;100.0;1.0;236.9;229.77;4.4445;4.4;;100.0;1.0;236.9;229.77;4.4445;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704500;Maragogi;1219925.956;37916.52;1141443.919;35477.22;1118907.812;33549.45;473859.525;32768.42;390622.433;171950.878;1069201.255;49706.557;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;87.7;0.887207;260.48;260.18;4.242851;3.8;;88.0;0.890779;254.18;242.1;3.88371;3.5;;99.3;0.992926;202.42;187.76;5.240848;5.2;;99.3;0.992926;202.42;187.76;5.240848;5.2;;96.0;0.962697;235.02;239.11;4.568833;4.4;;96.0;0.962697;235.02;239.11;4.568833;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704609;Maravilha;134023.717;14057.45;104088.192;10917.58;90757.694;10255.11;21331.346;2145.016;21246.227;42792.871;87515.461;3242.233;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;87.7;0.884244;254.14;245.97;3.941082;3.5;;87.7;0.884244;254.14;245.97;3.941082;3.5;;99.8;0.99839;225.37;209.08;6.066461;6.1;;99.8;0.99839;225.37;209.08;6.066461;6.1;;100.0;1.0;248.31;241.3;4.826833;4.8;;100.0;1.0;248.31;241.3;4.826833;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704708;Marechal Deodoro;3185683.264;52769.31;2862078.355;47408.95;3409647.91;64518.01;175566.589;1291990.32;748255.186;319320.532;2535132.627;874515.283;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;81.8;0.861138;259.07;266.1;4.311671;3.7;;86.0;0.861138;259.07;266.1;4.311671;3.7;;100.0;0.9994;214.1;199.29;5.673385;5.7;;100.0;0.9994;214.1;199.29;5.673385;5.7;;98.8;0.98867;244.09;248.15;4.870667;4.8;;98.8;0.98867;244.09;248.15;4.870667;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704807;Maribondo;222263.702;16248.53;194281.284;14202.89;188010.286;14326.78;41595.871;5812.661;66027.792;65398.552;178834.875;9175.411;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.4;0.975691;255.23;257.36;4.1269;4.0;;97.4;0.975691;255.23;257.36;4.1269;4.0;;98.7;0.98867;200.18;186.77;5.1801;5.1;;98.7;0.98867;200.18;186.77;5.1801;5.1;;100.0;1.0;234.36;232.78;4.452333;4.5;;100.0;1.0;234.36;232.78;4.452333;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2704906;Mar Vermelho;51607.016;16357.22;49138.121;15574.68;50950.945;14666.36;19002.017;1883.143;8486.638;20646.029;50017.826;933.119;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;100.0;1.0;257.61;263.66;4.254638;4.3;;100.0;1.0;257.61;263.66;4.254638;4.3;;100.0;1.0;219.66;198.1;5.757856;5.8;;100.0;1.0;219.66;198.1;5.757856;5.8;;97.1;0.967099;265.89;259.28;5.4195;5.2;;97.1;0.967099;265.89;259.28;5.4195;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705002;Mata Grande;400973.856;18341.97;303389.235;13888.9;354640.684;14073.04;168503.318;6866.071;55164.88;118004.213;348538.482;6102.201;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;99.2;0.99264;252.39;255.15;4.053928;4.0;;99.2;0.99264;252.39;255.15;4.053928;4.0;;99.5;0.995391;203.78;190.08;5.308984;5.3;;99.5;0.995391;203.78;190.08;5.308984;5.3;;98.6;0.986351;231.54;229.95;4.358167;4.3;;98.6;0.985829;229.74;228.01;4.295833;4.2;;98.4;0.976335;227.16;225.23;4.2065;4.1;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705101;Matriz de Camaragibe;514991.135;21586.58;371511.131;15572.42;385919.668;15670.59;96664.177;50269.858;87689.874;123735.017;358358.926;27560.743;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;89.6;0.904151;252.98;245.74;3.921347;3.5;;89.6;0.904151;252.98;245.74;3.921347;3.5;;99.9;0.999399;203.0;189.02;5.274826;5.3;;99.9;0.999399;203.0;189.02;5.274826;5.3;;98.8;0.987731;219.57;224.06;4.0605;4.0;;98.8;0.987731;219.57;224.06;4.0605;4.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705200;Messias;351253.369;22801.26;274868.64;17842.82;221130.77;12149.37;33324.417;31434.354;49956.279;93128.194;207843.243;13287.527;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;252.51;258.9;4.111751;4.1;;100.0;1.0;252.51;258.9;4.111751;4.1;;100.0;1.0;211.62;204.3;5.717148;5.7;;100.0;1.0;211.62;204.3;5.717148;5.7;;95.4;0.953978;232.36;233.2;4.426;4.2;;95.4;0.953978;232.36;233.2;4.426;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705309;Minador do Negrão;90124.639;18601.58;77725.472;16042.41;74515.226;14019.8;27573.649;1470.28;13084.793;30947.653;73076.375;1438.851;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;100.0;1.0;245.72;246.92;3.837045;3.8;;100.0;1.0;245.72;246.92;3.837045;3.8;;100.0;1.0;177.75;157.85;4.226228;4.2;;100.0;1.0;177.75;157.85;4.226228;4.2;;100.0;1.0;212.69;212.6;3.754833;3.8;;100.0;1.0;212.69;212.6;3.754833;3.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705408;Monteirópolis;109207.659;15201.51;162517.482;22622.14;78347.202;10925.56;9289.908;6994.313;16873.257;41530.564;74688.042;3659.159;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;82.7;0.839176;239.64;241.07;3.664077;3.1;;82.7;0.839176;239.64;241.07;3.664077;3.1;;99.8;0.997984;193.91;189.25;5.105534;5.1;;99.8;0.997984;193.91;189.25;5.105534;5.1;;100.0;1.0;241.59;229.05;4.510667;4.5;;100.0;1.0;241.59;229.05;4.510667;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705507;Murici;1080388.857;42894.7;666677.871;26469.13;588158.283;20689.4;322182.698;24881.131;93203.995;130872.883;571140.708;17017.575;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;94.1;0.929107;269.51;269.38;4.507402;4.2;;100.0;1.0;246.22;238.86;3.723409;3.7;;99.9;0.998797;261.5;219.13;6.938693;6.9;;99.9;0.998797;261.5;219.13;6.938693;6.9;;100.0;1.0;255.21;258.21;5.223667;5.2;;100.0;1.0;255.21;258.21;5.223667;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;27;AL;Alagoas;2705606;Novo Lino;240603.336;23777.38;199091.096;19861.44;187255.861;14587.2;86524.373;4026.114;26978.313;66923.25;184452.05;2803.811;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;94.4;0.944251;235.07;237.11;3.54061;3.3;;94.4;0.944251;235.07;237.11;3.54061;3.3;;100.0;1.0;224.6;201.44;5.912858;5.9;;100.0;1.0;224.6;201.44;5.912858;5.9;;100.0;1.0;238.41;237.37;4.596333;4.6;;100.0;1.0;238.41;237.37;4.596333;4.6;;;;;;;;;;;;;;;;;;;;;;
