region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4
2;Nordeste;25;PB;Paraíba;2512309;Princesa Isabel;343378.966;16263.09;299712.316;14194.96;266953.66;11240.63;45001.536;11191.962;79292.015;113857.364;249342.877;17610.783;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;9;True;83.2;0.836729;278.37;280.73;4.80175;4.0;;78.5;0.789397;272.9;278.3;4.688547;3.7;;99.4;0.993935;264.78;243.98;7.453106;7.4;;100.0;1.0;270.09;247.92;7.626078;7.6;;98.5;0.98545;263.83;257.56;5.3565;5.3;;100.0;1.0;269.42;261.23;5.510833;5.5;;95.2;0.953296;258.1;253.79;5.198167;5.0;;94.7;0.94482;221.22;211.7;6.034899;5.7;;94.9;0.952429;293.54;287.48;5.11586;4.9;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512408;Puxinanã;189387.338;13265.21;168481.513;11800.9;138075.032;10004.71;13546.645;14423.979;26473.798;76599.794;131044.215;7030.816;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;6;True;86.0;0.869434;264.69;272.09;4.480274;3.9;;86.0;0.869434;264.69;272.09;4.480274;3.9;;99.9;0.998996;210.9;201.2;5.647044;5.6;;99.9;0.998996;210.9;201.2;5.647044;5.6;;93.7;0.93643;235.31;235.02;4.5055;4.2;;;;;;;;;85.5;0.855;235.31;235.02;4.5055;3.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512507;Queimadas;788731.565;16549.83;688425.869;14445.13;607307.066;13681.78;27422.208;112382.725;178865.239;223214.252;541884.424;65422.642;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;7;True;75.4;0.756384;259.21;266.3;4.316631;3.3;;75.4;0.756384;259.21;266.3;4.316631;3.3;;100.0;1.0;284.0;249.35;7.917536;7.9;;100.0;1.0;284.0;249.35;7.917536;7.9;;99.2;0.991484;272.99;270.4;5.723167;5.7;;99.9;0.998998;277.4;271.88;5.821333;5.8;;91.1;0.920007;253.42;263.83;5.2875;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512606;Quixaba;30647.384;17583.12;29630.553;16999.74;26817.522;13348.69;1634.873;1442.366;5581.643;17281.949;25940.831;876.691;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;;;;;;;;;;;;;;;100.0;1.0;206.54;199.93;5.540747;5.5;;100.0;1.0;206.54;199.93;5.540747;5.5;;99.2;0.99075;247.81;239.81;4.793667;4.7;;99.2;0.99075;247.81;239.81;4.793667;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512705;Remígio;224366.232;12544.94;194545.203;10877.56;181633.355;9093.94;10943.737;6629.643;49801.288;103858.463;171233.131;10400.224;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;75.9;0.760618;254.36;264.5;4.221567;3.2;;75.9;0.760618;254.36;264.5;4.221567;3.2;;99.3;0.993559;196.0;188.61;5.133783;5.1;;99.3;0.993559;196.0;188.61;5.133783;5.1;;83.7;0.834059;234.04;234.31;4.4725;3.7;;83.2;0.827566;229.16;225.11;4.237833;3.5;;85.9;0.853011;246.3;257.42;5.062;4.3;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512721;Pedro Régis;70515.597;12229.55;60802.48;10545.0;57292.084;9332.48;6566.28;2254.242;10946.534;35908.865;55675.921;1616.164;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;84.2;0.850011;264.5;285.08;4.672067;4.0;;84.2;0.850011;264.5;285.08;4.672067;4.0;;89.7;0.900173;175.05;166.11;4.324883;3.9;;89.7;0.900173;175.05;166.11;4.324883;3.9;;81.7;0.818809;249.33;269.31;5.310667;4.3;;81.6;0.821686;251.86;268.64;5.341667;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512747;Riachão;42006.934;14351.53;38501.549;13153.93;36561.531;10016.86;2387.717;1139.218;7088.315;24996.206;35611.457;950.074;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;84.5;0.861849;244.35;265.6;4.097444;3.5;;84.5;0.861849;244.35;265.6;4.097444;3.5;;100.0;1.0;248.87;217.54;6.668753;6.7;;100.0;1.0;248.87;217.54;6.668753;6.7;;98.0;0.981599;250.45;255.05;5.091667;5.0;;98.0;0.981599;250.45;255.05;5.091667;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512754;Riachão do Bacamarte;68122.085;14524.96;57921.164;12349.93;50199.291;11003.79;1800.535;1882.655;13643.112;30491.253;47817.555;2381.736;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;93.8;0.944041;253.66;251.87;4.022664;3.8;;93.8;0.944041;253.66;251.87;4.022664;3.8;;98.8;0.986822;181.06;152.62;4.194305;4.1;;98.8;0.986822;181.06;152.62;4.194305;4.1;;97.3;0.973416;224.29;227.36;4.194167;4.1;;97.3;0.973416;224.29;227.36;4.194167;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512762;Riachão do Poço;73545.674;15522.51;62938.634;13283.8;56333.872;12324.19;8042.213;3217.317;12920.086;29674.707;53854.323;2479.549;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;90.5;0.902678;264.19;257.07;4.248401;3.8;;90.5;0.902678;264.19;257.07;4.248401;3.8;;87.8;0.872596;173.6;156.12;4.115575;3.6;;87.8;0.872596;173.6;156.12;4.115575;3.6;;82.6;0.824892;212.93;221.06;3.899833;3.2;;82.6;0.824892;212.93;221.06;3.899833;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512788;Riacho de Santo Antônio;35322.056;18067.55;32621.434;16686.16;30615.624;15315.47;5425.963;878.935;5520.078;18193.438;30018.414;597.21;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;4;True;;;;;;;;;;;;;;;89.0;0.876781;178.01;169.11;4.435917;3.9;;89.0;0.876781;178.01;169.11;4.435917;3.9;;61.6;0.604083;239.57;244.28;4.730833;2.9;;61.6;0.604083;239.57;244.28;4.730833;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512804;Riacho dos Cavalos;111761.073;13159.2;103303.525;12163.37;92853.892;10853.76;8910.022;4354.08;23747.606;50843.59;87855.299;4998.592;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;94.7;0.94878;278.73;284.76;4.867136;4.6;;94.7;0.94878;278.73;284.76;4.867136;4.6;;92.4;0.925405;230.89;214.62;6.272532;5.8;;92.4;0.925405;230.89;214.62;6.272532;5.8;;80.0;0.798511;253.46;246.63;5.0015;4.0;;80.0;0.798511;253.46;246.63;5.0015;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2512903;Rio Tinto;393103.959;15992.19;357814.735;14556.56;323318.1;13328.31;46337.687;36272.527;79033.752;138123.711;299767.678;23550.421;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;93.3;0.945857;258.39;263.43;4.26215;4.0;;93.3;0.945857;258.39;263.43;4.26215;4.0;;94.3;0.943054;195.35;190.87;5.16247;4.9;;95.2;0.952913;200.18;196.1;5.349736;5.1;;77.1;0.769678;225.68;237.14;4.380333;3.4;;74.5;0.748866;230.16;241.26;4.523667;3.4;;81.2;0.79895;222.11;233.85;4.266;3.4;;91.1;0.898342;179.06;173.24;4.531046;4.1;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513000;Salgadinho;40278.149;12005.41;34736.743;10353.72;33512.935;8430.93;1471.865;1133.474;5655.95;24458.326;32719.615;793.319;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.2;0.950373;255.19;257.17;4.123494;3.9;;95.2;0.950373;255.19;257.17;4.123494;3.9;;97.7;0.975834;216.88;208.94;5.901893;5.8;;97.7;0.975834;216.88;208.94;5.901893;5.8;;90.7;0.907341;235.17;235.13;4.505;4.1;;90.7;0.907341;235.17;235.13;4.505;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513109;Salgado de São Félix;177321.45;15412.56;140789.584;12237.25;129056.651;10645.6;11873.024;19285.916;24237.979;69765.179;125162.097;3894.554;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Construção;7;True;82.6;0.829495;245.75;243.41;3.784921;3.1;;82.6;0.829495;245.75;243.41;3.784921;3.1;;99.2;0.992309;177.8;162.8;4.317183;4.3;;99.2;0.991899;177.8;162.8;4.317183;4.3;;95.7;0.956945;224.01;234.86;4.3145;4.1;;93.8;0.937449;222.47;227.6;4.167833;3.9;;98.9;0.990634;224.88;239.01;4.398167;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513158;Santa Cecília;90463.261;11794.43;81960.763;10685.89;65825.547;10086.66;7979.62;2697.708;13790.472;39118.524;63586.323;2239.223;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;95.1;0.950402;267.89;265.8;4.431056;4.2;;95.1;0.950402;267.89;265.8;4.431056;4.2;;92.6;0.929041;195.1;187.73;5.100608;4.7;;92.6;0.929041;195.1;187.73;5.100608;4.7;;90.1;0.904096;259.22;257.11;5.272167;4.8;;90.1;0.904096;259.22;257.11;5.272167;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513208;Santa Cruz;74311.872;12495.69;64858.56;10906.1;62328.896;9473.92;4957.39;3223.924;16040.186;35061.372;59282.873;3046.023;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;8;True;92.3;0.924799;281.02;273.05;4.723999;4.4;;92.3;0.924799;281.02;273.05;4.723999;4.4;;99.5;0.995521;221.76;212.94;6.06775;6.0;;99.7;0.996553;226.63;227.2;6.419962;6.4;;96.7;0.967061;257.31;257.58;5.248167;5.1;;93.9;0.938936;241.77;251.16;4.882167;4.6;;100.0;1.0;278.48;266.33;5.746833;5.7;;96.9;0.969;218.11;202.24;5.803548;5.6;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513307;Santa Helena;84255.792;14365.86;67435.971;11498.03;62386.696;10658.93;11351.262;2764.269;12505.654;33557.437;60178.623;2208.073;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;88.1;0.869329;286.69;296.92;5.160969;4.5;;88.1;0.869329;286.69;296.92;5.160969;4.5;;100.0;1.0;213.0;206.8;5.788938;5.8;;100.0;1.0;213.0;206.8;5.788938;5.8;;95.8;0.957342;228.02;229.34;4.289333;4.1;;96.3;0.962809;228.02;229.34;4.289333;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513356;Santa Inês;40015.277;12400.15;37776.306;11706.32;36844.836;10260.33;4508.747;1117.047;6267.547;24028.539;35921.88;922.956;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;80.0;0.818879;257.02;261.03;4.20698;3.4;;80.0;0.818879;257.02;261.03;4.20698;3.4;;96.9;0.967933;205.54;187.31;5.292208;5.1;;96.9;0.967933;205.54;187.31;5.292208;5.1;;87.2;0.87274;222.22;212.91;3.918833;3.4;;89.7;0.898286;243.09;225.77;4.481;4.0;;77.8;0.789324;209.7;205.19;3.5815;2.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513406;Santa Luzia;573425.022;38333.11;794095.905;53084.83;372902.523;24104.88;8873.281;158984.567;92740.532;82844.027;343442.408;29460.114;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;9;True;90.1;0.906261;267.88;273.85;4.551425;4.1;;91.1;0.911102;259.45;261.94;4.254732;3.9;;100.0;1.0;214.33;196.3;5.623411;5.6;;100.0;1.0;200.41;182.37;5.104489;5.1;;99.0;0.990223;239.7;242.24;4.699;4.7;;99.2;0.992946;228.88;228.78;4.294333;4.3;;98.8;0.987155;249.22;254.09;5.055167;5.0;;100.0;1.0;241.51;223.5;6.636659;6.6;;86.8;0.871106;293.12;309.53;5.440051;4.7;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513505;Santana de Mangueira;60940.205;12163.71;54851.174;10948.34;51163.894;10036.07;6583.221;1988.556;9404.912;31787.493;49764.182;1399.712;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.0;0.919418;260.94;255.85;4.184492;3.8;;92.0;0.919418;260.94;255.85;4.184492;3.8;;93.7;0.937558;202.82;176.16;5.037573;4.7;;93.7;0.937558;202.82;176.16;5.037573;4.7;;88.5;0.885352;249.49;227.33;4.613667;4.1;;87.8;0.87501;249.49;227.33;4.613667;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513604;Santana dos Garrotes;81501.799;12407.03;75269.182;11458.24;67490.798;9722.1;8528.705;3686.661;13509.423;39046.427;64771.215;2719.583;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;5;True;80.0;0.786202;271.87;272.96;4.594141;3.6;;80.0;0.786202;271.87;272.96;4.594141;3.6;;;;;;;;;;;;;;;;94.0;0.934923;230.8;225.54;4.272333;4.0;;93.8;0.93172;238.0;235.11;4.551833;4.2;;96.4;0.971193;195.39;178.53;2.898667;2.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513653;Joca Claudino;43129.227;16986.7;35228.395;13874.91;33077.336;12529.29;2125.826;1818.252;7083.216;21026.372;32053.665;1023.671;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.6;0.978442;228.45;249.74;3.636704;3.6;;98.6;0.978442;228.45;249.74;3.636704;3.6;;100.0;1.0;222.69;210.61;6.043135;6.0;;100.0;1.0;222.69;210.61;6.043135;6.0;;97.5;0.973225;249.18;271.37;5.3425;5.2;;97.5;0.973225;249.18;271.37;5.3425;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513703;Santa Rita;3163543.763;21102.95;2846355.201;18987.09;2580592.377;18687.35;89196.917;567740.974;883696.114;685911.525;2226545.53;354046.847;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;9;True;77.9;0.781225;247.48;255.16;3.985117;3.1;;76.5;0.767583;243.88;251.76;3.883657;3.0;;91.4;0.915087;182.35;176.31;4.649651;4.3;;90.6;0.906902;177.38;171.82;4.473167;4.1;;83.2;0.833256;225.62;240.68;4.438333;3.7;;86.2;0.864677;225.16;238.05;4.386833;3.8;;76.6;0.761247;226.25;244.3;4.509167;3.4;;95.8;0.959239;201.45;193.54;5.327427;5.1;;92.8;0.924467;292.03;297.32;5.241957;4.8;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513802;Santa Teresinha;66909.087;15199.7;62606.928;14222.38;57291.597;12591.56;9070.214;2676.57;12982.009;30096.52;54825.312;2466.285;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;67.9;0.655497;245.74;258.48;4.01038;2.6;;67.9;0.655497;245.74;258.48;4.01038;2.6;;100.0;1.0;227.23;210.04;6.119412;6.1;;100.0;1.0;227.23;210.04;6.119412;6.1;;95.3;0.951294;237.25;231.14;4.473167;4.3;;95.3;0.951294;237.25;231.14;4.473167;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513851;Santo André;40211.065;15336.03;34481.858;13150.98;29441.149;11795.33;2844.373;1153.024;6406.843;17850.349;28254.59;1186.559;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;93.7;0.944335;273.21;284.37;4.783769;4.5;;93.7;0.944335;273.21;284.37;4.783769;4.5;;99.4;0.995728;196.96;181.46;5.022104;5.0;;99.4;0.995728;196.96;181.46;5.022104;5.0;;98.0;0.981086;260.6;268.3;5.481667;5.4;;98.0;0.981086;260.6;268.3;5.481667;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513901;São Bento;724346.431;22470.81;627756.992;19474.39;568730.73;16413.59;11283.581;59434.303;226864.943;201738.435;499321.263;69409.468;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;74.2;0.746984;267.96;275.51;4.577399;3.4;;74.2;0.746984;267.96;275.51;4.577399;3.4;;95.2;0.955104;221.7;206.62;5.951696;5.7;;95.2;0.955104;221.7;206.62;5.951696;5.7;;90.0;0.900417;253.83;254.13;5.132667;4.6;;89.9;0.899693;254.96;255.53;5.174833;4.7;;100.0;1.0;229.98;224.32;4.238333;4.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513927;São Bentinho;64263.648;14851.78;58645.74;13553.44;55646.963;12091.91;5279.541;4454.642;13080.269;28428.0;51242.452;4404.511;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;96.2;0.963611;271.04;280.36;4.693262;4.5;;96.2;0.963611;271.04;280.36;4.693262;4.5;;99.2;0.992162;252.61;241.49;7.175582;7.1;;99.2;0.992162;252.61;241.49;7.175582;7.1;;96.1;0.961305;245.5;244.36;4.831;4.6;;96.1;0.961305;245.5;244.36;4.831;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513943;São Domingos do Cariri;39709.47;15361.5;33208.054;12846.44;28820.694;10896.29;2266.111;1585.036;5797.574;18289.559;27938.279;882.415;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.0;0.979764;286.72;282.36;4.943427;4.8;;98.0;0.979764;286.72;282.36;4.943427;4.8;;100.0;1.0;279.55;257.02;7.972067;8.0;;100.0;1.0;279.55;257.02;7.972067;8.0;;100.0;1.0;289.35;295.42;6.412833;6.4;;100.0;1.0;289.35;295.42;6.412833;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513968;São Domingos;44068.497;16982.08;39036.43;15042.94;36270.156;11628.78;5313.357;1875.101;6303.649;21273.613;34765.72;1504.435;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;97.6;0.981686;270.44;293.45;4.880793;4.8;;97.6;0.981686;270.44;293.45;4.880793;4.8;;91.0;0.91458;215.33;203.99;5.782313;5.3;;91.0;0.91458;215.33;203.99;5.782313;5.3;;78.7;0.784308;269.7;268.28;5.633;4.4;;78.7;0.784308;269.7;268.28;5.633;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2513984;São Francisco;48446.698;15443.64;42733.037;13622.26;39305.466;11639.17;3797.384;1830.072;9583.584;21859.096;37070.135;2235.331;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;91.8;0.921977;279.94;266.32;4.608082;4.2;;91.8;0.921977;279.94;266.32;4.608082;4.2;;98.3;0.98323;249.27;228.19;6.870023;6.8;;98.3;0.98323;249.27;228.19;6.870023;6.8;;94.9;0.94277;272.38;269.38;5.696;5.4;;94.9;0.94277;272.38;269.38;5.696;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514008;São João do Cariri;71554.611;16932.0;61607.599;14578.23;55475.906;13303.57;9836.467;2651.017;12329.11;28286.883;53103.476;2372.43;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;93.2;0.931752;248.21;251.78;3.944771;3.7;;93.2;0.931752;248.21;251.78;3.944771;3.7;;100.0;1.0;214.65;202.87;5.748972;5.7;;100.0;1.0;214.65;202.87;5.748972;5.7;;97.1;0.97013;239.36;255.6;4.916;4.8;;95.8;0.957511;239.36;255.6;4.916;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514107;São João do Tigre;51496.027;12079.76;45782.117;10739.41;41003.915;9302.16;4425.973;1174.288;7563.784;26607.243;39771.287;1232.627;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;94.0;0.943043;264.4;239.21;3.983985;3.8;;94.0;0.943043;264.4;239.21;3.983985;3.8;;92.9;0.924691;200.69;184.03;5.140015;4.8;;92.9;0.924691;200.69;184.03;5.140015;4.8;;90.1;0.891776;259.72;248.98;5.145;4.6;;90.1;0.891776;259.72;248.98;5.145;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514206;São José da Lagoa Tapada;87268.516;12246.49;78660.671;11038.54;72191.667;9471.49;8923.552;4044.098;15844.411;39892.605;68704.666;3487.001;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;98.2;0.980377;285.77;265.41;4.676341;4.6;;98.2;0.980377;285.77;265.41;4.676341;4.6;;98.8;0.988507;219.5;201.38;5.814439;5.7;;98.8;0.988507;219.5;201.38;5.814439;5.7;;90.5;0.905006;262.13;264.87;5.45;4.9;;90.0;0.905006;267.57;272.47;5.667333;5.1;;97.0;0.97;251.42;249.88;5.021667;4.9;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514305;São José de Caiana;63973.028;12708.19;55327.566;10990.78;55708.444;8712.61;4645.021;2234.796;10155.902;36809.929;53845.647;1862.797;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;90.4;0.907801;238.73;228.08;3.456835;3.1;;90.4;0.907801;238.73;228.08;3.456835;3.1;;97.4;0.974391;242.65;227.15;6.724778;6.6;;97.4;0.974391;242.65;227.15;6.724778;6.6;;91.3;0.917084;244.43;244.54;4.816167;4.4;;90.8;0.916951;245.42;249.48;4.915;4.5;;95.6;0.956703;241.78;231.44;4.553667;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;25;PB;Paraíba;2514404;São José de Espinharas;66469.263;16279.52;58222.661;14259.77;55035.239;11884.09;14035.82;2191.505;8506.694;28836.668;53570.687;1464.552;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;5;True;;;;;;;;;;;;;;;100.0;1.0;216.12;202.2;5.764844;5.8;;100.0;1.0;216.12;202.2;5.764844;5.8;;98.1;0.982852;237.57;238.93;4.608333;4.5;;97.9;0.980095;249.02;247.79;4.946833;4.8;;100.0;1.0;216.21;222.39;3.976667;4.0;;;;;;;;;;;;;;;;;;;;;;
