region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5
3;Sudeste;33;RJ;Rio de Janeiro;3304805;São Fidélis;985937.952;25305.77;921817.944;23673.39;845178.453;21811.62;63649.845;68308.879;296012.314;334508.087;762479.124;82699.328;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;82.9;0.836048;251.88;246.47;4.9725;4.2;;91.3;0.914977;260.58;262.87;4.284525;3.9;;92.2;0.921375;244.34;251.98;4.938667;4.6;;91.3;0.914977;260.58;262.87;4.284525;3.9;;85.4;0.853683;246.41;250.47;4.948;4.2;;;;;;;;;86.4;0.863978;216.1;204.29;5.802462;5.0;;86.4;0.863978;216.1;204.29;5.802462;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3304904;São Gonçalo;23063688.967;25719.37;20561717.824;22929.31;20324752.154;18504.69;81571.441;2003952.619;8725171.062;7670627.573;18481322.696;1843429.459;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;78.8;0.798837;242.78;248.07;4.8475;3.9;;79.5;0.797866;250.49;258.64;4.079488;3.3;;79.4;0.793229;225.66;233.11;4.312833;3.4;;79.9;0.798983;250.49;258.64;4.079488;3.3;;79.2;0.792123;228.09;235.23;4.388667;3.5;;;;;;;;;85.0;0.850918;198.32;194.83;5.291149;4.5;;85.0;0.850918;198.32;194.83;5.291149;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305000;São João da Barra;13986152.276;382417.42;12793325.002;349802.45;9886848.907;269169.06;59303.834;4636444.228;4061566.671;415544.336;9172859.069;713989.838;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;86.8;0.870673;251.93;253.37;5.088333;4.4;;90.1;0.903677;255.71;262.42;4.20939;3.8;;;;;;;;;89.5;0.897734;259.06;262.88;4.263327;3.8;;86.8;0.870673;251.93;253.37;5.088333;4.4;;;;;;;;;83.5;0.835265;220.95;212.73;6.048474;5.1;;83.5;0.835265;220.95;212.73;6.048474;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305109;São João de Meriti;11534047.295;26156.56;10615038.988;24072.46;8963715.545;18935.36;1479.652;445897.327;4304904.583;3376911.548;8129193.11;834522.435;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;89.8;0.903753;236.27;242.49;4.646;4.2;;81.6;0.81772;249.31;256.26;4.027287;3.3;;85.2;0.853013;228.22;235.61;4.397167;3.8;;81.6;0.81772;249.31;256.26;4.027287;3.3;;86.4;0.863446;229.43;236.65;4.434667;3.8;;;;;;;;;90.8;0.907645;203.71;195.24;5.401466;4.9;;90.8;0.907645;203.71;195.24;5.401466;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305133;São José de Ubá;232730.44;32918.03;238089.239;33675.99;196857.495;27190.26;40933.024;8751.055;41902.825;75323.204;166910.108;29947.388;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;;;;;;;;93.4;0.930204;269.27;276.57;4.611666;4.3;;93.2;0.931965;263.25;264.17;5.457;5.1;;93.4;0.930204;269.27;276.57;4.611666;4.3;;93.2;0.931965;263.25;264.17;5.457;5.1;;;;;;;;;99.5;0.995106;226.32;214.82;6.188955;6.2;;99.5;0.995106;226.32;214.82;6.188955;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305158;São José do Vale do Rio Preto;941644.953;42646.96;914556.52;41420.13;744333.908;33784.22;190493.989;52484.054;152135.8;207041.837;602155.681;142178.227;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;86.0;0.861019;256.78;267.23;5.400167;4.6;;86.9;0.87051;272.96;280.41;4.720977;4.1;;;;;;;;;86.9;0.87051;272.96;280.41;4.720977;4.1;;86.0;0.861019;256.78;267.23;5.400167;4.6;;;;;;;;;94.7;0.946796;221.07;213.97;6.07331;5.8;;94.7;0.946796;221.07;213.97;6.07331;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305208;São Pedro da Aldeia;3359011.214;32289.18;2975703.162;28604.55;2743637.366;25508.92;41301.144;305668.212;1231133.019;830241.608;2408343.983;335293.383;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;84.2;0.845218;264.03;265.8;5.497167;4.6;;85.4;0.859456;265.35;269.94;4.457358;3.8;;79.8;0.790795;234.25;238.07;4.538667;3.6;;85.4;0.859456;265.35;269.94;4.457358;3.8;;83.3;0.833413;256.29;258.59;5.248;4.4;;;;;;;;;86.0;0.859344;223.77;217.43;6.187745;5.3;;86.0;0.859344;223.77;217.43;6.187745;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305307;São Sebastião do Alto;272845.232;35205.84;275484.934;35546.44;241281.134;25624.59;42037.65;7674.043;45944.133;114236.74;209892.567;31388.567;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;;;;;;;;89.2;0.897667;266.27;266.78;4.422974;4.0;;81.6;0.800506;254.54;260.92;5.257667;4.2;;89.2;0.897667;266.27;266.78;4.422974;4.0;;82.8;0.826399;254.54;260.92;5.257667;4.3;;;;;;;;;85.1;0.853082;225.16;218.45;6.232817;5.3;;85.1;0.853082;225.16;218.45;6.232817;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305406;Sapucaia;1227720.856;69249.3;1115045.425;62893.87;1000567.276;54765.59;43377.664;197878.695;395229.053;164784.03;801269.442;199297.834;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;7;True;87.9;0.882647;266.15;263.58;5.4955;4.9;;91.1;0.916364;264.17;267.7;4.407252;4.0;;86.2;0.859266;247.33;242.18;4.825167;4.1;;91.1;0.916364;264.17;267.7;4.407252;4.0;;87.2;0.874486;256.15;252.21;5.139333;4.5;;;;;;;;;90.7;0.905782;217.91;210.58;5.951368;5.4;;90.7;0.905782;217.91;210.58;5.951368;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305505;Saquarema;64701140.278;722441.52;75409090.176;842004.6;42178159.132;458767.42;22406.714;31852883.027;8961974.001;921585.542;41758849.284;419309.847;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;92.3;0.925076;270.06;272.29;5.705833;5.3;;80.2;0.806945;259.83;268.84;4.363363;3.5;;;;;;;;;80.2;0.806945;259.83;268.84;4.363363;3.5;;92.3;0.925076;270.06;272.29;5.705833;5.3;;;;;;;;;92.2;0.921558;234.39;224.68;6.522235;6.0;;92.2;0.921558;234.39;224.68;6.522235;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305554;Seropédica;3760076.051;46653.38;4240104.286;52609.36;4777005.423;56976.96;18302.562;666093.867;2493578.982;743217.834;3921193.245;855812.177;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;89.2;0.892209;239.13;244.68;4.730167;4.2;;89.9;0.900767;261.69;272.07;4.43784;4.0;;;;;;;;;90.2;0.90454;268.8;278.8;4.638448;4.2;;89.2;0.892209;239.13;244.68;4.730167;4.2;;;;;;;;;89.4;0.893197;203.7;199.39;5.47673;4.9;;89.4;0.893197;203.7;199.39;5.47673;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305604;Silva Jardim;705912.311;33060.71;646129.04;30260.82;602627.267;27675.19;48909.047;91998.795;147440.732;255792.554;544141.128;58486.139;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Construção;6;True;82.5;0.826432;245.2;245.51;4.845167;4.0;;84.2;0.845605;253.39;257.03;4.096117;3.5;;;;;;;;;84.2;0.845605;253.39;257.03;4.096117;3.5;;82.5;0.826432;245.2;245.51;4.845167;4.0;;;;;;;;;88.7;0.887884;212.02;197.62;5.603327;5.0;;88.7;0.887884;212.02;197.62;5.603327;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305703;Sumidouro;733840.978;48259.96;675214.891;44404.5;600249.613;38210.56;197886.865;28706.879;91182.695;147972.549;465748.988;134500.625;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;84.8;0.855998;272.41;291.11;4.873432;4.2;;89.2;0.888066;278.54;272.94;5.858;5.2;;84.8;0.855998;272.41;291.11;4.873432;4.2;;87.2;0.870266;278.54;272.94;5.858;5.1;;;;;;;;;89.2;0.888795;207.43;189.93;5.375913;4.8;;89.2;0.888795;207.43;189.93;5.375913;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305752;Tanguá;858814.524;27627.05;807845.289;25987.43;694534.307;19901.84;17471.851;46115.703;250445.494;324058.049;638091.097;56443.21;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;82.6;0.828135;243.95;248.6;4.875833;4.0;;77.4;0.778692;257.6;263.97;4.259138;3.3;;;;;;;;;77.4;0.778692;257.6;263.97;4.259138;3.3;;82.6;0.828135;243.95;248.6;4.875833;4.0;;;;;;;;;89.9;0.896789;209.29;200.32;5.600319;5.0;;89.9;0.896789;209.29;200.32;5.600319;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305802;Teresópolis;7104545.886;43025.78;6247785.407;37837.16;5923899.314;31879.77;360916.714;540709.311;2896452.996;1484732.549;5282811.571;641087.743;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;92.0;0.919901;245.08;251.19;4.937833;4.5;;83.3;0.836855;261.65;270.47;4.413326;3.7;;86.5;0.865941;240.65;249.14;4.829833;4.2;;83.3;0.836855;261.65;270.47;4.413326;3.7;;91.4;0.914396;244.41;250.88;4.9215;4.5;;;;;;;;;97.6;0.975923;218.18;209.97;5.94543;5.8;;97.6;0.975923;218.18;209.97;5.94543;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3305901;Trajano de Moraes;290438.917;28192.48;277259.881;26913.21;242013.252;22717.85;33405.36;7802.012;57835.078;116037.197;215079.647;26933.606;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;;;;;;;;99.4;0.993982;271.78;277.17;4.655901;4.6;;93.1;0.932759;249.26;247.86;4.952;4.6;;99.4;0.993982;271.78;277.17;4.655901;4.6;;91.7;0.91964;249.26;247.86;4.952;4.6;;;;;;;;;92.7;0.929128;225.51;205.96;6.012406;5.6;;92.7;0.929128;225.51;205.96;6.012406;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3306008;Três Rios;6017636.329;76808.47;5499387.105;70193.59;6348139.819;76977.01;17386.137;2831277.028;1907627.126;743762.334;5500052.626;848087.193;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;91.6;0.916114;251.72;253.86;5.093;4.7;;83.0;0.830983;255.97;260.46;4.1837;3.5;;88.5;0.882628;233.03;237.3;4.5055;4.0;;83.0;0.830983;255.97;260.46;4.1837;3.5;;90.4;0.903065;244.19;247.19;4.856333;4.4;;;;;;;;;97.1;0.971466;222.79;212.08;6.07177;5.9;;97.1;0.971466;222.79;212.08;6.07177;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3306107;Valença;3104488.799;45595.24;3044053.861;44928.69;3122592.298;40447.04;71900.303;1166620.418;980434.78;614179.248;2833134.748;289457.55;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;82.8;0.834226;241.96;248.45;4.840167;4.0;;91.9;0.919144;273.01;279.45;4.707308;4.3;;88.3;0.843711;259.3;263.58;5.381333;4.5;;91.5;0.915581;274.65;280.92;4.752347;4.4;;84.0;0.838351;249.31;254.87;5.069667;4.3;;;;;;;;;83.6;0.835275;217.29;204.68;5.832263;4.9;;83.6;0.835275;217.29;204.68;5.832263;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3306156;Varre-Sai;407915.097;39964.25;399232.143;39113.56;264148.878;23567.89;45669.435;14616.55;56643.268;108067.443;224996.696;39152.183;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;;;;;;;;92.6;0.930959;256.5;254.52;4.102222;3.8;;85.5;0.856119;231.86;228.63;4.3415;3.7;;92.6;0.930959;256.5;254.52;4.102222;3.8;;91.5;0.908096;231.86;228.63;4.3415;3.9;;;;;;;;;95.9;0.958131;212.68;202.42;5.703195;5.5;;95.9;0.958131;212.68;202.42;5.703195;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3306206;Vassouras;1472879.543;43350.59;1344715.145;39578.38;1321254.423;35458.49;36232.678;222718.603;578648.908;353439.827;1191040.016;130214.407;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;7;True;91.7;0.920177;223.77;225.75;4.158667;3.8;;83.7;0.845123;277.88;287.55;4.896964;4.1;;81.5;0.815711;252.15;259.55;5.195;4.2;;83.7;0.845123;277.88;287.55;4.896964;4.1;;85.5;0.856922;246.92;253.32;5.004;4.3;;;;;;;;;95.1;0.950648;211.19;201.52;5.658396;5.4;;95.1;0.950648;211.19;201.52;5.658396;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;33;RJ;Rio de Janeiro;3306305;Volta Redonda;15307614.873;58523.62;15472606.815;59149.67;19671203.292;71551.16;8048.146;8507258.565;5640206.197;2245477.459;16400990.368;3270212.925;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;93.8;0.938284;273.08;274.37;5.790833;5.4;;87.6;0.877838;274.4;285.42;4.816201;4.2;;;;;;;;;87.9;0.877838;274.4;285.42;4.816201;4.2;;93.8;0.938792;273.08;274.37;5.790833;5.4;;;;;;;;;91.0;0.911416;237.86;229.1;6.66882;6.1;;91.0;0.911416;237.86;229.1;6.66882;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
