region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4
3;Sudeste;31;MG;Minas Gerais;3115474;Catuti;70828.424;14945.86;63502.878;13400.06;56837.881;11496.34;8850.972;2102.864;14254.245;29902.574;55110.654;1727.227;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;93.4;0.939038;252.98;256.43;4.081377;3.8;;93.4;0.939038;252.98;256.43;4.081377;3.8;;100.0;1.0;251.37;257.47;5.147333;5.1;;100.0;1.0;251.37;257.47;5.147333;5.1;;100.0;1.0;226.73;206.41;6.04387;6.0;;100.0;1.0;226.73;206.41;6.04387;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3115508;Caxambu;464910.514;22079.72;403602.655;19168.06;371251.642;17214.67;4114.692;26170.004;210935.791;102847.147;344067.635;27184.007;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;90.2;0.906168;258.65;262.97;4.258916;3.9;;90.2;0.906168;258.65;262.97;4.258916;3.9;;93.2;0.931336;247.84;257.17;5.0835;4.7;;93.2;0.931336;247.84;257.17;5.0835;4.7;;97.2;0.970892;228.39;218.28;6.291368;6.1;;97.4;0.973884;222.94;214.11;6.111542;6.0;;;;;;;;;98.5;0.986526;199.53;196.2;5.33915;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3115607;Cedro do Abaeté;27974.963;25878.78;24732.525;22879.3;22396.128;19474.89;4871.435;768.933;5408.999;10687.128;21736.496;659.632;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;1.0;232.39;209.7;6.211704;6.2;;100.0;1.0;232.39;209.7;6.211704;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3115706;Central de Minas;100033.962;16210.33;90002.815;14584.8;87042.746;12330.75;7154.954;3502.731;36061.379;34462.449;81181.512;5861.233;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;93.8;0.947707;262.75;273.25;4.470392;4.2;;93.8;0.947707;262.75;273.25;4.470392;4.2;;98.1;0.980966;239.21;241.0;4.670167;4.6;;98.1;0.980966;239.21;241.0;4.670167;4.6;;100.0;1.0;234.6;220.76;6.45497;6.5;;100.0;1.0;228.46;216.76;6.265067;6.3;;;;;;;;;100.0;1.0;209.65;204.54;5.683916;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3115805;Centralina;448883.432;43978.0;435047.79;42622.49;351125.237;33948.1;112549.865;13009.926;145931.419;50200.34;321691.55;29433.687;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;82.2;0.822263;260.38;273.89;4.446686;3.7;;82.2;0.822263;260.38;273.89;4.446686;3.7;;91.7;0.917681;245.19;245.32;4.841833;4.4;;86.9;0.871137;242.25;244.26;4.775167;4.2;;99.8;0.997577;227.68;211.51;6.154727;6.1;;99.8;0.998187;228.16;208.63;6.111524;6.1;;82.7;0.831219;239.94;243.43;4.722833;3.9;;100.0;1.0;229.16;202.61;6.021153;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3115904;Chácara;62303.794;20261.4;53962.412;17548.75;47144.785;14659.45;5965.613;2792.578;15890.277;20703.233;45351.702;1793.083;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;82.8;0.838949;252.74;252.45;4.018425;3.4;;82.8;0.838949;252.74;252.45;4.018425;3.4;;;;;;;;;92.8;0.931567;245.04;250.75;4.929833;4.6;;;;;;;;;;;;;;;;92.8;0.931567;245.04;250.75;4.929833;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116001;Chalé;139735.953;23001.8;139717.017;22998.69;114190.871;20051.07;24671.602;20141.476;32967.276;29456.608;107236.962;6953.908;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;7;True;89.4;0.891848;271.67;277.79;4.663637;4.2;;89.4;0.891848;271.67;277.79;4.663637;4.2;;99.3;0.992066;258.87;253.21;5.201333;5.2;;99.4;0.99389;258.87;253.21;5.201333;5.2;;100.0;1.0;200.22;202.56;5.467954;5.5;;100.0;1.0;207.32;206.42;5.673632;5.7;;;;;;;;;100.0;1.0;214.43;210.29;5.879683;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116100;Chapada do Norte;121416.36;11745.8;107816.533;10430.16;111106.167;7245.74;9747.358;2798.551;28007.703;67398.157;107951.77;3154.398;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;96.9;0.969905;265.7;252.49;4.201046;4.1;;96.9;0.969905;265.7;252.49;4.201046;4.1;;96.6;0.967004;256.54;252.91;5.1575;5.0;;96.6;0.967004;256.54;252.91;5.1575;5.0;;100.0;1.0;210.89;194.9;5.532307;5.5;;100.0;1.0;210.89;194.9;5.532307;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116159;Chapada Gaúcha;581136.991;47036.58;408892.107;33095.27;403132.561;28355.67;167954.306;12310.249;119277.55;71358.422;370900.527;32232.034;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;8;True;90.8;0.908301;253.62;256.55;4.092162;3.7;;90.8;0.908301;253.62;256.55;4.092162;3.7;;95.3;0.950406;240.9;240.4;4.688333;4.5;;96.6;0.965115;245.25;246.77;4.867;4.7;;99.8;0.997168;206.84;191.64;5.395745;5.4;;99.5;0.99517;206.96;192.1;5.406398;5.4;;98.8;0.988177;265.74;276.73;5.707833;5.6;;98.3;0.981942;207.14;192.86;5.423652;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116209;Chiador;47110.405;16825.14;43149.683;15410.6;37246.518;14018.26;5728.675;1219.895;11501.668;17371.927;35822.164;1424.354;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;2;True;;;;;;;;;;;;;;;;;;;;;;93.8;0.94025;233.65;240.66;4.571833;4.3;;;;;;;;;;;;;;;;93.8;0.94025;233.65;240.66;4.571833;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116308;Cipotânea;80891.274;14494.05;73126.387;13102.74;73286.98;10760.09;9276.877;4925.841;23672.516;32354.955;70230.189;3056.79;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;86.9;0.871361;258.44;260.56;4.219888;3.7;;86.9;0.871361;258.44;260.56;4.219888;3.7;;91.1;0.911008;245.8;234.48;4.671333;4.3;;91.1;0.911008;245.8;234.48;4.671333;4.3;;;;;;;;;100.0;1.0;250.45;232.89;6.977997;7.0;;;;;;;;;100.0;1.0;250.45;232.89;6.977997;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116407;Claraval;261983.45;56243.76;222237.225;47710.87;181971.492;37342.81;40499.048;52485.658;44195.448;27345.802;164525.956;17445.536;Indústrias de transformação;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;89.9;0.901505;251.01;248.74;3.938588;3.6;;89.9;0.901505;251.01;248.74;3.938588;3.6;;96.9;0.967371;265.1;271.23;5.6055;5.4;;96.9;0.967371;265.1;271.23;5.6055;5.4;;99.7;0.996141;224.27;215.89;6.169287;6.1;;99.7;0.996141;224.27;215.89;6.169287;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116506;Claro dos Poções;113053.412;15776.36;103826.524;14488.77;83711.607;11194.38;16941.823;3968.339;21610.689;37788.255;80309.105;3402.502;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;85.7;0.863454;257.05;266.27;4.285845;3.7;;85.7;0.863454;257.05;266.27;4.285845;3.7;;89.9;0.90048;239.98;239.97;4.665833;4.2;;89.9;0.90048;239.98;239.97;4.665833;4.2;;100.0;1.0;217.56;212.62;5.981779;6.0;;100.0;1.0;217.56;212.62;5.981779;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116605;Cláudio;1426309.747;47293.01;1275084.483;42278.74;1117593.155;38414.5;63594.446;344830.648;397074.35;142788.71;948288.154;169305.001;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;93.5;0.939729;281.29;287.42;4.942911;4.6;;93.5;0.939729;281.29;287.42;4.942911;4.6;;96.7;0.967174;265.13;258.15;5.388;5.2;;97.7;0.977712;260.49;254.03;5.242;5.1;;100.0;1.0;236.11;221.35;6.494514;6.5;;100.0;1.0;236.11;221.35;6.494514;6.5;;100.0;1.0;246.36;241.49;4.7975;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116704;Coimbra;149609.32;21021.4;151928.285;21347.24;139786.795;18318.28;30316.332;9817.797;51562.858;35801.435;127498.422;12288.373;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;91.2;0.913471;284.04;288.56;4.998601;4.6;;91.2;0.913471;284.04;288.56;4.998601;4.6;;94.4;0.938953;269.67;270.66;5.672167;5.3;;94.4;0.938953;269.67;270.66;5.672167;5.3;;100.0;1.0;239.29;217.65;6.487929;6.5;;100.0;1.0;239.29;217.65;6.487929;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116803;Coluna;134747.624;16507.12;129330.222;15843.47;121199.153;13757.0;19687.388;5164.635;45747.556;41676.418;112275.997;8923.156;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;81.5;0.807419;271.51;258.21;4.368276;3.5;;81.5;0.807419;271.51;258.21;4.368276;3.5;;89.9;0.899993;241.74;246.37;4.801833;4.3;;89.9;0.899993;241.74;246.37;4.801833;4.3;;100.0;1.0;196.65;183.06;5.045279;5.0;;100.0;1.0;224.82;220.25;6.259056;6.3;;;;;;;;;100.0;1.0;236.09;235.13;6.744678;6.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3116902;Comendador Gomes;225389.957;81280.19;170475.429;61476.89;154777.439;49481.28;91934.066;5376.9;27966.132;22891.74;148168.838;6608.601;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;93.1;0.929069;282.15;289.49;4.985978;4.6;;93.1;0.929069;282.15;289.49;4.985978;4.6;;;;;;;;;97.9;0.975193;262.13;258.54;5.3445;5.2;;100.0;1.0;210.82;200.65;5.635517;5.6;;100.0;1.0;210.82;200.65;5.635517;5.6;;97.9;0.975193;262.13;258.54;5.3445;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117009;Comercinho;84176.078;12639.05;77172.227;11587.42;68103.583;10281.34;6389.46;2185.374;20096.449;36711.611;65382.894;2720.689;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;87.5;0.881505;269.25;256.81;4.315576;3.8;;87.5;0.881505;269.25;256.81;4.315576;3.8;;84.2;0.841745;234.67;232.39;4.451;3.7;;87.4;0.872401;234.67;232.39;4.451;3.9;;100.0;1.0;185.01;184.27;4.845142;4.8;;100.0;1.0;185.01;184.27;4.845142;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117108;Conceição da Aparecida;325806.067;31415.11;340024.864;32786.12;274187.309;26488.97;106234.989;11048.721;88947.559;51505.719;257736.988;16450.322;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;4;True;;;;;;;;;;;;;;;93.4;0.934781;260.5;267.41;5.465167;5.1;;93.4;0.934781;260.5;267.41;5.465167;5.1;;99.7;0.996759;242.21;231.0;6.786381;6.8;;99.7;0.996759;242.21;231.0;6.786381;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117207;Conceição das Pedras;78789.51;28423.34;78460.543;28304.67;61046.91;21694.0;23760.534;2036.71;15332.758;17632.359;58762.361;2284.549;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;1.0;232.67;210.87;6.23832;6.2;;100.0;1.0;232.67;210.87;6.23832;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117306;Conceição das Alagoas;1782238.407;62796.89;1363980.435;48059.63;1318008.968;45792.82;415017.269;208096.323;425582.154;143709.033;1192404.778;125604.19;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Indústrias de transformação;8;True;87.4;0.87872;258.46;260.09;4.213133;3.7;;87.4;0.87872;258.46;260.09;4.213133;3.7;;96.2;0.963172;229.65;225.92;4.2595;4.1;;98.4;0.983984;237.17;235.33;4.541667;4.5;;99.8;0.997588;206.17;201.69;5.565686;5.6;;99.8;0.99779;206.43;201.3;5.563557;5.6;;100.0;1.0;243.61;243.38;4.783167;4.8;;100.0;1.0;209.54;196.57;5.536908;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117405;Conceição de Ipanema;91447.329;20741.06;92884.445;21067.01;81006.463;17683.14;21268.578;19791.228;12935.407;25230.824;79226.037;1780.425;Administração, defesa, educação e saúde públicas e seguridade social;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços;4;True;97.5;0.976357;246.15;247.14;3.846378;3.8;;97.5;0.976357;246.15;247.14;3.846378;3.8;;100.0;1.0;258.34;260.84;5.319667;5.3;;98.5;0.984166;258.34;260.84;5.319667;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117504;Conceição do Mato Dentro;3194400.721;137909.63;3542338.082;152937.49;9050952.928;519036.18;21947.374;7129218.984;1669366.47;139581.257;8960114.085;90838.843;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;81.1;0.820942;256.57;263.16;4.232546;3.5;;81.1;0.820942;256.57;263.16;4.232546;3.5;;83.0;0.824284;246.97;247.67;4.910667;4.0;;84.2;0.837304;247.18;247.76;4.915667;4.1;;99.9;0.999197;220.56;205.65;5.912304;5.9;;99.9;0.999399;216.77;202.97;5.791248;5.8;;97.2;0.972232;249.7;248.79;4.974833;4.8;;100.0;1.0;203.13;193.32;5.355489;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117603;Conceição do Pará;313543.484;57902.77;373924.556;69053.47;493948.377;88871.6;23387.055;285849.412;108489.489;36038.729;453764.685;40183.692;Indústrias extrativas;Indústrias de transformação;Demais serviços;6;True;83.5;0.838552;262.97;275.43;4.506117;3.8;;83.5;0.838552;262.97;275.43;4.506117;3.8;;92.7;0.921143;263.02;261.44;5.407667;5.0;;93.7;0.932107;263.02;261.44;5.407667;5.0;;;;;;;;;100.0;1.0;235.97;226.86;6.592024;6.6;;;;;;;;;100.0;1.0;235.97;226.86;6.592024;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117702;Conceição do Rio Verde;352054.354;28072.27;366160.513;29197.07;343556.228;25024.13;140658.35;17578.217;106290.3;62912.794;327439.66;16116.567;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;4;True;;;;;;;;;;;;;;;92.8;0.926715;242.34;246.86;4.82;4.5;;92.8;0.926715;242.34;246.86;4.82;4.5;;97.2;0.972549;220.54;209.53;5.982468;5.8;;97.2;0.972549;220.54;209.53;5.982468;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117801;Conceição dos Ouros;308533.225;28357.83;259018.363;23806.83;224989.825;18983.28;11345.178;55826.079;77972.359;55436.435;200580.05;24409.774;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;93.5;0.938797;299.88;287.38;5.203408;4.9;;93.5;0.938797;299.88;287.38;5.203408;4.9;;95.4;0.954729;257.57;252.21;5.163;4.9;;95.9;0.960105;257.57;252.21;5.163;5.0;;100.0;1.0;253.12;228.19;6.943496;6.9;;100.0;1.0;253.12;228.19;6.943496;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117836;Cônego Marinho;78704.701;10875.32;69322.849;9578.95;63477.594;8211.85;5853.874;1520.652;15136.001;39378.316;61888.843;1588.751;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;94.9;0.948145;259.13;257.58;4.184969;4.0;;94.9;0.948145;259.13;257.58;4.184969;4.0;;95.5;0.956415;238.56;243.87;4.707167;4.5;;96.2;0.961487;238.56;243.87;4.707167;4.5;;;;;;;;;100.0;1.0;218.55;206.21;5.884127;5.9;;;;;;;;;100.0;1.0;218.55;206.21;5.884127;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117876;Confins;1617016.921;220002.3;780843.114;106237.16;485672.189;70725.53;387.016;38059.236;334716.102;50324.921;423487.275;62184.913;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;93.5;0.946816;253.81;253.03;4.042136;3.8;;93.5;0.946816;253.81;253.03;4.042136;3.8;;89.2;0.897052;248.46;262.88;5.189;4.7;;92.3;0.91833;254.29;266.16;5.340833;4.9;;99.8;0.997577;215.08;216.6;6.006815;6.0;;99.8;0.997577;215.08;216.6;6.006815;6.0;;97.0;0.964617;262.51;270.78;5.554833;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3117900;Congonhal;274057.13;24727.7;241164.372;21759.85;220463.772;18057.48;18052.251;22203.509;98212.968;59284.133;197752.86;22710.912;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;94.1;0.943692;270.89;271.46;4.557922;4.3;;94.1;0.943692;270.89;271.46;4.557922;4.3;;98.1;0.981189;245.02;244.93;4.8325;4.7;;98.1;0.981189;245.02;244.93;4.8325;4.7;;95.1;0.951986;227.57;222.73;6.356628;6.1;;95.1;0.951986;227.57;222.73;6.356628;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3118007;Congonhas;7693793.903;145467.84;8477571.439;160286.85;7677447.326;137499.95;3825.322;5068164.234;1535347.456;413530.806;7020867.818;656579.508;Indústrias de transformação;Indústrias extrativas;Demais serviços;8;True;89.0;0.895689;266.81;267.5;4.441337;4.0;;89.8;0.902732;280.8;278.37;4.80055;4.3;;88.9;0.887224;257.93;265.21;5.385667;4.8;;86.2;0.86315;255.18;258.65;5.2305;4.5;;95.9;0.961088;225.82;214.15;6.167231;5.9;;95.9;0.961088;225.82;214.15;6.167231;5.9;;85.9;0.860908;254.74;257.61;5.205833;4.5;;;;;;;;;93.4;0.935677;342.36;326.21;6.381324;6.0;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3118106;Congonhas do Norte;63888.712;13224.74;55202.556;11426.73;49287.97;9765.8;5423.29;1370.542;15021.516;25380.974;47196.322;2091.647;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;;;;;;;;;;;;;;;97.3;0.974272;230.18;227.36;4.292333;4.2;;97.3;0.974272;230.18;227.36;4.292333;4.2;;99.6;0.995935;233.27;210.12;6.236134;6.2;;99.6;0.995935;233.27;210.12;6.236134;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3118205;Conquista;671619.125;100331.51;534105.287;79788.66;490051.082;70037.31;158527.457;179927.081;85273.468;45563.479;469291.484;20759.598;Agricultura, inclusive apoio à agricultura e a pós colheita;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços;6;True;76.5;0.779254;247.12;255.18;3.980361;3.1;;76.5;0.779254;247.12;255.18;3.980361;3.1;;87.6;0.879563;251.79;252.66;5.074167;4.5;;87.6;0.879563;251.79;252.66;5.074167;4.5;;95.2;0.94707;209.04;202.35;5.632457;5.3;;95.2;0.94707;209.04;202.35;5.632457;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3118304;Conselheiro Lafaiete;3482647.959;26459.67;2998868.601;22784.12;3117736.194;23875.33;21354.446;641933.792;1555477.435;619394.042;2838159.715;279576.479;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;10;True;89.0;0.894843;282.82;292.91;5.046585;4.5;;89.6;0.900469;289.29;297.83;5.211109;4.7;;87.4;0.873261;260.96;264.65;5.426833;4.7;;86.3;0.862505;274.09;276.12;5.836833;5.0;;96.6;0.965842;243.09;230.05;6.785902;6.6;;97.4;0.974616;244.87;232.53;6.864963;6.7;;85.1;0.852109;288.86;289.01;6.297833;5.4;;99.8;0.997992;248.25;237.24;7.015103;7.0;;91.1;0.904871;342.71;330.61;6.452108;5.8;;;;;;;;;;;;;;;;93.2;0.930682;298.86;311.31;5.547315;5.2;
