region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4
3;Sudeste;31;MG;Minas Gerais;3100104;Abadia dos Dourados;190396.516;30356.59;179485.464;28616.94;176730.073;25168.05;75110.576;10609.966;43375.457;38585.978;167681.977;9048.095;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;93.5;0.937587;266.13;286.53;4.716666;4.4;;93.5;0.937587;266.13;286.53;4.716666;4.4;;94.1;0.937612;257.77;264.06;5.363833;5.0;;94.1;0.937612;257.77;264.06;5.363833;5.0;;100.0;1.0;227.42;215.17;6.216311;6.2;;100.0;1.0;227.42;215.17;6.216311;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100203;Abaeté;641970.992;28311.84;569165.637;25101.02;541135.868;23261.65;127033.876;40594.899;220366.054;108966.05;496960.879;44174.989;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;8;True;77.9;0.785322;286.41;289.86;5.051348;4.0;;77.9;0.785322;286.41;289.86;5.051348;4.0;;87.0;0.869275;278.98;279.78;5.979333;5.2;;83.9;0.840055;273.28;274.73;5.800167;4.9;;99.4;0.993389;218.92;205.1;5.871006;5.8;;99.2;0.992765;235.63;217.38;6.413172;6.4;;77.8;0.783563;257.55;260.78;5.3055;4.2;;99.1;0.991882;254.46;231.23;7.024341;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100302;Abre Campo;331512.387;23803.57;301984.737;21683.4;262668.33;19552.5;66751.611;14006.53;100226.086;61422.445;242406.671;20261.658;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;90.0;0.906788;278.99;272.71;4.690398;4.3;;90.0;0.906788;278.99;272.71;4.690398;4.3;;94.6;0.945952;250.89;247.29;4.969667;4.7;;93.1;0.930881;250.89;247.29;4.969667;4.6;;;;;;;;;98.9;0.98897;236.54;224.02;6.551266;6.5;;;;;;;;;99.6;0.99638;236.54;224.02;6.551266;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100401;Acaiaca;85065.9;21761.55;75588.102;19336.94;64892.356;16243.39;3563.593;12306.954;22200.75;23345.463;61416.761;3475.596;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias extrativas;6;True;89.4;0.897228;266.74;266.99;4.432719;4.0;;89.4;0.897228;266.74;266.99;4.432719;4.0;;95.2;0.948656;243.64;257.62;5.021;4.8;;95.2;0.948656;243.64;257.62;5.021;4.8;;100.0;1.0;232.98;223.47;6.473327;6.5;;100.0;1.0;232.98;223.47;6.473327;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100500;Açucena;172093.758;19243.4;158448.9;17717.65;165795.99;17885.22;21964.548;75035.537;24500.72;41343.003;162843.808;2952.181;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;88.7;0.887324;257.4;252.82;4.089413;3.6;;88.7;0.887324;257.4;252.82;4.089413;3.6;;89.4;0.895434;246.18;246.16;4.872333;4.4;;89.1;0.891701;246.18;246.16;4.872333;4.3;;;;;;;;;99.3;0.993737;222.87;214.64;6.119842;6.1;;;;;;;;;100.0;1.0;222.87;214.64;6.119842;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100609;Água Boa;235422.116;18700.62;223378.515;17743.94;192064.905;14420.37;56490.598;7669.372;54780.869;63873.615;182814.454;9250.451;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;90.9;0.913562;266.41;267.89;4.441557;4.1;;90.9;0.913562;266.41;267.89;4.441557;4.1;;95.9;0.959954;246.57;251.09;4.961;4.8;;95.9;0.959954;246.57;251.09;4.961;4.8;;;;;;;;;100.0;1.0;210.53;197.31;5.569255;5.6;;;;;;;;;100.0;1.0;210.53;197.31;5.569255;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100708;Água Comprida;330940.253;156992.53;238190.686;112993.68;230005.138;115813.26;154963.363;9949.164;39703.55;20053.535;224669.612;5335.526;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;97.8;0.975157;258.16;264.06;4.268351;4.2;;97.8;0.975157;258.16;264.06;4.268351;4.2;;93.0;0.936037;268.5;268.18;5.611333;5.3;;93.0;0.936037;268.5;268.18;5.611333;5.3;;98.5;0.984026;221.15;207.44;5.956109;5.9;;98.5;0.984026;221.15;207.44;5.956109;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100807;Aguanil;111493.611;25589.54;110897.644;25452.75;94598.101;20758.85;33972.85;3193.004;26809.425;27140.709;91115.988;3482.113;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;88.5;0.887998;275.28;288.86;4.880058;4.3;;88.5;0.887998;275.28;288.86;4.880058;4.3;;97.8;0.97857;266.37;269.98;5.605833;5.5;;97.8;0.97857;266.37;269.98;5.605833;5.5;;100.0;1.0;241.65;229.92;6.756058;6.8;;100.0;1.0;241.65;229.92;6.756058;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3100906;Águas Formosas;362825.731;19667.48;310640.891;16836.9;287546.392;14910.37;21207.082;24021.94;128787.557;91588.988;265605.567;21940.825;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;83.5;0.842196;263.01;270.01;4.425541;3.7;;83.5;0.842196;263.01;270.01;4.425541;3.7;;90.1;0.899143;233.51;235.09;4.476667;4.0;;90.5;0.903355;233.51;235.09;4.476667;4.0;;;;;;;;;99.9;0.999197;208.1;198.41;5.542881;5.5;;;;;;;;;99.9;0.998996;208.1;198.41;5.542881;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101003;Águas Vermelhas;278389.902;19832.58;290803.105;20716.9;236693.731;17332.58;52991.442;8903.823;88300.49;65954.424;216150.179;20543.552;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;87.0;0.875747;267.26;261.49;4.357687;3.8;;87.0;0.875747;267.26;261.49;4.357687;3.8;;91.0;0.908032;247.87;254.44;5.0385;4.6;;91.0;0.908032;247.87;254.44;5.0385;4.6;;100.0;1.0;215.1;207.19;5.836105;5.8;;100.0;1.0;215.1;207.19;5.836105;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101102;Aimorés;793375.795;31397.2;723559.561;28634.28;637982.739;25401.45;62403.461;198204.927;218161.917;122602.555;601372.86;36609.879;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;88.7;0.892878;266.91;271.11;4.496783;4.0;;88.7;0.892878;266.91;271.11;4.496783;4.0;;92.7;0.926345;251.92;256.91;5.147167;4.8;;95.0;0.949717;252.31;258.23;5.175667;4.9;;99.9;0.99839;219.95;215.43;6.078481;6.1;;99.6;0.995582;214.62;206.52;5.814763;5.8;;99.5;0.994974;253.11;260.97;5.234667;5.2;;99.3;0.99294;210.99;200.47;5.635489;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101201;Aiuruoca;154421.875;24774.89;133881.725;21479.5;128545.751;21607.96;36086.111;3032.313;51240.177;31536.171;121894.771;6650.98;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;84.4;0.853985;300.5;300.71;5.411667;4.6;;84.4;0.853985;300.5;300.71;5.411667;4.6;;95.5;0.954006;285.51;281.11;6.110333;5.8;;96.0;0.958849;285.51;281.11;6.110333;5.9;;96.3;0.958597;244.76;234.82;6.9045;6.6;;96.3;0.958597;244.76;234.82;6.9045;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101300;Alagoa;63839.679;23222.87;51305.672;18663.39;47699.152;17952.26;12807.848;2783.566;12137.637;17906.919;45635.97;2063.182;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;91.7;0.924846;322.62;297.25;5.670544;5.2;;91.7;0.924846;322.62;297.25;5.670544;5.2;;;;;;;;;96.8;0.956898;285.97;270.79;5.946;5.7;;92.7;0.925685;236.03;229.57;6.642442;6.1;;92.7;0.925685;236.03;229.57;6.642442;6.1;;96.8;0.956898;285.97;270.79;5.946;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101409;Albertina;90906.241;30794.8;176971.584;60092.22;153934.928;51056.36;18311.194;6168.609;76542.771;20671.727;121694.301;32240.627;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;94.3;0.945641;298.16;299.11;5.354849;5.1;;94.3;0.945641;298.16;299.11;5.354849;5.1;;;;;;;;;98.2;0.981382;263.54;251.79;5.2555;5.2;;98.0;0.980661;216.93;207.1;5.869393;5.8;;98.0;0.980661;216.93;207.1;5.869393;5.8;;98.2;0.981382;263.54;251.79;5.2555;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101508;Além Paraíba;1045758.927;34044.96;915497.548;29804.26;971558.229;27415.72;13246.91;330854.988;404540.467;163827.62;912469.986;59088.243;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;7;True;89.6;0.903816;261.51;252.16;4.137258;3.7;;89.6;0.903816;261.51;252.16;4.137258;3.7;;91.8;0.918237;230.69;234.96;4.4275;4.1;;89.1;0.89227;234.87;239.88;4.579167;4.1;;99.7;0.997393;210.52;199.64;5.611428;5.6;;99.7;0.997393;210.52;199.64;5.611428;5.6;;77.9;0.777856;253.4;261.64;5.250667;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101607;Alfenas;3669898.617;46472.06;3891810.992;49282.15;3486906.669;43062.58;285843.836;507373.258;1759777.462;410535.762;2963530.318;523376.352;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;7;True;82.0;0.832381;267.02;275.57;4.565095;3.8;;82.0;0.832381;267.02;275.57;4.565095;3.8;;85.3;0.85309;237.95;241.17;4.652;4.0;;88.6;0.886391;245.79;247.54;4.888833;4.3;;99.9;0.998599;229.93;216.67;6.291484;6.3;;99.8;0.998199;223.62;212.62;6.097428;6.1;;;;;;;;;99.7;0.996789;217.28;208.55;5.902436;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101631;Alfredo Vasconcelos;176964.207;25532.28;154407.974;22277.88;150571.429;21351.59;43650.687;15260.033;44699.541;35289.571;138899.831;11671.597;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;;;;;;;;;;;;;;;93.0;0.929616;253.8;238.29;4.868167;4.5;;93.0;0.929616;253.8;238.29;4.868167;4.5;;100.0;1.0;228.45;214.04;6.215422;6.2;;100.0;1.0;228.45;214.04;6.215422;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101706;Almenara;813916.6;20164.42;739398.014;18318.25;674814.982;15922.96;24789.138;90777.195;311895.684;198865.376;626327.393;48487.589;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;89.2;0.896547;257.34;261.76;4.222403;3.8;;91.7;0.920167;269.98;276.28;4.617296;4.2;;87.0;0.869683;236.37;239.49;4.597667;4.0;;88.4;0.884023;235.67;240.05;4.595333;4.1;;99.3;0.993197;205.79;197.61;5.484252;5.4;;99.3;0.993197;205.79;197.61;5.484252;5.4;;91.7;0.917458;233.41;241.89;4.588333;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101805;Alpercata;112973.052;16365.79;100344.872;14536.41;94681.749;12712.37;9792.563;7803.522;32601.519;37978.255;88175.859;6505.889;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;89.0;0.897224;274.29;290.6;4.892201;4.4;;89.0;0.897224;274.29;290.6;4.892201;4.4;;84.7;0.842484;245.81;253.42;4.987167;4.2;;89.0;0.888575;245.93;249.32;4.920833;4.4;;99.0;0.989712;198.73;195.88;5.318065;5.3;;99.0;0.989712;198.73;195.88;5.318065;5.3;;95.4;0.953553;246.09;243.6;4.828167;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3101904;Alpinópolis;618617.893;33804.26;625970.619;34206.04;524181.772;26132.0;159833.334;36181.231;196491.756;92902.535;485408.855;38772.917;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;84.6;0.850273;266.35;261.9;4.351044;3.7;;84.6;0.850273;266.35;261.9;4.351044;3.7;;94.1;0.940603;253.89;256.15;5.167333;4.9;;94.1;0.940603;253.89;256.15;5.167333;4.9;;99.9;0.998996;228.33;209.69;6.134041;6.1;;99.9;0.998996;228.33;209.69;6.134041;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102001;Alterosa;332255.68;23877.52;326887.085;23491.71;296492.03;20355.08;90182.339;15297.871;104311.631;70975.082;280766.924;15725.106;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;7;True;89.0;0.893879;278.34;280.04;4.790999;4.3;;89.0;0.893879;278.34;280.04;4.790999;4.3;;96.7;0.966964;269.67;267.62;5.6215;5.4;;97.1;0.971042;269.5;266.87;5.606167;5.4;;100.0;1.0;247.22;226.76;6.804901;6.8;;100.0;1.0;247.22;226.76;6.804901;6.8;;100.0;1.0;268.48;262.36;5.514;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102050;Alto Caparaó;131678.025;22722.7;139707.422;24108.27;97092.315;16351.01;19090.075;3297.768;36212.581;32909.587;91510.01;5582.305;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;94.4;0.941991;276.7;287.89;4.885481;4.6;;94.4;0.941991;276.7;287.89;4.885481;4.6;;98.5;0.985018;259.34;269.14;5.474667;5.4;;98.5;0.985018;259.34;269.14;5.474667;5.4;;99.0;0.990879;234.71;225.24;6.538524;6.5;;99.0;0.990879;234.71;225.24;6.538524;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102100;Alto Rio Doce;222896.994;20466.16;184430.173;16934.18;180094.627;16795.17;67073.401;6715.097;49574.173;51056.357;174419.028;5675.598;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;7;True;87.9;0.879363;277.28;278.08;4.746771;4.2;;87.9;0.879363;277.28;278.08;4.746771;4.2;;90.1;0.899312;264.71;259.66;5.406167;4.9;;90.1;0.899312;264.71;259.66;5.406167;4.9;;99.2;0.992302;230.56;218.46;6.336053;6.3;;99.2;0.992958;229.43;215.14;6.254124;6.2;;;;;;;;;99.3;0.991736;226.86;207.62;6.068351;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102209;Alvarenga;64939.112;16336.88;65157.768;16400.14;54645.245;14444.95;10161.099;1950.621;15292.977;25180.327;52585.024;2060.222;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;;;;;;;;;;;;;;;87.1;0.86669;235.43;236.98;4.540167;3.9;;87.1;0.86669;235.43;236.98;4.540167;3.9;;;;;;;;;99.6;0.996347;257.56;221.15;6.900229;6.9;;;;;;;;;100.0;1.0;257.56;221.15;6.900229;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102308;Alvinópolis;402513.186;26729.08;361982.498;24037.62;340110.153;22471.76;35148.881;88901.404;104021.355;65962.266;294033.907;46076.247;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;7;True;89.8;0.899266;251.25;244.55;3.879235;3.5;;89.8;0.899266;251.25;244.55;3.879235;3.5;;95.2;0.951637;236.77;238.53;4.588333;4.4;;95.2;0.951637;236.77;238.53;4.588333;4.4;;100.0;1.0;231.55;223.38;6.4444;6.4;;99.4;0.994172;230.05;218.02;6.31832;6.3;;;;;;;;;98.7;0.987063;228.62;212.92;6.198303;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102407;Alvorada de Minas;95008.888;22844.17;77831.238;18713.93;64841.285;17986.49;11276.519;1737.672;15044.669;30293.279;58352.14;6489.146;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.2;0.926406;248.88;241.38;3.798493;3.5;;92.2;0.926406;248.88;241.38;3.798493;3.5;;82.0;0.817277;237.79;231.88;4.4945;3.7;;84.7;0.844115;237.79;231.88;4.4945;3.8;;;;;;;;;100.0;1.0;203.84;182.12;5.165402;5.2;;;;;;;;;100.0;1.0;203.84;182.12;5.165402;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102506;Amparo do Serra;71597.296;15766.86;68128.747;15003.03;55909.591;12041.7;11817.895;1996.521;15558.458;24245.632;53618.506;2291.085;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;4;True;;;;;;;;;;;;;;;98.9;0.990221;242.61;247.76;4.8395;4.8;;93.3;0.933291;242.61;247.76;4.8395;4.5;;93.7;0.941913;208.42;196.39;5.512261;5.2;;93.7;0.941913;208.42;196.39;5.512261;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102605;Andradas;1483245.48;36575.48;1339764.026;33041.43;1183259.133;28372.8;128329.349;254848.679;463663.128;197465.948;1044307.104;138952.028;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;91.6;0.918799;282.32;289.11;4.982677;4.6;;91.6;0.918799;282.32;289.11;4.982677;4.6;;97.8;0.977848;261.72;269.29;5.516833;5.4;;97.8;0.977848;261.72;269.29;5.516833;5.4;;99.9;0.998798;232.89;225.28;6.504518;6.5;;99.9;0.998798;232.89;225.28;6.504518;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102704;Cachoeira de Pajeú;146445.066;16075.2;142155.921;15604.38;125619.851;13265.03;7112.874;4003.348;57452.326;45896.879;114465.428;11154.423;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;94.2;0.947868;261.55;262.0;4.285125;4.1;;94.2;0.947868;261.55;262.0;4.285125;4.1;;92.2;0.921423;235.09;244.58;4.661167;4.3;;93.2;0.933043;235.09;244.58;4.661167;4.3;;100.0;1.0;215.15;201.95;5.741787;5.7;;100.0;1.0;215.15;201.95;5.741787;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102803;Andrelândia;340782.313;28572.34;314293.813;26351.46;292393.578;23988.32;78767.817;16641.992;112872.639;61729.088;270011.537;22382.041;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;89.0;0.898216;274.08;275.0;4.655719;4.2;;89.0;0.898216;274.08;275.0;4.655719;4.2;;;;;;;;;91.4;0.913282;267.64;273.26;5.681667;5.2;;97.4;0.971601;230.82;215.63;6.28956;6.1;;97.4;0.971601;230.82;215.63;6.28956;6.1;;91.4;0.913282;267.64;273.26;5.681667;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102852;Angelândia;193853.189;25117.02;202643.966;26256.02;144549.106;16819.77;49166.621;11779.902;35007.24;41755.345;137709.108;6839.998;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;80.2;0.801038;266.29;267.7;4.437027;3.6;;80.2;0.801038;266.29;267.7;4.437027;3.6;;96.6;0.963461;254.24;253.01;5.120833;4.9;;96.6;0.963461;254.24;253.01;5.120833;4.9;;99.8;0.997984;227.73;215.01;6.219318;6.2;;99.8;0.997984;227.73;215.01;6.219318;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;31;MG;Minas Gerais;3102902;Antônio Carlos;412676.149;37194.79;189737.885;17101.21;242348.277;21127.04;39127.57;50747.809;71893.218;57047.518;218816.115;23532.162;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;7;True;88.1;0.881407;263.68;277.63;4.549023;4.0;;88.1;0.881407;263.68;277.63;4.549023;4.0;;97.8;0.978699;240.37;244.16;4.742167;4.6;;97.8;0.978699;240.37;244.16;4.742167;4.6;;100.0;1.0;228.27;216.98;6.265441;6.3;;100.0;1.0;227.31;212.89;6.172757;6.2;;;;;;;;;100.0;1.0;225.86;206.77;6.033813;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
