region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4
3;Sudeste;32;ES;Espírito Santo;3202108;Ecoporanga;481243.171;21882.65;407119.715;18512.17;411088.445;18071.41;99785.908;60073.449;115312.608;116655.452;391827.417;19261.027;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;98.3;0.984151;261.73;255.66;5.289833;5.2;;100.0;1.0;237.05;230.64;6.681362;6.7;;99.9;0.999197;234.23;225.52;6.534455;6.5;;96.6;0.965825;261.42;259.91;4.252012;4.1;;96.6;0.965825;261.42;259.91;4.252012;4.1;;;;;;;;;99.6;0.995728;224.08;207.11;6.006025;6.0;;98.2;0.983384;261.73;255.66;5.289833;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202207;Fundão;595414.657;33052.88;471908.114;26196.74;468483.499;20934.07;37339.343;108012.927;159506.732;115714.441;420573.442;47910.057;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;7;True;99.6;0.996207;260.04;255.97;5.266833;5.2;;95.3;0.953481;219.79;210.03;5.977246;5.7;;95.3;0.953481;219.79;210.03;5.977246;5.7;;97.0;0.974085;278.71;279.68;4.790807;4.7;;97.0;0.974085;278.71;279.68;4.790807;4.7;;82.6;0.833575;251.0;249.84;5.014;4.2;;;;;;;;;87.5;0.878915;254.25;252.04;5.104833;4.5;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202256;Governador Lindenberg;428412.966;38914.79;354081.54;32162.92;334325.449;25624.7;92537.543;45066.834;104214.333;68029.294;309848.004;24477.444;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;98.0;0.979682;269.26;269.06;5.638667;5.5;;99.0;0.989096;234.71;224.72;6.529069;6.5;;99.5;0.994573;229.9;221.94;6.38673;6.4;;98.1;0.980788;281.96;280.08;4.842441;4.7;;98.1;0.980788;281.96;280.08;4.842441;4.7;;;;;;;;;100.0;1.0;223.84;218.44;6.207445;6.2;;98.0;0.979682;269.26;269.06;5.638667;5.5;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202306;Guaçuí;783590.315;26690.86;714398.953;24334.05;612498.648;19523.74;65179.547;71128.691;275429.19;151368.272;563105.701;49392.948;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;99.0;0.988361;264.18;272.79;5.616167;5.6;;98.4;0.984201;231.42;218.83;6.359192;6.3;;98.4;0.984201;231.42;218.83;6.359192;6.3;;100.0;1.0;295.69;285.13;5.110877;5.1;;100.0;1.0;295.69;285.13;5.110877;5.1;;93.5;0.934774;264.59;260.22;5.4135;5.1;;;;;;;;;94.3;0.942798;264.52;262.27;5.4465;5.1;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202405;Guarapari;3391094.556;27203.62;2801585.878;22474.54;2537476.766;19746.29;69328.596;290340.324;1317713.879;616119.939;2293502.738;243974.028;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;99.1;0.99223;266.78;268.6;5.589667;5.5;;98.7;0.98715;231.53;221.81;6.415473;6.3;;98.7;0.98715;231.53;221.81;6.415473;6.3;;95.0;0.948027;292.63;294.21;5.203827;4.9;;95.6;0.960456;278.78;284.56;4.864844;4.7;;93.0;0.93145;256.16;262.31;5.307833;4.9;;;;;;;;;93.5;0.936176;258.49;263.69;5.369667;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202454;Ibatiba;560947.126;22101.94;540861.056;21310.52;450082.553;16817.97;73201.907;24132.998;186581.089;128087.485;412003.48;38079.073;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.3;0.991996;284.2;285.08;6.154667;6.1;;96.1;0.960442;215.48;206.45;5.829903;5.6;;96.1;0.960442;215.48;206.45;5.829903;5.6;;;;;;;;;91.1;0.914782;310.2;301.52;5.560028;5.1;;86.4;0.875518;269.4;267.5;5.615;4.9;;;;;;;;;88.8;0.891334;279.81;279.87;5.994667;5.3;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202504;Ibiraçu;359706.918;30683.86;311275.302;26575.2;289513.435;22794.54;23513.128;34932.231;133339.188;67947.206;259731.753;29781.682;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;96.0;0.961711;253.4;256.74;5.169;5.0;;97.5;0.975124;223.03;211.91;6.07326;5.9;;97.6;0.975516;224.27;214.51;6.144196;6.0;;96.6;0.970142;276.33;291.6;4.935823;4.8;;96.6;0.970142;276.33;291.6;4.935823;4.8;;;;;;;;;;;;;;;;96.1;0.963812;253.4;256.74;5.169;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202553;Ibitirama;206693.236;21711.47;212491.65;22320.55;171979.73;19476.75;48474.155;6686.423;54668.477;49792.065;159621.12;12358.61;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;7;True;99.4;0.993445;274.53;274.65;5.819667;5.8;;99.9;0.998592;211.94;205.32;5.7418;5.7;;99.9;0.998794;214.57;206.17;5.807446;5.8;;98.8;0.989449;270.57;259.26;4.370792;4.3;;98.8;0.989449;270.57;259.26;4.370792;4.3;;;;;;;;;100.0;1.0;219.09;207.62;5.920069;5.9;;98.2;0.980874;274.53;274.65;5.819667;5.7;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202603;Iconha;385081.427;31241.39;336305.841;27284.26;314848.52;22356.64;37238.329;21508.874;125767.16;80499.542;265013.906;49834.614;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;98.9;0.989698;285.01;282.51;6.125333;6.1;;99.3;0.993088;241.33;237.33;6.884678;6.8;;99.3;0.993088;241.33;237.33;6.884678;6.8;;95.5;0.956274;299.59;296.58;5.337059;5.1;;95.5;0.956274;299.59;296.58;5.337059;5.1;;98.4;0.982408;264.7;261.62;5.438667;5.3;;;;;;;;;98.8;0.987672;279.38;276.72;5.935;5.9;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202652;Irupi;280697.616;20473.93;399394.288;29131.6;236221.447;17277.75;46941.843;10059.894;88375.356;71788.149;217165.241;19056.206;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;98.2;0.982499;278.89;265.24;5.7355;5.6;;95.7;0.957965;223.68;218.73;6.209664;5.9;;95.7;0.957965;223.68;218.73;6.209664;5.9;;96.9;0.973684;307.05;294.13;5.405158;5.3;;96.9;0.973684;307.05;294.13;5.405158;5.3;;89.1;0.899602;274.29;270.53;5.747;5.2;;;;;;;;;95.3;0.955084;277.78;266.52;5.738333;5.5;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202702;Itaguaçu;453183.439;33349.29;389505.25;28663.28;325863.566;23305.93;115468.826;18170.374;98504.711;75735.023;307878.934;17984.633;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;99.2;0.992168;274.05;272.57;5.777;5.7;;99.9;0.998592;247.45;234.06;6.942017;6.9;;99.9;0.998794;247.45;234.06;6.942017;6.9;;100.0;1.0;282.53;281.26;4.868111;4.9;;100.0;1.0;282.53;281.26;4.868111;4.9;;100.0;1.0;275.88;290.62;6.108333;6.1;;;;;;;;;99.3;0.993695;274.27;274.78;5.8175;5.8;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202801;Itapemirim;6134485.638;154008.98;6164004.451;154750.06;5744177.305;164321.23;116500.067;4062152.033;1096314.241;362083.728;5637050.069;107127.236;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;97.2;0.972848;265.18;263.36;5.475667;5.3;;92.4;0.925556;234.82;220.69;6.457896;6.0;;92.8;0.92948;234.82;220.69;6.457896;6.0;;96.6;0.972922;277.06;290.13;4.92407;4.8;;96.6;0.972922;277.06;290.13;4.92407;4.8;;85.0;0.853777;269.06;271.15;5.670167;4.8;;;;;;;;;87.7;0.879342;267.64;268.29;5.598833;4.9;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3202900;Itarana;441240.524;41638.25;335824.408;31690.52;266024.672;25498.39;46591.77;60745.196;85187.509;55592.17;248116.645;17908.027;Demais serviços;Construção;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.5;0.995227;269.3;242.97;5.2045;5.2;;98.9;0.989366;266.46;247.52;7.549531;7.5;;99.1;0.991308;266.46;247.52;7.549531;7.5;;98.7;0.988591;278.99;277.59;4.763452;4.7;;98.7;0.988591;278.99;277.59;4.763452;4.7;;;;;;;;;;;;;;;;99.5;0.995227;269.3;242.97;5.2045;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203007;Iúna;722976.073;25287.73;777408.468;27191.62;538441.533;18303.75;108434.873;22510.045;223170.189;141092.296;495207.403;43234.13;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;98.7;0.986947;276.06;274.64;5.845;5.8;;94.5;0.94335;223.9;213.99;6.127681;5.8;;94.9;0.947476;227.72;216.67;6.249309;5.9;;96.4;0.967473;300.09;302.48;5.432405;5.3;;96.4;0.967473;300.09;302.48;5.432405;5.3;;93.5;0.93828;259.62;261.53;5.3525;5.0;;100.0;1.0;258.63;238.33;7.233012;7.2;;97.3;0.973151;272.6;271.87;5.741167;5.6;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203056;Jaguaré;1252073.176;43277.91;1244234.068;43006.95;963633.34;30505.34;163642.108;295450.711;271762.813;174901.794;905757.426;57875.914;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;99.5;0.995475;270.43;264.39;5.580333;5.6;;96.6;0.965371;227.31;222.89;6.354575;6.1;;96.6;0.965371;227.31;222.89;6.354575;6.1;;99.4;0.993995;278.39;272.69;4.681672;4.7;;99.4;0.993995;278.39;272.69;4.681672;4.7;;91.1;0.913051;264.63;253.59;5.303667;4.8;;;;;;;;;94.2;0.942795;268.84;261.43;5.5045;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203106;Jerônimo Monteiro;218904.491;18911.84;196921.185;17012.63;172122.219;13952.84;28310.207;9900.556;59802.545;63432.263;161445.571;10676.648;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;95.4;0.955337;267.26;260.34;5.46;5.2;;98.0;0.978662;229.23;220.62;6.349944;6.2;;98.0;0.978662;229.23;220.62;6.349944;6.2;;95.8;0.959905;268.44;273.84;4.55914;4.4;;95.8;0.959905;268.44;273.84;4.55914;4.4;;97.6;0.974019;276.9;280.96;5.964333;5.8;;;;;;;;;96.3;0.962947;271.48;269.37;5.680833;5.5;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203130;João Neiva;615682.286;43730.54;689638.854;48983.51;646256.71;38527.29;19124.877;276758.868;185713.943;81755.797;563353.485;82903.225;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;;;;;;;;99.9;0.998794;234.43;224.17;6.513726;6.5;;99.9;0.998794;234.43;224.17;6.513726;6.5;;94.7;0.953574;290.2;289.31;5.096345;4.9;;94.7;0.953574;290.2;289.31;5.096345;4.9;;94.5;0.942797;269.34;269.78;5.652;5.3;;;;;;;;;94.5;0.942797;269.34;269.78;5.652;5.3;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203163;Laranja da Terra;272934.203;24601.97;225609.39;20336.16;187685.628;17188.9;62444.669;9953.804;46524.65;57204.532;176127.655;11557.973;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;8;True;99.3;0.994408;309.27;296.16;6.757167;6.7;;96.4;0.965783;250.94;237.24;7.066439;6.8;;96.9;0.969967;259.2;239.75;7.269709;7.1;;99.3;0.992558;300.82;291.81;5.282927;5.2;;99.3;0.992558;300.82;291.81;5.282927;5.2;;86.6;0.867348;290.46;292.33;6.379833;5.5;;100.0;1.0;287.83;248.43;7.973901;8.0;;94.0;0.942378;300.7;294.41;6.585167;6.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203205;Linhares;10014356.32;60043.15;7895973.059;47341.94;8036036.677;44705.5;393610.651;2824724.398;2710141.01;965162.278;6893638.337;1142398.34;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;8;True;96.5;0.96472;252.77;256.47;5.154;5.0;;96.4;0.964762;230.66;219.84;6.363052;6.1;;96.4;0.965205;230.12;219.17;6.340565;6.1;;95.4;0.956735;285.14;284.58;4.954469;4.7;;95.3;0.958166;285.14;284.58;4.954469;4.7;;91.2;0.916302;265.26;269.44;5.578333;5.1;;97.3;0.971815;217.83;204.04;5.830932;5.7;;92.7;0.929252;260.15;264.13;5.404667;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203304;Mantenópolis;250803.458;19640.05;242039.698;18953.77;203072.901;12973.42;54083.14;9230.343;53819.606;76818.814;193951.902;9120.999;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;7;True;99.1;0.990493;269.7;263.34;5.550667;5.5;;99.9;0.998794;271.91;251.98;7.734629;7.7;;99.9;0.998794;271.91;251.98;7.734629;7.7;;95.7;0.958371;285.91;287.65;5.011242;4.8;;95.7;0.958371;285.91;287.65;5.011242;4.8;;98.0;0.980914;280.72;280.54;6.021;5.9;;;;;;;;;98.8;0.987714;272.57;267.81;5.673;5.6;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203320;Marataízes;7102417.666;169391.53;7237131.475;172604.44;6659690.622;169634.75;114907.822;4862745.295;1268542.697;323783.419;6569979.233;89711.389;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;89.0;0.873037;254.3;262.35;5.2775;4.6;;94.9;0.949863;234.5;222.18;6.47888;6.2;;94.9;0.949863;234.5;222.18;6.47888;6.2;;94.7;0.951837;304.17;295.92;5.391505;5.1;;94.7;0.951837;304.17;295.92;5.391505;5.1;;88.8;0.891526;272.15;271.37;5.725333;5.1;;;;;;;;;88.8;0.891033;268.96;269.75;5.645167;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203346;Marechal Floriano;682791.41;38704.8;603569.328;34214.01;516899.514;30155.74;83746.499;57053.337;213556.293;98369.755;452725.884;64173.63;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;100.0;1.0;288.92;291.19;6.335167;6.3;;98.4;0.984623;250.23;233.23;6.97998;6.9;;98.4;0.984623;250.23;233.23;6.97998;6.9;;99.8;0.998663;315.83;311.11;5.782664;5.8;;99.8;0.998663;315.83;311.11;5.782664;5.8;;98.0;0.978762;280.8;279.03;5.997167;5.9;;;;;;;;;99.3;0.992722;286.98;288.29;6.2545;6.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203353;Marilândia;404453.022;32651.41;367195.994;30093.1;312889.98;23901.15;78311.047;26992.736;107970.905;75847.967;289122.654;23767.326;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;98.6;0.985522;259.85;260.36;5.336833;5.3;;99.9;0.998794;242.86;236.38;6.896604;6.9;;99.9;0.998794;242.86;236.38;6.896604;6.9;;95.1;0.950057;291.24;280.4;4.977568;4.7;;95.1;0.950057;291.24;280.4;4.977568;4.7;;;;;;;;;;;;;;;;99.0;0.989633;259.85;260.36;5.336833;5.3;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203403;Mimoso do Sul;702863.314;28717.6;663158.731;27095.35;607403.058;23290.89;113097.094;92517.961;222305.143;125940.366;553860.564;53542.494;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;95.9;0.957859;264.7;261.83;5.442167;5.2;;97.1;0.972345;241.5;233.79;6.823559;6.6;;97.1;0.972345;241.5;233.79;6.823559;6.6;;94.9;0.95241;286.89;285.05;4.986084;4.7;;94.9;0.95241;286.89;285.05;4.986084;4.7;;;;;;;;;;;;;;;;94.5;0.944139;264.7;261.83;5.442167;5.1;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203502;Montanha;564548.96;29870.32;484545.445;25637.33;410502.145;21657.81;90056.431;30798.63;148942.346;104168.154;373965.562;36536.583;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;91.0;0.911155;251.76;257.96;5.162;4.7;;96.0;0.961746;220.0;212.02;6.017435;5.8;;96.2;0.963393;220.0;212.02;6.017435;5.8;;;;;;;;;93.3;0.942754;273.71;283.18;4.772977;4.5;;82.9;0.83839;258.73;273.17;5.531667;4.6;;;;;;;;;87.8;0.882052;254.06;262.96;5.283667;4.7;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203601;Mucurici;136014.65;24883.76;108803.172;19905.45;96747.778;17693.45;35329.424;3851.807;19684.859;34609.8;93475.889;3271.889;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;7;True;95.1;0.952607;267.75;274.72;5.707833;5.4;;92.0;0.916983;237.4;224.55;6.577314;6.0;;92.0;0.916983;237.4;224.55;6.577314;6.0;;96.6;0.972203;273.35;274.42;4.636783;4.5;;96.6;0.972203;273.35;274.42;4.636783;4.5;;91.4;0.897892;236.45;253.88;4.838833;4.3;;;;;;;;;94.1;0.939947;258.86;268.8;5.461;5.1;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203700;Muniz Freire;509937.651;28091.1;463826.062;25550.93;383337.009;22318.18;124245.474;24597.843;113472.429;96173.093;358488.839;24848.171;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;8;True;100.0;1.0;290.89;288.88;6.3295;6.3;;99.8;0.997984;248.75;242.71;7.124099;7.1;;99.8;0.99839;248.87;239.94;7.076026;7.1;;99.4;0.994949;293.57;292.04;5.184545;5.2;;99.4;0.994949;293.57;292.04;5.184545;5.2;;97.0;0.970346;291.78;283.74;6.258667;6.1;;100.0;1.0;249.21;232.23;6.942332;6.9;;98.0;0.980594;291.26;286.74;6.3;6.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203809;Muqui;307885.495;22399.82;250614.078;18233.11;234317.944;15018.46;45675.912;9767.754;84727.29;80364.593;220535.549;13782.395;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;96.2;0.962166;259.84;258.73;5.3095;5.1;;96.0;0.962707;236.04;224.71;6.554269;6.3;;96.0;0.962707;236.04;224.71;6.554269;6.3;;90.4;0.915683;298.66;285.59;5.159477;4.7;;90.4;0.915683;298.66;285.59;5.159477;4.7;;92.1;0.936156;277.92;267.24;5.752667;5.4;;;;;;;;;95.2;0.954579;262.7;260.08;5.379667;5.1;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3203908;Nova Venécia;1886120.51;38441.26;1477704.703;30117.29;1339628.557;26396.1;159006.018;167080.267;611875.025;253894.083;1191855.394;147773.163;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;100.0;1.0;266.21;267.84;5.5675;5.6;;99.0;0.990114;255.15;239.45;7.186964;7.1;;99.0;0.989518;253.78;238.85;7.14991;7.1;;96.4;0.96221;305.43;301.48;5.492435;5.3;;97.0;0.968929;285.21;286.02;4.977009;4.8;;97.3;0.973403;288.17;278.18;6.105833;5.9;;98.1;0.983394;216.99;222.59;6.152174;6.1;;97.5;0.974918;286.14;277.22;6.056;5.9;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204005;Pancas;467081.705;24722.47;433443.562;22942.02;358499.114;15303.47;114609.064;17310.869;97358.448;112465.531;341743.912;16755.202;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;8;True;99.2;0.991671;262.73;263.52;5.4375;5.4;;99.8;0.99778;218.54;211.87;5.986845;6.0;;99.8;0.998187;216.13;210.28;5.911944;5.9;;99.2;0.991967;280.47;282.44;4.856843;4.8;;99.2;0.991967;280.47;282.44;4.856843;4.8;;99.0;0.989954;238.12;245.04;4.719333;4.7;;100.0;1.0;211.35;207.13;5.76345;5.8;;99.1;0.990739;249.3;253.43;5.0455;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204054;Pedro Canário;545057.105;25325.58;426168.243;19801.52;401434.566;15105.72;64847.097;54674.919;126226.115;132757.889;378506.021;22928.545;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;98.3;0.983298;260.4;262.4;5.38;5.3;;98.0;0.979299;222.39;211.4;6.051773;5.9;;98.1;0.980765;221.87;211.18;6.037849;5.9;;97.6;0.976568;277.6;277.83;4.747522;4.6;;97.6;0.976568;277.6;277.83;4.747522;4.6;;90.5;0.902381;257.05;247.38;5.073833;4.6;;100.0;1.0;206.75;204.76;5.632573;5.6;;97.2;0.972125;259.98;260.53;5.341833;5.2;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204104;Pinheiros;1024676.311;42846.59;925007.056;38678.95;861688.77;31219.48;155893.549;169643.916;271398.079;149418.348;746353.893;115334.877;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;99.5;0.994924;278.71;275.43;5.902333;5.9;;98.3;0.98397;234.17;219.72;6.427855;6.3;;98.5;0.986032;236.31;221.44;6.499967;6.4;;99.8;0.998328;275.23;280.47;4.753757;4.7;;99.8;0.998328;275.23;280.47;4.753757;4.7;;93.9;0.938236;258.34;256.34;5.244667;4.9;;100.0;1.0;250.88;233.15;6.99093;7.0;;94.8;0.947329;260.99;258.83;5.330333;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204203;Piúma;1056102.655;47358.86;1075544.581;48230.7;876047.63;39130.23;19956.606;445226.209;249354.291;124900.552;839437.657;36609.972;Indústrias extrativas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;98.7;0.986225;271.99;263.26;5.5875;5.5;;95.3;0.95212;243.23;229.6;6.780392;6.5;;95.3;0.95212;243.23;229.6;6.780392;6.5;;;;;;;;;94.0;0.945419;292.51;295.32;5.218759;4.9;;88.0;0.886021;266.52;265.31;5.5305;4.9;;;;;;;;;90.0;0.901588;268.2;264.68;5.548;5.0;;;;;;;;
3;Sudeste;32;ES;Espírito Santo;3204252;Ponto Belo;141033.723;21707.51;120797.405;18592.8;107547.265;13416.58;23055.206;5507.693;29474.082;44643.189;102680.17;4867.095;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;94.6;0.943907;248.9;264.88;5.229667;4.9;;99.1;0.990821;221.11;210.51;6.011164;6.0;;99.0;0.989669;221.11;210.51;6.011164;5.9;;98.5;0.987355;254.49;246.96;3.960818;3.9;;98.5;0.987355;254.49;246.96;3.960818;3.9;;100.0;1.0;254.49;244.59;4.984667;5.0;;;;;;;;;95.5;0.952791;250.3;259.81;5.1685;4.9;;;;;;;;
