region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5
2;Nordeste;21;MA;Maranhão;2109403;Primeira Cruz;120507.877;8851.76;106239.913;7803.73;89083.212;5730.67;10859.054;2985.47;13731.915;59869.862;87446.301;1636.911;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;96.4;0.965025;195.64;194.64;5.23655;5.1;;96.4;0.965025;195.64;194.64;5.23655;5.1;;98.6;0.98621;229.06;236.3;3.444074;3.4;;98.6;0.98621;229.06;236.3;3.444074;3.4;;91.4;0.914567;224.79;221.59;4.106333;3.8;;91.4;0.914567;224.79;221.59;4.106333;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109452;Raposa;381070.977;12356.79;327263.822;10612.01;286152.981;9059.49;20140.209;37207.063;90762.605;117240.641;265350.517;20802.463;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;98.7;0.988651;198.06;189.77;5.194187;5.1;;98.7;0.988651;198.06;189.77;5.194187;5.1;;90.4;0.907146;244.2;252.56;3.900128;3.5;;90.4;0.907146;244.2;252.56;3.900128;3.5;;94.9;0.949632;226.9;229.87;4.2795;4.1;;94.9;0.949632;226.9;229.87;4.2795;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109502;Riachão;687701.031;31054.46;855713.999;38641.41;673197.288;33182.04;415921.508;21628.119;119833.118;91098.675;648481.421;24715.868;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;98.7;0.98667;183.34;172.74;4.603635;4.5;;98.7;0.98667;183.34;172.74;4.603635;4.5;;99.3;0.993308;253.32;253.16;4.0372;4.0;;99.3;0.993308;253.32;253.16;4.0372;4.0;;97.0;0.970353;225.83;227.18;4.216833;4.1;;97.0;0.970353;225.83;227.18;4.216833;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109551;Ribamar Fiquene;149001.274;20081.03;133864.767;18041.07;124192.458;15802.58;47432.564;15804.877;22553.677;33954.141;119745.258;4447.199;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;98.8;0.987923;194.04;193.81;5.190924;5.1;;98.8;0.987923;194.04;193.81;5.190924;5.1;;98.3;0.982313;262.54;259.75;4.265347;4.2;;98.3;0.982313;262.54;259.75;4.265347;4.2;;87.7;0.872116;226.88;227.97;4.2475;3.7;;87.7;0.872116;226.88;227.97;4.2475;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109601;Rosário;522395.196;13577.52;481118.865;12504.71;443176.336;10248.51;11962.4;52740.822;174361.547;161178.835;400243.604;42932.732;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;97.5;0.975829;210.82;198.89;5.603517;5.5;;97.5;0.975829;210.82;198.89;5.603517;5.5;;92.7;0.929069;252.93;255.54;4.067351;3.8;;92.4;0.926494;253.83;253.8;4.053944;3.8;;92.4;0.923478;243.7;248.63;4.872167;4.5;;92.4;0.923478;243.7;248.63;4.872167;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109700;Sambaíba;433340.249;77826.91;630539.234;113243.4;474702.865;83486.26;344738.761;14032.595;74527.125;26593.137;459891.618;14811.248;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.8;0.997577;204.78;190.71;5.339523;5.3;;99.8;0.997577;204.78;190.71;5.339523;5.3;;99.5;0.995629;249.32;251.83;3.96111;3.9;;99.5;0.995629;249.32;251.83;3.96111;3.9;;97.1;0.971274;231.85;238.57;4.507;4.4;;97.1;0.971274;231.85;238.57;4.507;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109759;Santa Filomena do Maranhão;71886.149;10734.08;64531.869;9635.94;60202.696;7641.88;11987.962;1797.371;12528.605;31514.762;57828.7;2373.996;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;2;True;97.7;0.975666;170.72;170.8;4.327523;4.2;;97.7;0.975666;170.72;170.8;4.327523;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109809;Santa Helena;483902.824;11643.19;394235.165;9485.7;357950.669;8357.67;37594.812;9879.181;108527.439;180475.927;336477.36;21473.308;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;97.6;0.976658;195.45;191.14;5.169287;5.0;;97.6;0.976658;195.45;191.14;5.169287;5.0;;92.6;0.926236;252.03;253.79;4.028513;3.7;;92.6;0.926236;252.03;253.79;4.028513;3.7;;91.0;0.909716;234.58;246.81;4.689833;4.3;;91.0;0.909716;234.58;246.81;4.689833;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2109908;Santa Inês;1837615.351;21615.44;1716444.946;20190.14;1465933.412;16301.37;36783.08;67375.119;801336.756;362192.106;1267687.061;198246.351;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;95.3;0.953375;187.28;183.57;4.875735;4.6;;95.4;0.953755;187.28;183.57;4.875735;4.7;;90.6;0.907777;261.48;264.16;4.316477;3.9;;90.7;0.910497;257.39;260.62;4.206039;3.8;;92.2;0.921973;230.37;242.17;4.542333;4.2;;92.2;0.921973;230.37;242.17;4.542333;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110005;Santa Luzia;985808.785;17104.34;888803.415;15421.24;743420.228;10169.21;179715.445;21298.055;201543.177;300709.047;703265.723;40154.505;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.7;0.986872;213.31;200.14;5.673763;5.6;;98.7;0.986872;213.31;200.14;5.673763;5.6;;94.3;0.945715;255.7;253.62;4.077513;3.9;;94.3;0.945715;255.7;253.62;4.077513;3.9;;95.4;0.954552;245.29;245.92;4.8535;4.6;;95.4;0.954552;245.29;245.92;4.8535;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110039;Santa Luzia do Paruá;382763.769;15747.06;339198.983;13954.79;253332.488;9939.67;49971.597;8065.719;86660.381;89827.15;234524.847;18807.642;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.8;0.987872;189.53;184.91;4.943037;4.9;;98.8;0.987872;189.53;184.91;4.943037;4.9;;86.6;0.865234;248.17;249.14;3.904689;3.4;;86.6;0.865234;248.17;249.14;3.904689;3.4;;94.5;0.945067;238.71;242.71;4.690333;4.4;;94.5;0.945067;238.71;242.71;4.690333;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110104;Santa Quitéria do Maranhão;391678.372;16349.22;311348.953;12996.16;218445.479;8439.4;22557.066;7922.759;63977.471;111218.664;205675.961;12769.518;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;99.5;0.995589;191.97;182.72;4.949784;4.9;;99.5;0.995589;191.97;182.72;4.949784;4.9;;94.8;0.951184;232.43;234.26;3.460867;3.3;;94.8;0.951184;232.43;234.26;3.460867;3.3;;97.2;0.972148;215.71;229.17;4.081333;4.0;;97.2;0.972148;215.71;229.17;4.081333;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110203;Santa Rita;364745.718;9848.68;341522.864;9221.62;354630.56;9156.01;13126.088;29883.236;127690.813;143581.22;314281.357;40349.204;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;99.4;0.99378;203.6;198.34;5.455731;5.4;;99.4;0.99378;203.6;198.34;5.455731;5.4;;96.6;0.974041;243.29;239.6;3.693335;3.6;;95.3;0.955897;243.29;239.6;3.693335;3.5;;96.6;0.964932;229.71;237.21;4.448667;4.3;;96.6;0.964932;229.71;237.21;4.448667;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110237;Santana do Maranhão;115747.68;10953.69;105332.786;9968.09;74090.273;5406.47;5895.314;3067.918;15494.939;46438.356;70896.527;3193.746;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.6;0.996347;208.31;203.0;5.630344;5.6;;99.6;0.996347;208.31;203.0;5.630344;5.6;;96.0;0.966424;243.76;254.6;3.924487;3.8;;96.0;0.966424;243.76;254.6;3.924487;3.8;;98.2;0.981881;256.83;256.03;5.214333;5.1;;98.2;0.981881;256.83;256.03;5.214333;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110278;Santo Amaro do Maranhão;131657.557;9438.49;114431.567;8370.39;95932.071;5914.8;9666.73;2449.618;20303.149;60285.198;92704.695;3227.376;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;6;True;93.6;0.935078;177.71;168.61;4.421101;4.1;;93.6;0.935078;177.71;168.61;4.421101;4.1;;89.5;0.897597;240.17;235.96;3.595024;3.2;;89.5;0.897597;240.17;235.96;3.595024;3.2;;85.8;0.856298;229.45;229.32;4.312833;3.7;;85.8;0.856298;229.45;229.32;4.312833;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110302;Santo Antônio dos Lopes;5184563.97;362455.53;3117474.143;217944.22;3055534.598;210494.25;16895.743;2749056.813;85934.592;94998.862;2946886.01;108648.588;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Indústrias extrativas;Administração, defesa, educação e saúde públicas e seguridade social;6;True;98.8;0.988753;219.87;207.54;5.9335;5.9;;98.8;0.988753;219.87;207.54;5.9335;5.9;;89.7;0.899787;245.34;245.29;3.807307;3.4;;89.7;0.899787;245.34;245.29;3.807307;3.4;;94.6;0.946203;245.08;254.69;4.996167;4.7;;94.6;0.946203;245.08;254.69;4.996167;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110401;São Benedito do Rio Preto;186474.265;10154.34;158301.578;8620.21;143436.891;7642.22;7464.627;5767.729;37676.155;85842.23;136750.742;6686.149;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;98.7;0.987719;168.14;161.01;4.100286;4.0;;98.7;0.987719;168.14;161.01;4.100286;4.0;;91.8;0.921351;228.63;226.15;3.286089;3.0;;91.8;0.921351;228.63;226.15;3.286089;3.0;;95.2;0.951862;213.28;215.25;3.808833;3.6;;95.2;0.951862;213.28;215.25;3.808833;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110500;São Bento;404149.053;8711.05;372912.087;8037.42;312160.447;6787.72;13872.273;12098.855;97420.529;171711.315;295102.973;17057.474;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;97.7;0.977432;186.35;183.74;4.861078;4.8;;97.7;0.977432;186.35;183.74;4.861078;4.8;;94.7;0.946959;244.82;248.47;3.847608;3.6;;94.7;0.946959;244.82;248.47;3.847608;3.6;;92.3;0.921499;229.4;236.66;4.434333;4.1;;92.3;0.921499;229.4;236.66;4.434333;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110609;São Bernardo;384189.277;14259.34;330314.934;12259.77;281176.714;9754.61;42639.039;13992.43;84779.677;120252.687;261663.833;19512.881;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;98.4;0.983944;212.57;205.03;5.74855;5.7;;98.4;0.983944;212.57;205.03;5.74855;5.7;;94.8;0.948088;240.52;245.17;3.737814;3.5;;94.8;0.948088;240.52;245.17;3.737814;3.5;;95.8;0.957535;222.18;226.16;4.139;4.0;;95.8;0.957535;222.18;226.16;4.139;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110658;São Domingos do Azeitão;339609.164;42493.64;472476.108;59118.63;320522.227;43034.67;147738.663;8445.417;101823.9;34308.589;292316.569;28205.658;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;95.2;0.956116;203.22;190.86;5.312479;5.1;;95.2;0.956116;203.22;190.86;5.312479;5.1;;98.4;0.986235;253.01;251.35;4.00575;4.0;;98.4;0.986235;253.01;251.35;4.00575;4.0;;92.0;0.926766;255.42;248.07;5.058167;4.7;;92.0;0.926766;255.42;248.07;5.058167;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110708;São Domingos do Maranhão;479851.63;14099.18;445024.416;13075.88;355916.198;10349.11;50277.293;16252.96;132604.641;130210.893;329345.787;26570.41;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;98.2;0.982133;197.87;191.63;5.22438;5.1;;98.2;0.982133;197.87;191.63;5.22438;5.1;;99.6;0.996666;251.51;249.09;3.95085;3.9;;99.6;0.996666;251.51;249.09;3.95085;3.9;;93.5;0.93476;229.5;233.6;4.385;4.1;;93.5;0.93476;229.5;233.6;4.385;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110807;São Félix de Balsas;92001.248;20899.87;104127.349;23654.55;86158.133;18977.56;45017.785;3138.991;13130.042;22099.923;83386.741;2771.392;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;86.6;0.855931;188.18;183.19;4.886001;4.2;;86.6;0.855931;188.18;183.19;4.886001;4.2;;93.8;0.937293;223.07;237.53;3.378358;3.2;;93.8;0.937293;223.07;237.53;3.378358;3.2;;85.4;0.861743;234.71;242.27;4.616333;4.0;;85.4;0.861743;234.71;242.27;4.616333;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110856;São Francisco do Brejão;138736.696;15328.33;123480.111;13642.7;121252.875;10035.83;37260.433;5645.818;23809.842;49291.886;116007.978;5244.897;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;94.7;0.94571;195.72;186.52;5.09044;4.8;;94.7;0.94571;195.72;186.52;5.09044;4.8;;95.4;0.95684;253.16;264.89;4.210551;4.0;;95.4;0.95684;253.16;264.89;4.210551;4.0;;89.0;0.888464;229.87;237.74;4.460167;4.0;;89.0;0.888464;229.87;237.74;4.460167;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2110906;São Francisco do Maranhão;127388.685;10559.41;108323.123;8979.04;98973.358;8095.32;20306.691;3571.634;19827.738;52251.292;95957.356;3016.002;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.0;0.989081;208.15;200.4;5.580017;5.5;;99.0;0.989081;208.15;200.4;5.580017;5.5;;90.3;0.900445;250.23;248.9;3.930028;3.5;;90.3;0.900445;250.23;248.9;3.930028;3.5;;95.6;0.956205;253.95;253.15;5.118333;4.9;;95.6;0.956205;253.95;253.15;5.118333;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111003;São João Batista;152916.056;8246.12;145858.202;7865.52;135594.817;6539.1;18438.174;3547.26;32344.108;76282.562;130612.103;4982.714;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;96.9;0.968778;174.81;172.61;4.438485;4.3;;96.9;0.968778;174.81;172.61;4.438485;4.3;;95.1;0.949181;231.32;236.68;3.481504;3.3;;95.1;0.949181;231.32;236.68;3.481504;3.3;;85.7;0.856514;205.1;211.26;3.606;3.1;;85.7;0.856514;205.1;211.26;3.606;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111029;São João do Carú;143797.487;11737.61;138136.914;11275.56;123005.633;7800.97;22002.564;2756.677;24300.269;69932.006;118991.516;4014.117;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;98.5;0.98597;195.08;184.0;5.032408;5.0;;98.5;0.98597;195.08;184.0;5.032408;5.0;;94.4;0.945324;239.82;246.22;3.743701;3.5;;94.4;0.945324;239.82;246.22;3.743701;3.5;;91.7;0.918467;230.97;227.76;4.312167;4.0;;91.7;0.918467;230.97;227.76;4.312167;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111052;São João do Paraíso;226524.703;22872.04;171923.256;17358.97;151457.505;13514.54;57101.575;3606.22;35778.999;46746.304;143233.098;8224.406;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;98.4;0.984151;187.65;175.01;4.72716;4.7;;98.4;0.984151;187.65;175.01;4.72716;4.7;;94.7;0.945192;242.99;232.06;3.576247;3.4;;94.7;0.945192;242.99;232.06;3.576247;3.4;;96.5;0.964438;233.97;235.46;4.4905;4.3;;96.5;0.964438;233.97;235.46;4.4905;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111078;São João do Soter;208558.872;12348.8;217961.653;12905.54;156360.341;8341.0;32775.638;4584.127;27575.201;87468.121;152403.087;3957.255;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;98.0;0.980559;176.88;165.67;4.351807;4.3;;98.0;0.980559;176.88;165.67;4.351807;4.3;;84.1;0.847208;246.23;241.59;3.764418;3.2;;84.1;0.847208;246.23;241.59;3.764418;3.2;;92.5;0.925196;226.51;229.22;4.262167;3.9;;92.5;0.925196;226.51;229.22;4.262167;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111102;São João dos Patos;444285.47;17757.21;396337.225;15840.82;340970.01;13082.53;52576.054;22323.977;137173.158;100710.929;312784.118;28185.892;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;97.4;0.974396;216.18;203.98;5.798353;5.6;;97.4;0.974396;216.18;203.98;5.798353;5.6;;96.3;0.964216;269.11;266.26;4.455077;4.3;;99.1;0.990994;266.37;266.24;4.416295;4.4;;92.2;0.922734;253.93;255.42;5.155833;4.8;;92.2;0.922734;253.93;255.42;5.155833;4.8;;;;;;;;;;;;;;;;88.7;0.893678;277.86;266.3;4.578569;4.1;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111201;São José de Ribamar;3135578.678;12820.31;2872682.91;11745.42;2293735.382;12718.6;25860.565;226020.353;1151100.449;630495.125;2033476.492;260258.891;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;98.8;0.988728;209.6;206.46;5.717871;5.7;;98.8;0.988728;209.6;206.46;5.717871;5.7;;94.7;0.948834;252.83;260.07;4.133761;3.9;;94.1;0.943116;250.26;255.73;4.032695;3.8;;97.2;0.971901;239.78;245.83;4.760167;4.6;;97.1;0.971427;239.78;245.83;4.760167;4.6;;;;;;;;;;;;;;;;99.5;0.995289;270.69;290.3;4.837148;4.8;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111250;São José dos Basílios;75929.62;10914.13;69266.6;9956.39;61939.891;8108.38;11361.017;2206.217;15346.443;30012.08;58925.756;3014.136;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.8;0.932901;209.33;203.79;5.664173;5.3;;92.8;0.932901;209.33;203.79;5.664173;5.3;;91.6;0.922098;248.18;244.36;3.833272;3.5;;91.6;0.922098;248.18;244.36;3.833272;3.5;;84.6;0.850784;233.13;226.59;4.328667;3.7;;84.6;0.850784;233.13;226.59;4.328667;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;21;MA;Maranhão;2111300;São Luís;42389051.1;40846.09;39578221.934;38137.58;36533730.096;32738.31;25577.566;7326896.666;17693692.263;3978760.604;29024927.099;7508802.998;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;11;True;97.9;0.980249;206.34;201.41;5.563839;5.5;;97.9;0.980045;206.56;201.76;5.574401;5.5;;94.7;0.960644;258.61;269.59;4.357456;4.2;;95.3;0.954176;257.37;268.49;4.323573;4.1;;93.8;0.938926;232.91;244.07;4.616333;4.3;;94.7;0.947063;237.52;248.49;4.766833;4.5;;96.0;0.95854;306.57;307.9;6.907833;6.6;;98.5;0.985;255.17;254.11;7.453891;7.3;;85.4;0.888391;279.71;288.3;4.933894;4.4;;97.3;0.974479;243.16;254.04;4.953333;4.8;;;;;;;;;94.8;0.953506;183.16;185.65;4.834927;4.6;
