region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5
3;Sudeste;35;SP;São Paulo;3500105;Adamantina;1705894.987;49179.66;1542108.768;44457.83;1370865.929;38997.12;54224.142;178323.41;785582.034;228217.171;1246346.757;124519.171;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;95.2;0.953572;278.15;289.92;4.936235;4.7;;95.2;0.953572;278.15;289.92;4.936235;4.7;;98.7;0.986973;268.13;262.63;5.512667;5.4;;98.7;0.986973;268.13;262.63;5.512667;5.4;;99.8;0.998396;239.75;215.83;6.463616;6.5;;99.8;0.998396;239.75;215.83;6.463616;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500204;Adolfo;215282.976;49478.96;152744.965;35105.71;115489.988;32578.28;22826.148;17782.937;42622.327;27140.209;110371.621;5118.367;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;99.0;0.990143;280.04;285.4;4.895115;4.8;;99.0;0.990143;280.04;285.4;4.895115;4.8;;99.0;0.988876;276.86;273.79;5.844167;5.8;;;;;;;;;100.0;1.0;248.39;228.17;6.852865;6.9;;100.0;1.0;248.39;228.17;6.852865;6.9;;99.0;0.988876;276.86;273.79;5.844167;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500303;Aguaí;1773842.732;55308.14;1538788.797;47979.2;1314737.257;35551.7;121795.919;358840.73;437984.526;151739.51;1070360.685;244376.572;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;8;True;89.0;0.899118;262.67;273.83;4.477951;4.0;;89.0;0.899118;262.67;273.83;4.477951;4.0;;97.2;0.971965;258.03;258.69;5.278667;5.1;;97.2;0.970323;249.7;248.27;4.966167;4.8;;97.6;0.97697;220.88;211.54;6.025502;5.9;;97.3;0.972809;220.95;211.37;6.023747;5.9;;97.3;0.973765;272.74;277.09;5.8305;5.7;;100.0;1.0;220.39;212.79;6.038878;6.0;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500402;Águas da Prata;272358.712;36960.06;237447.327;32222.46;209003.992;25297.02;25096.376;25550.804;106278.688;36922.718;193848.586;15155.406;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;90.2;0.904626;276.78;290.01;4.918341;4.4;;90.2;0.904626;276.78;290.01;4.918341;4.4;;95.7;0.956735;273.93;277.15;5.851333;5.6;;95.7;0.956735;273.93;277.15;5.851333;5.6;;97.5;0.976202;232.27;222.85;6.448505;6.3;;97.5;0.976202;232.27;222.85;6.448505;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500501;Águas de Lindóia;801114.539;44680.12;709589.578;39799.74;585603.941;30971.23;10298.965;41438.678;372529.721;114950.716;539218.08;46385.86;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;89.2;0.904564;286.93;295.49;5.142933;4.7;;89.2;0.904564;286.93;295.49;5.142933;4.7;;93.4;0.932694;284.22;282.02;6.104;5.7;;99.4;0.992949;284.06;279.58;6.060667;6.0;;94.7;0.944903;258.0;236.81;7.193353;6.8;;94.2;0.940029;256.83;234.03;7.12048;6.7;;89.9;0.897075;284.31;283.32;6.127167;5.5;;100.0;1.0;263.21;249.28;7.519508;7.5;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500550;Águas de Santa Bárbara;375561.879;52328.53;254816.779;35504.64;217295.581;35378.64;70378.677;9944.378;82958.154;41021.111;204302.32;12993.261;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;93.0;0.937247;271.23;275.34;4.620781;4.3;;93.0;0.937247;271.23;275.34;4.620781;4.3;;98.9;0.988498;281.34;275.42;5.946;5.9;;98.9;0.988498;281.34;275.42;5.946;5.9;;100.0;1.0;233.28;214.42;6.314507;6.3;;100.0;1.0;233.28;214.42;6.314507;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500600;Águas de São Pedro;185389.984;66687.04;160664.986;57793.16;147855.135;41208.23;0.0;8858.841;98194.675;31514.802;138568.318;9286.817;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;99.2;0.994268;278.75;288.43;4.922357;4.9;;99.2;0.994268;278.75;288.43;4.922357;4.9;;99.2;0.992327;305.35;290.32;6.5945;6.5;;;;;;;;;99.3;0.99313;254.37;238.95;7.162988;7.1;;99.3;0.99313;254.37;238.95;7.162988;7.1;;99.2;0.992327;305.35;290.32;6.5945;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500709;Agudos;3415808.553;90653.09;2685446.015;71269.8;2638622.611;70209.74;85373.367;1120495.303;780808.117;207612.863;2194289.65;444332.962;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;94.0;0.939831;259.48;271.61;4.399914;4.1;;94.0;0.939831;259.48;271.61;4.399914;4.1;;97.0;0.969786;251.26;252.23;5.058167;4.9;;97.0;0.969786;251.26;252.23;5.058167;4.9;;97.7;0.976259;237.22;218.96;6.472243;6.3;;97.7;0.976259;237.22;218.96;6.472243;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500758;Alambari;160252.134;26095.45;133707.111;21772.86;129389.561;20765.46;35450.074;11402.717;42753.369;32355.482;121961.643;7427.919;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;94.7;0.950083;254.52;262.43;4.192826;4.0;;94.7;0.950083;254.52;262.43;4.192826;4.0;;97.9;0.97902;254.11;261.69;5.263333;5.2;;97.9;0.97902;254.11;261.69;5.263333;5.2;;96.3;0.962282;233.62;221.36;6.447177;6.2;;96.3;0.962282;233.62;221.36;6.447177;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500808;Alfredo Marcondes;158136.921;35576.36;129964.952;29238.46;120354.905;28649.11;9081.353;21154.99;35648.145;24617.494;90501.981;29852.924;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;94.5;0.955222;254.49;256.87;4.109171;3.9;;94.5;0.955222;254.49;256.87;4.109171;3.9;;95.8;0.951194;253.89;258.93;5.213667;5.0;;95.8;0.951194;253.89;258.93;5.213667;5.0;;100.0;1.0;218.14;201.02;5.781939;5.8;;;;;;;;;;;;;;;;100.0;1.0;218.14;201.02;5.781939;5.8;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3500907;Altair;210528.68;61005.12;126933.661;36781.7;112274.385;26662.17;48058.627;5048.541;24150.276;29230.491;106487.936;5786.449;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;91.2;0.912718;252.62;258.02;4.100123;3.7;;91.2;0.912718;252.62;258.02;4.100123;3.7;;97.1;0.969273;271.91;263.66;5.592833;5.4;;97.1;0.969273;271.91;263.66;5.592833;5.4;;100.0;1.0;238.85;217.15;6.470441;6.5;;100.0;1.0;238.85;217.15;6.470441;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501004;Altinópolis;946537.783;56281.23;646572.298;38445.25;833396.279;51377.61;386045.395;28793.595;296402.138;82123.3;793364.428;40031.851;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;93.6;0.934914;273.81;277.39;4.687705;4.4;;93.6;0.934914;273.81;277.39;4.687705;4.4;;99.0;0.989933;261.58;264.04;5.427;5.4;;98.7;0.988357;258.04;266.01;5.400833;5.3;;99.5;0.995785;255.17;230.76;7.029346;7.0;;99.5;0.995785;255.17;230.76;7.029346;7.0;;99.3;0.992981;265.24;261.99;5.453833;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501103;Alto Alegre;172396.107;44883.13;113062.323;29435.65;113584.879;27853.08;38450.218;7851.695;34981.123;26679.913;107962.95;5621.929;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;1.0;265.49;259.67;4.305582;4.3;;100.0;1.0;265.49;259.67;4.305582;4.3;;100.0;1.0;274.47;266.85;5.688667;5.7;;100.0;1.0;274.47;266.85;5.688667;5.7;;100.0;1.0;278.2;251.0;7.836849;7.8;;100.0;1.0;278.2;251.0;7.836849;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501152;Alumínio;3438994.015;198774.29;3594285.557;207750.16;3982313.077;210670.96;1155.379;2236917.868;793351.243;117203.345;3148627.836;833685.242;Indústrias de transformação;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;6;True;98.9;0.989259;263.4;267.75;4.397186;4.3;;98.9;0.989259;263.4;267.75;4.397186;4.3;;92.0;0.921541;260.71;254.09;5.246667;4.8;;;;;;;;;99.0;0.989317;221.5;210.1;6.011152;5.9;;99.0;0.989317;221.5;210.1;6.011152;5.9;;92.0;0.921541;260.71;254.09;5.246667;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501202;Álvares Florence;175598.215;44852.67;135133.659;34516.9;124350.991;34389.1;60047.108;4639.805;30252.83;25587.09;120526.834;3824.157;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.0;0.989101;267.43;254.42;4.254236;4.2;;99.0;0.989101;267.43;254.42;4.254236;4.2;;100.0;1.0;267.34;257.41;5.4125;5.4;;100.0;1.0;292.04;277.27;6.155167;6.2;;99.5;0.995728;272.81;260.95;7.914896;7.9;;99.5;0.995728;272.81;260.95;7.914896;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501301;Álvares Machado;859771.399;31545.46;820450.639;30113.81;709875.985;28306.72;43126.087;121125.549;335572.053;111961.378;611785.067;98090.919;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;6;True;90.1;0.899196;260.78;257.76;4.210837;3.8;;90.1;0.899196;260.78;257.76;4.210837;3.8;;93.3;0.931962;269.35;265.69;5.584;5.2;;;;;;;;;97.7;0.976222;241.08;219.1;6.548452;6.4;;97.7;0.976222;241.08;219.1;6.548452;6.4;;93.3;0.931962;269.35;265.69;5.584;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501400;Álvaro de Carvalho;69376.886;14429.47;59626.427;12401.5;58586.473;11012.49;11040.51;2988.031;19064.229;23331.816;56424.586;2161.887;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.5;0.995935;247.9;212.14;6.55206;6.5;;99.5;0.995935;247.9;212.14;6.55206;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501509;Alvinlândia;82612.841;28635.3;64404.105;22323.78;58404.989;17965.24;14785.63;3008.25;17207.521;21289.36;56290.761;2114.228;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;4;True;;;;;;;;;;;;;;;99.5;0.995181;257.85;256.86;5.245167;5.2;;99.5;0.995181;257.85;256.86;5.245167;5.2;;100.0;1.0;229.29;205.53;6.076725;6.1;;100.0;1.0;229.29;205.53;6.076725;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501608;Americana;17600565.714;74188.86;16677590.536;70296.32;15217279.783;62271.47;14187.998;4499621.881;7144793.007;1169763.33;12828366.216;2388913.567;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;8;True;90.7;0.906793;281.4;289.06;4.969007;4.5;;90.7;0.906793;281.4;289.06;4.969007;4.5;;97.0;0.969088;270.6;272.28;5.714667;5.5;;96.6;0.966061;267.48;269.93;5.6235;5.4;;99.0;0.990463;246.87;229.29;6.844221;6.8;;98.4;0.984963;249.58;232.36;6.951757;6.8;;97.9;0.97855;280.29;279.59;5.998;5.9;;99.7;0.996995;244.01;226.04;6.73055;6.7;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501707;Américo Brasiliense;1504961.923;45578.66;1376814.274;41697.64;1230443.649;29617.13;21524.539;363182.168;506588.317;206818.123;1098113.146;132330.503;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;7;True;94.0;0.939298;264.3;269.75;4.439767;4.2;;94.0;0.939298;264.3;269.75;4.439767;4.2;;98.8;0.987918;259.01;264.76;5.396167;5.3;;97.6;0.975887;240.05;249.76;4.830167;4.7;;99.4;0.993545;236.39;226.61;6.595494;6.6;;99.4;0.993545;236.39;226.61;6.595494;6.6;;99.5;0.994485;267.93;271.82;5.6625;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501806;Américo de Campos;175847.704;29957.02;141692.241;24138.37;126802.294;21158.4;38291.032;3852.177;46794.721;33232.582;122170.512;4631.782;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;100.0;1.0;268.29;258.88;4.333081;4.3;;100.0;1.0;268.29;258.88;4.333081;4.3;;98.8;0.988249;301.09;279.68;6.346167;6.3;;100.0;1.0;282.47;267.91;5.839667;5.8;;99.7;0.996964;258.7;245.46;7.363985;7.3;;99.7;0.996964;258.7;245.46;7.363985;7.3;;98.4;0.983746;305.45;282.44;6.464833;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3501905;Amparo;6698468.843;98495.31;6156333.064;90523.66;5152155.514;70437.56;120904.072;2105977.151;1830744.15;372174.994;4429800.367;722355.147;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;93.1;0.931174;291.75;295.79;5.215121;4.9;;93.1;0.931174;291.75;295.79;5.215121;4.9;;98.0;0.979917;267.87;264.39;5.537667;5.4;;98.0;0.979917;267.87;264.39;5.537667;5.4;;99.2;0.992757;234.58;217.01;6.386407;6.3;;99.0;0.990519;229.85;213.2;6.226867;6.2;;;;;;;;;99.9;0.998794;249.25;228.81;6.880914;6.9;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502002;Analândia;266291.597;58028.24;210931.789;45964.65;208314.004;40726.1;46530.602;55494.842;61449.911;35351.738;198827.093;9486.911;Demais serviços;Indústrias extrativas;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;96.3;0.968079;280.67;281.29;4.842437;4.7;;96.3;0.968079;280.67;281.29;4.842437;4.7;;96.5;0.964938;255.58;250.4;5.099667;4.9;;;;;;;;;96.6;0.963656;236.43;228.4;6.628803;6.4;;96.6;0.963656;236.43;228.4;6.628803;6.4;;96.5;0.964938;255.58;250.4;5.099667;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502101;Andradina;4464940.278;74685.78;4038899.084;67559.32;2845285.223;49703.65;170531.469;808159.873;1295767.928;297745.612;2572204.882;273080.342;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;6;True;94.4;0.946271;265.95;271.8;4.493629;4.3;;94.4;0.946271;265.95;271.8;4.493629;4.3;;98.2;0.982002;252.8;254.28;5.118;5.0;;98.2;0.982002;252.8;254.28;5.118;5.0;;99.4;0.993897;234.02;227.55;6.567356;6.5;;99.4;0.993897;234.02;227.55;6.567356;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502200;Angatuba;1776474.762;73951.99;1661556.472;69168.12;1474152.0;57306.48;198300.809;508780.547;497926.495;127711.898;1332719.749;141432.251;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;94.3;0.941642;279.74;290.33;4.964704;4.7;;94.3;0.941642;279.74;290.33;4.964704;4.7;;97.1;0.970838;271.83;273.22;5.750833;5.6;;94.2;0.941163;264.16;272.63;5.613167;5.3;;97.9;0.979676;244.01;228.37;6.772914;6.6;;97.9;0.979676;244.01;228.37;6.772914;6.6;;97.7;0.977123;274.08;273.39;5.791167;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502309;Anhembi;315143.922;55541.76;171606.634;30244.38;169558.184;24534.54;56225.58;19234.224;44275.513;38943.673;158678.99;10879.194;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;96.2;0.966171;265.56;269.25;4.449978;4.3;;96.2;0.966171;265.56;269.25;4.449978;4.3;;99.5;0.993631;257.75;262.39;5.335667;5.3;;;;;;;;;99.2;0.992764;214.19;202.7;5.737103;5.7;;99.2;0.992764;214.19;202.7;5.737103;5.7;;99.5;0.993631;257.75;262.39;5.335667;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502408;Anhumas;132375.558;32904.69;100740.061;25041.03;105620.787;25316.58;42784.181;7637.856;26549.261;25164.508;102135.806;3484.981;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;87.4;0.8721;265.33;258.32;4.283125;3.7;;87.4;0.8721;265.33;258.32;4.283125;3.7;;95.5;0.951971;243.52;235.51;4.6505;4.4;;95.5;0.951971;243.52;235.51;4.6505;4.4;;100.0;1.0;278.13;247.71;7.775695;7.8;;100.0;1.0;278.13;247.71;7.775695;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502507;Aparecida;1369698.939;42055.3;1145412.617;35168.8;1041067.256;28750.03;3002.998;39568.222;762868.88;183286.905;988727.005;52340.251;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;90.4;0.908792;273.85;282.7;4.767758;4.3;;90.4;0.908792;273.85;282.7;4.767758;4.3;;95.5;0.954937;278.0;272.7;5.845;5.6;;;;;;;;;97.8;0.978135;244.0;226.44;6.737632;6.6;;97.8;0.978135;244.0;226.44;6.737632;6.6;;95.5;0.954937;278.0;272.7;5.845;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502606;Aparecida d'Oeste;225793.852;55260.37;168206.305;41166.5;151539.639;36763.62;27847.111;38503.623;49290.585;24954.089;140595.408;10944.231;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;6;True;94.5;0.939399;267.96;264.81;4.417219;4.1;;94.5;0.939399;267.96;264.81;4.417219;4.1;;98.9;0.988364;277.14;267.96;5.751667;5.7;;98.9;0.988364;277.14;267.96;5.751667;5.7;;100.0;1.0;261.95;225.43;7.061826;7.1;;100.0;1.0;261.95;225.43;7.061826;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502705;Apiaí;1235625.606;50259.33;982326.22;39956.32;897712.778;37278.88;259420.988;190903.342;257956.291;116332.264;824612.886;73099.893;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Indústrias de transformação;7;True;98.5;0.985322;266.63;276.42;4.572342;4.5;;98.5;0.985322;266.63;276.42;4.572342;4.5;;99.4;0.993982;261.96;266.59;5.475833;5.4;;99.4;0.993982;261.96;266.59;5.475833;5.4;;98.7;0.986896;236.07;230.75;6.66466;6.6;;98.0;0.977044;250.35;245.12;7.198452;7.0;;;;;;;;;99.6;0.995729;213.72;208.25;5.829042;5.8;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502754;Araçariguama;4832076.525;224518.01;5128859.234;238307.74;4814503.906;206250.44;1760.733;1504367.05;2112508.413;135830.003;3754466.199;1060037.707;Indústrias de transformação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;94.8;0.951414;254.78;271.78;4.336448;4.1;;94.8;0.951414;254.78;271.78;4.336448;4.1;;94.8;0.947976;243.31;251.13;4.907333;4.7;;;;;;;;;92.8;0.929;217.98;206.68;5.881795;5.5;;92.8;0.929;217.98;206.68;5.881795;5.5;;94.8;0.947976;243.31;251.13;4.907333;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502804;Araçatuba;11457739.505;57253.2;10301206.377;51474.12;9017953.471;45268.58;136998.286;1312463.577;5822666.385;803250.216;8075378.464;942575.008;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Indústrias de transformação;6;True;97.2;0.970595;269.92;279.71;4.667801;4.5;;97.2;0.970595;269.92;279.71;4.667801;4.5;;99.0;0.989737;267.5;271.48;5.649667;5.6;;99.0;0.989737;267.5;271.48;5.649667;5.6;;98.8;0.988267;252.8;233.1;7.026662;6.9;;98.8;0.988267;252.8;233.1;7.026662;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3502903;Araçoiaba da Serra;1523193.918;46949.85;1215670.7;37470.97;1205883.673;34075.1;29828.131;358400.839;522977.879;167090.539;1078297.388;127586.285;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;6;True;95.2;0.953067;264.57;268.94;4.431433;4.2;;95.2;0.953067;264.57;268.94;4.431433;4.2;;98.8;0.988205;259.17;261.09;5.337667;5.3;;;;;;;;;99.0;0.990179;230.39;215.99;6.287899;6.2;;99.0;0.990179;230.39;215.99;6.287899;6.2;;98.8;0.988205;259.17;261.09;5.337667;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Sudeste;35;SP;São Paulo;3503000;Aramina;219178.923;40438.92;172550.026;31835.8;150276.697;26415.31;27475.441;3773.778;76856.653;29777.843;137883.714;12392.983;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;6;True;89.0;0.900064;255.82;238.06;3.846264;3.5;;89.0;0.900064;255.82;238.06;3.846264;3.5;;96.8;0.969022;258.19;251.92;5.1685;5.0;;96.8;0.969022;258.19;251.92;5.1685;5.0;;95.3;0.952704;218.25;212.85;5.999129;5.7;;95.3;0.952704;218.25;212.85;5.999129;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
