region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4
5;Centro-oeste;52;GO;Goiás;5201504;Aporé;518582.383;119903.44;574539.343;132841.47;395753.605;92769.25;147835.672;121354.069;64606.117;40635.262;374431.119;21322.486;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;97.8;0.977146;275.21;272.16;4.629075;4.5;;97.8;0.977146;275.21;272.16;4.629075;4.5;;99.0;0.989963;248.22;244.62;4.880667;4.8;;;;;;;;;98.2;0.982329;208.69;202.96;5.636868;5.5;;98.2;0.982329;208.69;202.96;5.636868;5.5;;99.0;0.989963;248.22;244.62;4.880667;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5201603;Araçu;87231.852;22961.79;79947.175;21044.27;73510.273;21307.33;24833.868;6279.014;18262.572;20309.039;69684.492;3825.781;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;4;True;100.0;1.0;289.18;276.03;4.883217;4.9;;100.0;1.0;289.18;276.03;4.883217;4.9;;;;;;;;;;;;;;;;100.0;1.0;228.15;218.83;6.296788;6.3;;100.0;1.0;228.15;218.83;6.296788;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5201702;Aragarças;360573.464;19607.04;316671.343;17219.76;277756.341;13608.84;13453.632;16940.684;128217.56;93218.725;251830.6;25925.741;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;94.4;0.944075;283.09;286.62;4.956216;4.7;;94.4;0.944075;283.09;286.62;4.956216;4.7;;98.6;0.987136;257.56;269.12;5.444667;5.4;;96.8;0.968499;275.58;284.75;6.0055;5.8;;97.1;0.963175;208.76;200.69;5.596931;5.4;;97.1;0.963175;208.76;200.69;5.596931;5.4;;99.5;0.995479;251.47;263.84;5.255167;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5201801;Aragoiânia;237888.678;20007.46;215372.755;18113.77;174344.011;16324.35;27201.125;19461.358;61081.244;51895.919;159639.646;14704.365;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.5;0.929394;258.23;273.02;4.403466;4.1;;92.5;0.929394;258.23;273.02;4.403466;4.1;;96.1;0.956083;249.29;259.54;5.147167;4.9;;;;;;;;;100.0;1.0;228.23;214.79;6.22486;6.2;;100.0;1.0;228.23;214.79;6.22486;6.2;;96.1;0.956083;249.29;259.54;5.147167;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5202155;Araguapaz;252817.717;35344.29;220783.813;30865.9;180146.177;23110.48;77950.443;5883.586;45919.03;39324.987;169078.046;11068.13;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;98.4;0.985785;264.63;259.97;4.297994;4.2;;98.4;0.985785;264.63;259.97;4.297994;4.2;;99.7;0.996718;226.08;231.49;4.292833;4.3;;;;;;;;;100.0;1.0;223.17;213.81;6.110477;6.1;;100.0;1.0;223.17;213.81;6.110477;6.1;;100.0;1.0;226.08;231.49;4.292833;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5202353;Arenópolis;268947.159;91292.31;244356.721;82945.25;222600.319;90414.43;95196.399;74065.379;25637.936;21457.224;216356.938;6243.381;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;100.0;1.0;283.8;297.58;5.13026;5.1;;100.0;1.0;283.8;297.58;5.13026;5.1;;98.7;0.986569;271.17;276.68;5.7975;5.7;;;;;;;;;99.4;0.994481;232.67;219.12;6.38832;6.4;;99.4;0.994481;232.67;219.12;6.38832;6.4;;99.3;0.99311;271.17;276.68;5.7975;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5202502;Aruanã;379920.608;45773.57;353548.739;42596.23;291985.419;28238.44;131988.239;14177.384;78810.979;47504.879;272481.48;19503.939;Pecuária, inclusive apoio à pecuária;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.7;0.997319;259.5;265.79;4.313069;4.3;;99.7;0.997319;259.5;265.79;4.313069;4.3;;99.8;0.997988;260.86;264.15;5.416833;5.4;;;;;;;;;100.0;1.0;268.45;246.77;7.573872;7.6;;100.0;1.0;268.45;246.77;7.573872;7.6;;99.8;0.997988;260.86;264.15;5.416833;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5202601;Aurilândia;111362.652;33910.67;88516.95;26954.0;81584.91;27194.97;27653.004;10983.959;20252.903;17378.995;76268.861;5316.05;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;98.5;0.986301;266.45;267.06;4.429694;4.4;;98.5;0.986301;266.45;267.06;4.429694;4.4;;100.0;1.0;271.09;278.56;5.8275;5.8;;;;;;;;;100.0;1.0;215.71;211.68;5.929383;5.9;;100.0;1.0;215.71;211.68;5.929383;5.9;;100.0;1.0;271.09;278.56;5.8275;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5202809;Avelinópolis;83608.255;29152.11;86600.4;30195.4;68067.469;28349.63;25738.118;5631.505;14156.643;19523.425;65049.692;3017.778;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;100.0;1.0;279.85;286.05;4.902177;4.9;;100.0;1.0;279.85;286.05;4.902177;4.9;;100.0;1.0;267.69;263.41;5.518333;5.5;;100.0;1.0;261.34;260.5;5.364;5.4;;100.0;1.0;252.27;239.0;7.12382;7.1;;100.0;1.0;252.27;239.0;7.12382;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203104;Baliza;175462.198;52361.15;140014.315;41782.85;123256.671;22749.48;73980.455;3076.158;14236.532;28884.455;120177.599;3079.072;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;1.0;257.74;266.04;4.292093;4.3;;100.0;1.0;257.74;266.04;4.292093;4.3;;100.0;1.0;267.77;280.2;5.7995;5.8;;100.0;1.0;231.18;260.48;4.861;4.9;;100.0;1.0;206.33;198.83;5.516739;5.5;;100.0;1.0;206.33;198.83;5.516739;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203203;Barro Alto;1686186.91;162586.72;2308282.593;222570.88;1573640.546;135157.65;45848.357;1064606.003;247966.134;85847.533;1444268.026;129372.519;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;100.0;1.0;264.39;263.87;4.353007;4.4;;100.0;1.0;264.39;263.87;4.353007;4.4;;99.4;0.993945;260.2;255.41;5.260167;5.2;;99.0;0.989847;272.73;265.37;5.635;5.6;;99.9;0.998794;244.73;233.03;6.871382;6.9;;99.9;0.998794;244.73;233.03;6.871382;6.9;;100.0;1.0;248.67;246.26;4.9155;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203302;Bela Vista de Goiás;1983166.35;57574.87;1776808.226;51583.92;1481063.952;47770.09;348945.349;416512.545;401186.2;161036.448;1327680.542;153383.41;Indústrias de transformação;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;91.0;0.914053;282.84;279.21;4.841777;4.4;;91.0;0.914053;282.84;279.21;4.841777;4.4;;99.0;0.989995;258.34;262.58;5.348667;5.3;;;;;;;;;98.3;0.982326;210.53;201.96;5.653801;5.6;;98.3;0.982326;210.53;201.96;5.653801;5.6;;99.0;0.989995;258.34;262.58;5.348667;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203401;Bom Jardim de Goiás;418165.846;53432.9;370230.82;47307.8;257678.878;28913.7;108477.329;7271.159;81210.686;40145.3;237104.474;20574.404;Pecuária, inclusive apoio à pecuária;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;4;True;;;;;;;;;;;;;;;99.7;0.997481;279.76;265.37;5.752167;5.7;;;;;;;;;99.4;0.993538;218.4;202.17;5.80781;5.8;;99.4;0.993538;218.4;202.17;5.80781;5.8;;100.0;1.0;279.76;265.37;5.752167;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203500;Bom Jesus de Goiás;1512295.116;63122.76;1694251.774;70717.58;1229697.252;47170.86;468019.357;141205.908;402035.738;122511.991;1133772.994;95924.258;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;99.3;0.993965;291.84;292.34;5.164738;5.1;;99.3;0.993965;291.84;292.34;5.164738;5.1;;98.6;0.986743;280.39;275.85;5.937333;5.9;;;;;;;;;98.4;0.983409;222.97;219.9;6.217387;6.1;;98.4;0.983409;222.97;219.9;6.217387;6.1;;100.0;1.0;280.39;275.85;5.937333;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203559;Bonfinópolis;158519.717;15396.24;135488.727;13159.36;121159.103;11972.24;16092.108;7078.42;43244.731;45240.906;111656.165;9502.938;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.4;0.975358;289.63;291.28;5.11783;5.0;;97.4;0.975358;289.63;291.28;5.11783;5.0;;98.8;0.987865;256.22;255.3;5.192;5.1;;;;;;;;;100.0;1.0;239.79;234.62;6.806016;6.8;;100.0;1.0;239.79;234.62;6.806016;6.8;;98.4;0.983885;256.22;255.3;5.192;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203575;Bonópolis;282293.776;85569.5;320197.561;97058.98;156647.911;34210.07;100676.091;4054.032;20672.572;25982.53;151385.226;5262.685;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;6;True;98.6;0.985244;257.35;270.89;4.35922;4.3;;98.6;0.985244;257.35;270.89;4.35922;4.3;;98.5;0.980457;246.74;240.84;4.793;4.7;;;;;;;;;98.7;0.988275;197.74;196.01;5.301535;5.2;;98.7;0.988275;197.74;196.01;5.301535;5.2;;98.5;0.980457;246.74;240.84;4.793;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203609;Brazabrantes;106412.044;26656.32;100987.04;25297.35;93846.61;24618.73;19617.854;25766.819;20792.455;20589.267;86766.396;7080.214;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;100.0;1.0;243.72;248.25;3.828865;3.8;;100.0;1.0;243.72;248.25;3.828865;3.8;;100.0;1.0;244.78;257.1;5.031333;5.0;;;;;;;;;99.6;0.996141;212.71;207.54;5.796858;5.8;;99.6;0.996141;212.71;207.54;5.796858;5.8;;100.0;1.0;244.78;257.1;5.031333;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203807;Britânia;305496.957;53643.01;249703.959;43846.17;198124.816;34071.34;77031.26;18870.06;53149.43;33699.181;182749.931;15374.885;Pecuária, inclusive apoio à pecuária;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;99.0;0.988599;261.74;269.11;4.394231;4.3;;99.0;0.988599;261.74;269.11;4.394231;4.3;;96.9;0.969348;260.08;262.45;5.3755;5.2;;;;;;;;;100.0;1.0;271.88;247.25;7.648057;7.6;;100.0;1.0;271.88;247.25;7.648057;7.6;;96.9;0.969348;260.08;262.45;5.3755;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203906;Buriti Alegre;561621.016;53513.2;543167.311;51754.87;467747.609;49158.97;158510.073;94977.885;125539.148;50072.623;429099.729;38647.88;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Indústrias de transformação;6;True;97.8;0.982137;291.94;292.16;5.163448;5.1;;97.8;0.982137;291.94;292.16;5.163448;5.1;;99.4;0.9937;262.97;269.12;5.534833;5.5;;;;;;;;;100.0;1.0;228.0;222.7;6.364289;6.4;;100.0;1.0;228.0;222.7;6.364289;6.4;;99.4;0.9937;262.97;269.12;5.534833;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203939;Buriti de Goiás;78971.058;28905.95;63515.074;23248.56;56929.804;23104.63;14711.137;5902.246;15750.846;17237.921;53602.149;3327.655;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;4;True;;;;;;;;;;;;;;;100.0;1.0;286.29;273.5;5.9965;6.0;;;;;;;;;100.0;1.0;263.61;236.92;7.302414;7.3;;100.0;1.0;263.61;236.92;7.302414;7.3;;100.0;1.0;286.29;273.5;5.9965;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5203962;Buritinópolis;68010.224;21624.87;87658.154;27872.23;88916.082;27174.84;6816.856;48900.134;8916.94;21186.065;85819.995;3096.088;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;99.2;0.99118;281.49;277.94;4.803804;4.8;;99.2;0.99118;281.49;277.94;4.803804;4.8;;100.0;1.0;256.56;256.28;5.214;5.2;;100.0;1.0;257.55;260.6;5.3025;5.3;;99.0;0.98922;204.52;192.06;5.359106;5.3;;99.0;0.98922;204.52;192.06;5.359106;5.3;;100.0;1.0;256.12;254.33;5.174167;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204003;Cabeceiras;484327.515;64064.49;582979.445;77113.68;475971.038;58776.37;317472.893;25968.787;69516.923;46313.329;459271.933;16699.105;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;100.0;1.0;317.04;299.48;5.625557;5.6;;100.0;1.0;317.04;299.48;5.625557;5.6;;99.8;0.996973;322.59;298.48;7.017833;7.0;;;;;;;;;98.3;0.983668;228.12;217.84;6.278215;6.2;;98.3;0.983668;228.12;217.84;6.278215;6.2;;100.0;1.0;322.59;298.48;7.017833;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204102;Cachoeira Alta;365149.751;31716.3;336767.673;29251.08;281719.518;21935.65;75368.228;19679.6;95113.335;66741.84;256903.002;24816.516;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;99.0;0.990946;277.3;277.63;4.740315;4.7;;99.0;0.990946;277.3;277.63;4.740315;4.7;;99.1;0.989811;260.88;256.01;5.2815;5.2;;;;;;;;;98.1;0.981041;225.69;217.22;6.220568;6.1;;98.1;0.981041;225.69;217.22;6.220568;6.1;;99.4;0.993445;260.88;256.01;5.2815;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204201;Cachoeira de Goiás;45522.396;32400.28;40829.831;29060.38;38880.439;29102.13;15155.653;902.123;8479.931;12224.379;36762.086;2118.353;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;;;;;;;;;;;;;;;100.0;1.0;269.0;264.11;5.551833;5.6;;;;;;;;;100.0;1.0;218.17;203.62;5.829784;5.8;;100.0;1.0;218.17;203.62;5.829784;5.8;;100.0;1.0;269.0;264.11;5.551833;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204250;Cachoeira Dourada;890575.737;114440.47;987681.911;126918.78;69504.796;8691.36;95419.956;-477324.132;95656.913;58521.535;-227725.728;297230.524;Indústrias de transformação;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;276.25;265.51;4.544131;4.5;;100.0;1.0;276.25;265.51;4.544131;4.5;;100.0;1.0;273.94;272.31;5.770833;5.8;;;;;;;;;98.3;0.983998;235.26;220.6;6.464656;6.4;;98.3;0.983998;235.26;220.6;6.464656;6.4;;100.0;1.0;273.94;272.31;5.770833;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204300;Caçu;1219984.319;88571.53;997749.754;72437.18;912900.812;55243.62;134187.351;422400.072;174598.06;99267.297;830452.78;82448.032;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Indústrias de transformação;Demais serviços;7;True;98.5;0.985542;280.31;289.45;4.959536;4.9;;98.5;0.985542;280.31;289.45;4.959536;4.9;;97.7;0.977429;266.94;263.57;5.5085;5.4;;96.8;0.967051;266.49;261.49;5.466333;5.3;;99.5;0.995768;237.35;227.94;6.637997;6.6;;99.5;0.995768;237.35;227.94;6.637997;6.6;;100.0;1.0;267.78;267.46;5.587333;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204409;Caiapônia;1456337.725;88193.41;1026341.538;62176.14;821714.722;42567.07;432944.018;45810.339;196185.053;100779.964;775719.374;45995.347;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;97.9;0.979484;284.29;287.97;4.993279;4.9;;97.9;0.979484;284.29;287.97;4.993279;4.9;;99.4;0.993984;272.5;275.62;5.802;5.8;;;;;;;;;99.9;0.998794;216.34;216.41;6.027406;6.0;;99.9;0.998794;216.34;216.41;6.027406;6.0;;99.3;0.992978;272.5;275.62;5.802;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204508;Caldas Novas;3782024.337;38348.69;3407344.795;34549.54;3001267.797;31531.55;304223.583;523720.229;1386591.214;548355.646;2762890.673;238377.124;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;7;True;100.0;1.0;289.01;294.27;5.153883;5.2;;100.0;1.0;289.01;294.27;5.153883;5.2;;99.5;0.994748;271.66;275.62;5.788;5.8;;98.1;0.981204;253.31;264.61;5.298667;5.2;;98.9;0.98934;217.85;212.77;5.990041;5.9;;98.9;0.98934;217.85;212.77;5.990041;5.9;;100.0;0.99975;275.97;278.21;5.903;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204557;Caldazinha;103501.566;22964.63;93320.606;20705.7;84657.118;21706.95;23979.207;4725.342;24255.05;24688.97;77648.569;7008.549;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;95.5;0.950758;272.34;281.48;4.728287;4.5;;95.5;0.950758;272.34;281.48;4.728287;4.5;;98.7;0.986803;250.75;250.83;5.026333;5.0;;;;;;;;;98.3;0.983169;230.89;225.59;6.471987;6.4;;98.3;0.983169;230.89;225.59;6.471987;6.4;;98.7;0.986803;250.75;250.83;5.026333;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204607;Campestre de Goiás;78260.089;20841.57;78141.438;20809.97;72754.135;19867.32;25998.954;3867.241;16346.855;23080.31;69293.36;3460.774;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;100.0;1.0;281.3;290.67;4.991704;5.0;;100.0;1.0;281.3;290.67;4.991704;5.0;;100.0;1.0;298.67;299.19;6.631;6.6;;;;;;;;;100.0;1.0;253.15;248.97;7.321887;7.3;;100.0;1.0;253.15;248.97;7.321887;7.3;;100.0;1.0;298.67;299.19;6.631;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204656;Campinaçu;135964.665;36667.92;122479.709;33031.21;110527.898;30465.24;47630.3;2674.967;23755.688;30387.008;104447.962;6079.935;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;4;True;;;;;;;;;;;;;;;99.1;0.991935;250.04;254.59;5.077167;5.0;;98.6;0.98785;246.89;249.64;4.942167;4.9;;99.2;0.992798;248.65;231.77;6.923282;6.9;;99.2;0.992798;248.65;231.77;6.923282;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204706;Campinorte;422671.019;33786.65;402543.172;32177.71;333043.266;25857.4;80924.903;19802.389;138429.585;59589.36;298746.237;34297.029;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;100.0;1.0;281.86;279.64;4.83445;4.8;;100.0;1.0;281.86;279.64;4.83445;4.8;;99.5;0.994741;279.48;274.7;5.903;5.9;;;;;;;;;99.9;0.998794;246.69;232.36;6.896604;6.9;;99.9;0.998794;246.69;232.36;6.896604;6.9;;99.7;0.996488;279.48;274.7;5.903;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Centro-oeste;52;GO;Goiás;5204805;Campo Alegre de Goiás;964884.983;130003.37;898584.752;121070.43;846765.541;107403.04;601035.399;29171.487;134817.069;49613.703;814637.659;32127.882;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;93.5;0.938777;264.88;268.09;4.423062;4.2;;93.5;0.938777;264.88;268.09;4.423062;4.2;;95.9;0.958975;250.64;259.61;5.170833;5.0;;;;;;;;;96.4;0.963773;228.0;214.34;6.212289;6.0;;96.4;0.963773;228.0;214.34;6.212289;6.0;;95.9;0.958975;250.64;259.61;5.170833;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
