region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9
2;Nordeste;28;SE;Sergipe;2804508;Nossa Senhora da Glória;1048319.704;25477.43;943165.567;22891.26;790790.161;20967.52;108597.465;55910.063;332586.221;207665.08;704758.828;86031.332;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;89.9;0.899315;192.95;186.7;5.04085;4.5;;92.6;0.927637;199.86;194.48;5.314175;4.9;;83.4;0.83157;238.61;238.76;4.622833;3.8;;83.1;0.827492;238.61;238.76;4.622833;3.8;;86.5;0.870811;264.89;263.12;4.348802;3.8;;86.4;0.869729;264.44;262.81;4.337841;3.8;;;;;;;;;99.1;0.991949;210.51;206.47;5.735419;5.7;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2804607;Nossa Senhora das Dores;540609.743;21627.85;467048.624;18684.93;415736.18;15422.2;48540.191;46065.897;131064.97;151576.302;377247.36;38488.82;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;93.1;0.920211;178.95;164.71;4.373856;4.0;;93.9;0.935287;192.53;178.66;4.886653;4.6;;86.7;0.865942;240.8;244.82;4.760333;4.1;;84.6;0.846955;234.99;237.44;4.5405;3.8;;90.2;0.905751;254.14;255.9;4.089735;3.7;;90.2;0.905751;254.14;255.9;4.089735;3.7;;90.0;0.901153;244.74;249.82;4.909333;4.4;;97.9;0.983396;208.8;195.38;5.501149;5.4;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2804706;Nossa Senhora de Lourdes;115909.832;18492.32;89604.346;14295.52;91164.828;14005.97;20674.147;3710.516;22405.327;38723.157;85513.146;5651.682;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;8;True;94.2;0.930127;192.03;191.8;5.11602;4.8;;94.2;0.936342;203.08;188.66;5.269807;4.9;;93.4;0.933501;233.45;243.27;4.612;4.3;;90.7;0.90432;225.52;236.37;4.364833;3.9;;98.6;0.986508;264.9;267.54;4.41511;4.4;;98.6;0.986508;264.9;267.54;4.41511;4.4;;97.2;0.964571;246.57;254.7;5.021167;4.8;;94.1;0.930471;209.89;186.73;5.364678;5.0;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2804805;Nossa Senhora do Socorro;2852077.183;14829.08;3804226.31;19779.68;3232697.918;17219.66;7124.954;479813.862;1275836.653;973286.988;2736062.457;496635.461;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;96.3;0.96243;191.24;185.66;4.989307;4.8;;96.2;0.962405;193.01;186.47;5.037813;4.8;;86.9;0.871024;230.35;237.46;4.4635;3.9;;88.5;0.886427;226.28;234.26;4.342333;3.8;;89.3;0.903387;252.95;258.21;4.107602;3.7;;89.4;0.903387;252.95;258.21;4.107602;3.7;;85.9;0.860813;233.59;240.01;4.56;3.9;;95.8;0.966449;197.8;188.66;5.169044;5.0;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2804904;Pacatuba;219431.735;17551.73;281548.972;22520.31;236642.649;16153.08;36244.598;48574.436;36307.585;94740.354;215866.973;20775.676;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;Demais serviços;6;True;96.4;0.965804;179.52;174.28;4.558734;4.4;;96.4;0.965804;179.52;174.28;4.558734;4.4;;83.8;0.834484;230.49;226.72;4.286833;3.6;;81.0;0.803237;230.49;226.72;4.286833;3.4;;96.3;0.965065;244.87;243.55;3.774658;3.6;;96.3;0.965065;244.87;243.55;3.774658;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805000;Pedra Mole;74512.297;26822.28;58162.017;20936.65;48011.71;14509.43;12028.621;1760.758;8043.316;23965.237;45797.932;2213.778;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;86.5;0.847084;192.62;192.03;5.131461;4.3;;86.5;0.847084;192.62;192.03;5.131461;4.3;;80.3;0.794208;244.48;251.12;4.926667;3.9;;80.3;0.794208;244.48;251.12;4.926667;3.9;;93.0;0.93407;242.16;253.31;3.882704;3.6;;93.0;0.93407;242.16;253.31;3.882704;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805109;Pedrinhas;128570.496;17383.79;103298.226;13966.77;98935.679;10171.24;7915.55;3738.919;24788.265;57986.318;94429.052;4506.627;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;94.8;0.940758;179.08;172.64;4.520519;4.3;;95.8;0.961238;184.13;173.73;4.636711;4.5;;82.5;0.814629;226.56;231.21;4.296167;3.5;;;;;;;;;85.3;0.85031;254.03;242.67;3.890136;3.3;;85.3;0.85031;254.03;242.67;3.890136;3.3;;95.6;0.952239;227.11;231.03;4.302333;4.1;;99.0;0.993243;187.13;174.38;4.705781;4.7;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805208;Pinhão;141417.06;24910.53;132055.486;23261.49;91574.102;13712.8;12148.948;3384.332;26498.912;40578.134;82610.326;8963.776;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;94.3;0.948993;195.33;180.2;4.968088;4.7;;94.3;0.948993;195.33;180.2;4.968088;4.7;;85.8;0.86001;238.54;232.83;4.522833;3.9;;78.0;0.789217;235.58;221.9;4.291333;3.4;;90.2;0.917889;259.91;257.24;4.190834;3.8;;90.2;0.917889;259.91;257.24;4.190834;3.8;;94.8;0.94564;240.8;241.18;4.699667;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805307;Pirambu;155336.484;19630.54;159527.605;20160.19;137921.589;14616.53;6634.133;23783.252;33838.583;68329.88;132585.848;5335.741;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias extrativas;4;True;;;;;;;;;;;;;;;84.5;0.847056;237.73;246.16;4.7315;4.0;;;;;;;;;92.1;0.921929;248.19;242.61;3.807215;3.5;;92.1;0.921929;248.19;242.61;3.807215;3.5;;95.7;0.957331;241.76;248.59;4.839167;4.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805406;Poço Redondo;763538.928;22833.78;462181.826;13821.64;416245.13;11738.11;80397.937;30518.215;86778.489;188709.335;386403.976;29841.154;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;7;True;90.2;0.892924;164.57;157.49;3.968156;3.5;;91.2;0.909976;170.02;160.43;4.125618;3.8;;67.1;0.67072;222.61;221.67;4.071333;2.7;;;;;;;;;92.4;0.926596;248.24;247.27;3.877678;3.6;;92.4;0.926596;248.24;247.27;3.877678;3.6;;96.5;0.960823;225.36;227.41;4.212833;4.0;;98.5;0.988625;177.53;164.49;4.342757;4.3;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805505;Poço Verde;388823.218;17840.84;392809.604;18023.75;322301.775;13427.56;23494.005;21581.48;113635.628;130231.209;288942.323;33359.452;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;94.9;0.940737;191.31;182.87;4.939916;4.6;;96.4;0.966698;215.02;200.03;5.704397;5.5;;90.6;0.905849;252.73;255.35;5.134667;4.7;;;;;;;;;86.9;0.875409;270.56;278.65;4.660921;4.1;;86.9;0.875409;270.56;278.65;4.660921;4.1;;97.9;0.98155;265.54;271.4;5.615667;5.5;;99.7;0.997481;236.45;215.54;6.395366;6.4;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805604;Porto da Folha;637807.556;23999.38;405211.523;15247.27;366553.464;12732.86;75585.531;26617.913;79352.585;159335.289;340891.318;25662.146;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;8;True;91.3;0.912285;191.06;174.85;4.789327;4.4;;92.4;0.925211;191.94;179.35;4.887939;4.5;;83.0;0.830615;244.48;235.39;4.6645;3.9;;76.3;0.766102;240.44;231.29;4.528833;3.5;;94.2;0.943448;255.97;248.58;4.005856;3.8;;94.2;0.943448;255.97;248.58;4.005856;3.8;;99.3;0.993481;248.8;239.78;4.809667;4.8;;100.0;1.0;195.16;195.85;5.249389;5.2;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805703;Propriá;614880.096;23100.16;573817.043;21557.48;554299.192;18628.15;14385.292;50625.745;260484.93;164769.437;490265.404;64033.788;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;94.1;0.936394;177.84;164.42;4.3474;4.1;;96.0;0.959541;199.62;184.6;5.129958;4.9;;91.1;0.912789;242.77;247.37;4.835667;4.4;;;;;;;;;94.5;0.946227;253.86;250.79;4.009305;3.8;;94.5;0.946227;253.86;250.79;4.009305;3.8;;93.6;0.93589;242.77;247.37;4.835667;4.5;;100.0;1.0;219.16;202.72;5.832314;5.8;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805802;Riachão do Dantas;419338.643;22898.41;365972.168;19984.28;328904.479;16600.44;136588.061;9950.874;50192.478;115747.621;312479.034;16425.445;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;6;True;;;;;;;;88.1;0.885868;185.35;180.06;4.775085;4.2;;72.3;0.726276;251.39;251.73;5.052;3.7;;;;;;;;;91.6;0.917102;251.7;249.15;3.954417;3.6;;91.6;0.917102;251.7;249.15;3.954417;3.6;;93.7;0.934576;263.79;260.16;5.399167;5.0;;100.0;1.0;191.52;187.49;5.027924;5.0;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2805901;Riachuelo;240563.022;27499.2;225681.737;27154.58;222400.947;21479.71;10915.196;56916.813;53429.529;66142.846;187404.384;34996.563;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias extrativas;6;True;88.4;0.876822;171.34;166.1;4.2539;3.7;;88.4;0.876822;171.34;166.1;4.2539;3.7;;73.8;0.740738;226.76;230.98;4.295667;3.2;;73.8;0.740738;226.76;230.98;4.295667;3.2;;89.3;0.890555;232.55;242.37;3.583959;3.2;;89.3;0.890555;232.55;242.37;3.583959;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806008;Ribeirópolis;372070.867;21844.12;356224.016;20913.76;339443.05;17968.51;42544.696;25689.357;116867.908;106689.606;291791.568;47651.482;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;94.6;0.947632;194.05;182.48;4.985115;4.7;;95.3;0.954934;193.0;184.05;4.993622;4.8;;78.8;0.778638;232.23;233.19;4.423667;3.4;;76.2;0.761829;233.05;233.4;4.440833;3.4;;87.7;0.883874;275.38;266.77;4.550774;4.0;;87.7;0.883874;275.38;266.77;4.550774;4.0;;81.5;0.806073;231.75;233.07;4.413667;3.6;;98.2;0.976265;190.19;188.22;5.015815;4.9;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806107;Rosário do Catete;391878.489;42160.14;513849.286;55282.33;468956.06;42028.68;5410.289;231059.26;85912.126;88130.584;410512.259;58443.801;Indústrias extrativas;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;91.9;0.912729;194.11;185.45;5.04026;4.6;;91.9;0.912729;194.11;185.45;5.04026;4.6;;85.9;0.854386;233.99;240.34;4.572167;3.9;;83.9;0.848181;225.91;236.34;4.370833;3.7;;92.3;0.927885;253.92;269.39;4.288591;4.0;;92.3;0.927885;253.92;269.39;4.288591;4.0;;100.0;1.0;240.27;243.45;4.728667;4.7;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806206;Salgado;320943.343;15826.39;286738.504;14139.68;217519.174;10848.3;25867.666;11063.325;57025.519;109974.485;203930.995;13588.18;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;90.9;0.903734;181.67;179.52;4.695037;4.2;;91.6;0.914488;202.51;194.5;5.365111;4.9;;87.9;0.878962;243.47;248.23;4.861667;4.3;;84.4;0.8435;236.25;233.35;4.493333;3.8;;94.5;0.947541;266.68;273.1;4.523343;4.3;;94.5;0.947541;266.68;273.1;4.523343;4.3;;91.2;0.912738;246.88;255.26;5.035667;4.6;;100.0;1.0;224.95;210.64;6.08681;6.1;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806305;Santa Luzia do Itanhy;238278.236;17499.87;217036.18;15939.79;192689.917;13564.94;50669.052;5242.493;33913.648;94060.42;183885.613;8804.304;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;91.8;0.921233;188.25;175.03;4.738974;4.4;;91.8;0.921233;188.25;175.03;4.738974;4.4;;86.0;0.863864;222.89;220.36;4.054167;3.5;;86.0;0.863864;222.89;220.36;4.054167;3.5;;90.8;0.920274;245.03;231.93;3.602953;3.3;;90.8;0.920274;245.03;231.93;3.602953;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806404;Santana do São Francisco;160614.555;21864.22;119178.518;16223.59;106772.621;13505.26;26727.366;3969.486;21267.019;49510.339;101474.21;5298.411;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;7;True;99.6;0.996759;188.95;173.75;4.72906;4.7;;99.6;0.996759;188.95;173.75;4.72906;4.7;;92.7;0.925808;224.75;227.5;4.204167;3.9;;91.2;0.907464;228.39;229.58;4.2995;3.9;;98.1;0.978257;246.55;251.92;3.923553;3.8;;98.1;0.978257;246.55;251.92;3.923553;3.8;;96.8;0.933413;211.13;219.7;3.847167;3.6;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806503;Santa Rosa de Lima;59185.703;15033.2;58257.966;14797.55;55083.536;14005.48;7257.761;2374.739;9735.646;33844.425;53212.571;1870.965;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;4;True;;;;;;;;;;;;;;;92.7;0.929302;210.94;224.59;3.9255;3.6;;92.7;0.929302;210.94;224.59;3.9255;3.6;;100.0;1.0;240.27;242.36;3.692237;3.7;;100.0;1.0;240.27;242.36;3.692237;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806602;Santo Amaro das Brotas;227941.577;20550.09;201708.619;18185.05;167665.266;13743.05;15891.505;33047.988;36707.942;75110.788;160758.224;6907.042;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias extrativas;8;True;92.5;0.909424;173.29;177.67;4.501477;4.1;;94.3;0.944794;188.64;186.48;4.954598;4.7;;85.4;0.854132;227.33;234.83;4.369333;3.7;;82.1;0.820373;226.79;237.96;4.4125;3.6;;85.3;0.849868;249.47;253.07;3.981779;3.4;;85.3;0.849868;249.47;253.07;3.981779;3.4;;90.3;0.910711;227.67;232.89;4.342667;4.0;;97.6;0.976697;200.96;193.56;5.31844;5.2;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806701;São Cristóvão;1392937.53;14568.65;1175116.605;12290.47;1031740.474;11203.61;36460.209;100435.606;368419.875;445354.784;950670.474;81069.999;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;10;True;99.9;0.999199;236.28;217.49;6.427577;6.4;;99.6;0.995577;228.12;211.79;6.168215;6.1;;91.8;0.917854;239.12;245.09;4.736833;4.3;;96.9;0.970659;237.84;238.62;4.607667;4.5;;86.9;0.87987;257.37;260.61;4.205609;3.7;;86.3;0.876431;249.99;252.44;3.979652;3.5;;87.0;0.870005;236.82;245.04;4.697667;4.1;;97.3;0.980627;208.87;198.33;5.556121;5.4;;89.4;0.89266;282.3;288.17;4.968324;4.4;;96.6;0.964875;266.77;275.72;5.708167;5.5;
2;Nordeste;28;SE;Sergipe;2806800;São Domingos;161344.544;15623.56;139978.019;13554.57;135226.821;11992.45;6686.22;16919.829;31563.895;67071.602;122241.545;12985.276;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;6;True;90.8;0.906333;195.39;182.7;5.014688;4.5;;90.8;0.906333;195.39;182.7;5.014688;4.5;;80.0;0.800786;232.57;234.27;4.447333;3.6;;;;;;;;;95.3;0.953281;243.21;253.47;3.899846;3.7;;95.3;0.953281;243.21;253.47;3.899846;3.7;;96.0;0.962311;237.47;239.21;4.611333;4.4;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2806909;São Francisco;61511.33;18967.42;52946.475;16326.39;56033.562;14603.48;8036.348;3964.364;10706.607;31046.202;53753.522;2280.04;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;95.0;0.954112;210.52;196.42;5.552883;5.3;;95.0;0.954112;210.52;196.42;5.552883;5.3;;82.0;0.824937;237.71;249.3;4.7835;3.9;;82.0;0.824937;237.71;249.3;4.7835;3.9;;91.3;0.907573;263.32;263.37;4.330494;3.9;;91.3;0.907573;263.32;263.37;4.330494;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2807006;São Miguel do Aleixo;79123.152;23041.1;52286.512;15226.12;49842.493;12573.79;6434.032;2882.536;9728.333;28022.66;47067.561;2774.932;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;92.3;0.923172;186.83;186.19;4.914783;4.5;;92.3;0.923172;186.83;186.19;4.914783;4.5;;89.1;0.898765;235.18;250.3;4.758;4.3;;89.1;0.898765;235.18;250.3;4.758;4.3;;94.0;0.952555;270.62;263.72;4.438261;4.2;;94.0;0.952555;270.62;263.72;4.438261;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2807105;Simão Dias;925386.501;21733.91;897435.447;21077.44;790408.245;19408.9;138552.594;84957.939;254380.008;215728.463;693619.004;96789.241;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;95.4;0.950223;182.21;172.57;4.578979;4.4;;97.0;0.970441;196.85;188.95;5.156187;5.0;;90.0;0.902868;251.72;255.94;5.127667;4.6;;82.6;0.833119;242.74;246.14;4.814667;4.0;;95.5;0.958909;271.57;285.31;4.774807;4.6;;95.5;0.958909;271.57;285.31;4.774807;4.6;;98.0;0.979833;254.28;258.74;5.217;5.1;;100.0;1.0;204.84;197.9;5.471395;5.5;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2807204;Siriri;201981.259;25782.65;181479.639;23165.64;176735.571;19537.43;10452.103;62203.251;35434.711;62472.887;170562.953;6172.619;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias extrativas;Demais serviços;7;True;90.5;0.905313;199.23;187.82;5.181061;4.7;;90.5;0.905313;199.23;187.82;5.181061;4.7;;74.0;0.746866;236.18;237.99;4.5695;3.4;;67.6;0.681882;234.13;230.45;4.409667;3.0;;95.2;0.950691;253.54;250.4;3.998972;3.8;;95.2;0.950691;253.54;250.4;3.998972;3.8;;92.4;0.926341;240.39;253.54;4.898833;4.5;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2807303;Telha;53466.564;16330.65;44599.772;13622.41;44121.433;13488.67;5304.353;2070.326;8368.151;26903.178;42646.007;1475.426;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;7;True;93.2;0.937276;208.39;192.13;5.434234;5.1;;93.2;0.937276;208.39;192.13;5.434234;5.1;;79.6;0.780483;222.22;235.69;4.2985;3.4;;69.6;0.697263;229.17;231.82;4.349833;3.0;;88.6;0.893386;273.36;271.0;4.585726;4.1;;88.6;0.893386;273.36;271.0;4.585726;4.1;;93.8;0.933605;217.07;238.56;4.2605;4.0;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2807402;Tobias Barreto;1150010.304;22591.3;717304.905;14091.05;655791.184;12405.95;23069.282;35138.333;269799.648;265894.954;593902.218;61888.966;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;95.5;0.95421;208.36;198.86;5.556025;5.3;;95.9;0.960276;211.3;201.86;5.666677;5.4;;84.3;0.844882;252.94;254.85;5.129833;4.3;;80.9;0.812832;242.34;247.91;4.8375;3.9;;90.5;0.90996;268.88;274.53;4.575649;4.2;;90.3;0.907039;268.88;274.53;4.575649;4.2;;94.5;0.94447;268.53;265.06;5.559833;5.3;;98.6;0.986472;218.59;209.28;5.940709;5.9;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2807501;Tomar do Geru;208833.285;17385.39;157899.255;13145.13;146965.409;10858.98;24941.922;5989.261;30940.524;78387.585;140259.293;6706.117;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;97.6;0.976413;197.83;182.56;5.058707;4.9;;97.6;0.976413;197.83;182.56;5.058707;4.9;;97.6;0.976627;252.28;261.7;5.233;5.1;;;;;;;;;89.0;0.897873;260.72;256.82;4.195923;3.8;;89.0;0.897873;260.72;256.82;4.195923;3.8;;100.0;1.0;252.28;261.7;5.233;5.2;;;;;;;;;;;;;;;;;;;;;;
2;Nordeste;28;SE;Sergipe;2807600;Umbaúba;721872.317;30182.39;492745.672;20602.32;401569.249;15564.7;35939.38;21836.429;164849.274;144826.411;367451.494;34117.754;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;7;True;90.0;0.903331;199.69;188.81;5.20784;4.7;;90.0;0.903331;199.69;188.81;5.20784;4.7;;80.6;0.807619;236.4;241.54;4.632333;3.7;;77.8;0.78257;234.47;238.68;4.5525;3.6;;89.4;0.896225;249.71;261.72;4.114641;3.7;;89.4;0.896225;249.71;261.72;4.114641;3.7;;91.2;0.911622;240.38;247.44;4.797;4.4;;;;;;;;;;;;;;;;;;;;;;
